date,vol
6/5/2023,14.72
6/6/2023,13.95
6/7/2023,13.66
6/8/2023,13.65
6/9/2023,13.84
6/12/2023,15
6/13/2023,14.6
6/14/2023,13.87
6/15/2023,14.49
6/16/2023,13.53
6/19/2023,14.19
6/20/2023,13.87
6/21/2023,13.19
6/22/2023,12.9
6/23/2023,13.43
6/26/2023,14.24
6/27/2023,13.73
6/28/2023,13.44
6/29/2023,13.55
6/30/2023,13.59
7/3/2023,13.56
7/4/2023,13.71
7/5/2023,14.19
7/6/2023,15.43
7/7/2023,14.82
7/10/2023,15.06
7/11/2023,14.86
7/12/2023,13.53
7/13/2023,13.58
7/14/2023,13.33
7/17/2023,13.5
7/18/2023,13.31
7/19/2023,13.75
7/20/2023,13.98
7/21/2023,13.59
7/24/2023,13.9
7/25/2023,13.85
7/26/2023,13.18
7/27/2023,14.4
7/28/2023,13.34
7/31/2023,13.62
8/1/2023,13.94
8/2/2023,16.1
8/3/2023,15.93
8/4/2023,17.09
8/7/2023,15.77
8/8/2023,15.98
8/9/2023,15.95
8/10/2023,15.84
8/11/2023,14.86
8/14/2023,14.81
8/15/2023,16.45
8/16/2023,16.77
8/17/2023,17.9
8/18/2023,17.29
8/21/2023,17.14
8/22/2023,16.98
8/23/2023,15.97
8/24/2023,17.21
8/25/2023,15.67
8/28/2023,15.08
8/29/2023,14.46
8/30/2023,13.87
8/31/2023,13.56
9/1/2023,13.08
9/4/2023,13.82
9/5/2023,14
9/6/2023,14.44
9/7/2023,14.4
9/8/2023,13.83
9/11/2023,13.81
9/12/2023,14.24
9/13/2023,13.47
9/14/2023,12.81
9/15/2023,13.8
9/18/2023,14.01
9/19/2023,14.12
9/20/2023,15.13
9/21/2023,17.54
9/22/2023,17.19
9/25/2023,16.89
9/26/2023,18.93
9/27/2023,18.21
9/28/2023,17.34
9/29/2023,17.51
10/2/2023,17.6
10/3/2023,19.78
10/4/2023,18.57
10/5/2023,18.48
10/6/2023,17.44
10/9/2023,17.69
10/10/2023,17.02
10/11/2023,16.1
10/12/2023,16.7
10/13/2023,19.31
10/16/2023,17.2
10/17/2023,17.89
10/18/2023,19.21
10/19/2023,21.4
10/20/2023,21.7
10/23/2023,20.36
10/24/2023,18.96
10/25/2023,20.18
10/26/2023,20.67
10/27/2023,21.26
10/30/2023,19.74
10/31/2023,18.13
11/1/2023,16.86
11/2/2023,15.65
11/3/2023,14.91
11/6/2023,14.9
11/7/2023,14.8
11/8/2023,14.44
11/9/2023,15.28
11/10/2023,14.18
11/13/2023,14.77
11/14/2023,14.15
11/15/2023,14.17
11/16/2023,14.33
11/17/2023,13.81
11/20/2023,13.42
11/21/2023,13.34
11/22/2023,12.86
11/23/2023,12.79
11/24/2023,12.45
11/27/2023,12.68
11/28/2023,12.7
11/29/2023,12.99
11/30/2023,12.91
12/1/2023,12.62
12/4/2023,13.09
12/5/2023,12.86
12/6/2023,12.96
12/7/2023,13.07
12/8/2023,12.35
12/11/2023,12.64
12/12/2023,12.08
12/13/2023,12.18
12/14/2023,12.47
12/15/2023,12.27
12/18/2023,12.57
12/19/2023,12.52
12/20/2023,13.66
12/21/2023,13.66
12/22/2023,13.04
12/26/2023,12.98
12/27/2023,12.42
12/28/2023,12.48
12/29/2023,12.44
1/2/2024,13.21
1/3/2024,14.03
1/4/2024,14.14
1/5/2024,13.34
1/8/2024,13.07
1/9/2024,12.77
1/10/2024,12.68
1/11/2024,12.43
1/12/2024,12.69
1/15/2024,13.24
1/16/2024,13.83
1/17/2024,14.8
1/18/2024,14.12
1/19/2024,13.31
1/22/2024,13.18
1/23/2024,12.54
1/24/2024,13.13
1/25/2024,13.46
1/26/2024,13.25
1/29/2024,13.61
1/30/2024,13.32
1/31/2024,14.34
2/1/2024,13.87
2/2/2024,13.84
2/5/2024,13.68
2/6/2024,13.05
2/7/2024,12.82
2/8/2024,12.8
2/9/2024,12.92
2/12/2024,13.94
2/13/2024,15.84
2/14/2024,14.39
2/15/2024,14
2/16/2024,14.25
2/19/2024,14.7
2/20/2024,15.41
2/21/2024,15.35
2/22/2024,14.53
2/23/2024,13.74
2/26/2024,13.73
2/27/2024,13.42
2/28/2024,13.83
2/29/2024,13.39
3/1/2024,13.12
3/4/2024,13.48
3/5/2024,14.45
3/6/2024,14.51
3/7/2024,14.43
3/8/2024,14.73
3/11/2024,15.21
3/12/2024,13.83
3/13/2024,13.74
3/14/2024,14.39
3/15/2024,14.42
3/18/2024,14.34
3/19/2024,13.83
3/20/2024,13.03
3/21/2024,12.91
3/22/2024,13.05
3/25/2024,13.2
3/26/2024,13.23
3/27/2024,12.77
3/28/2024,13
4/1/2024,13.66
4/2/2024,14.6
4/3/2024,14.32
4/4/2024,16.34
4/5/2024,16.02
4/8/2024,15.18
4/9/2024,14.97
4/10/2024,15.81
4/11/2024,14.92
4/12/2024,17.3
4/15/2024,19.22
4/16/2024,18.39
4/17/2024,18.22
4/18/2024,18.01
4/19/2024,18.7
4/22/2024,16.93
4/23/2024,15.69
4/24/2024,15.96
4/25/2024,15.38
4/26/2024,15.02
4/29/2024,14.68
4/30/2024,15.64
5/1/2024,15.38
5/2/2024,14.67
5/3/2024,13.48
5/6/2024,13.48
5/7/2024,13.22
5/8/2024,12.99
5/9/2024,12.68
5/10/2024,12.56
5/13/2024,13.59
5/14/2024,13.41
5/15/2024,12.44
5/16/2024,12.41
5/17/2024,11.98
5/20/2024,12.14
5/21/2024,11.85
5/22/2024,12.3
5/23/2024,12.78
5/24/2024,11.92
5/27/2024,12.37
5/28/2024,12.91
5/29/2024,14.27
5/30/2024,14.46
5/31/2024,12.91
6/3/2024,13.12
6/4/2024,13.15
6/5/2024,12.62
6/6/2024,12.57
6/7/2024,12.21
6/10/2024,12.75
6/11/2024,12.86
6/12/2024,12.03
6/13/2024,11.95
6/14/2024,12.65
6/17/2024,12.74
6/18/2024,12.29
6/19/2024,12.49
6/20/2024,13.27
6/21/2024,13.19
6/24/2024,13.34
6/25/2024,12.84
6/26/2024,12.54
6/27/2024,12.25
6/28/2024,12.45
7/1/2024,12.23
7/2/2024,12.02
7/3/2024,12.08
7/4/2024,12.27
7/5/2024,12.47
7/8/2024,12.36
7/9/2024,12.5
7/10/2024,12.84
7/11/2024,12.91
7/12/2024,12.45
7/15/2024,13.13
7/16/2024,13.2
7/17/2024,14.47
7/18/2024,15.92
7/19/2024,16.51
7/22/2024,14.9
7/23/2024,14.71
7/24/2024,18.03
7/25/2024,18.47
7/26/2024,16.38
7/29/2024,16.59
7/30/2024,17.68
7/31/2024,16.37
8/1/2024,18.58
8/2/2024,23.38
8/5/2024,38.56
8/6/2024,27.7
8/7/2024,27.84
8/8/2024,23.78
8/9/2024,20.36
8/12/2024,20.72
8/13/2024,18.11
8/14/2024,16.2
8/15/2024,15.22
8/16/2024,14.81
8/19/2024,14.66
8/20/2024,15.87
8/21/2024,16.26
8/22/2024,17.54
8/23/2024,15.85
8/26/2024,16.14
8/27/2024,15.42
8/28/2024,17.1
8/29/2024,15.64
8/30/2024,15.01
9/3/2024,20.71
9/4/2024,21.33
9/5/2024,19.89
9/6/2024,22.37
9/9/2024,19.46
9/10/2024,19.07
9/11/2024,17.7
9/12/2024,17.08
9/13/2024,16.57
9/16/2024,17.13
9/17/2024,17.6
9/18/2024,18.22
9/19/2024,16.34
9/20/2024,16.16
9/23/2024,15.9
9/24/2024,15.38
9/25/2024,15.4
9/26/2024,15.36
9/27/2024,16.95
9/30/2024,16.72
10/1/2024,19.27
10/2/2024,18.91
10/3/2024,20.48
10/4/2024,19.2
10/7/2024,22.65
10/8/2024,21.43
10/9/2024,20.87
10/10/2024,20.94
10/11/2024,20.45
10/14/2024,19.69
10/15/2024,20.65
10/16/2024,19.57
10/17/2024,19.1
10/18/2024,18.02
10/21/2024,18.38
10/22/2024,18.21
10/23/2024,19.25
10/24/2024,19.07
10/25/2024,20.32
10/28/2024,19.79
10/29/2024,19.33
10/30/2024,20.34
10/31/2024,23.15
11/1/2024,21.87
11/4/2024,21.97
11/5/2024,20.5
11/6/2024,16.26
11/7/2024,15.19
11/8/2024,14.93
11/11/2024,14.96
11/12/2024,14.7
11/13/2024,14.01
11/14/2024,14.3
11/15/2024,16.13
11/18/2024,15.57
11/19/2024,16.34
11/20/2024,17.15
11/21/2024,16.86
11/22/2024,15.24
11/25/2024,14.61
11/26/2024,14.09
11/27/2024,14.11
11/28/2024,13.91
11/29/2024,13.5
12/2/2024,13.33
12/3/2024,13.31
12/4/2024,13.46
12/5/2024,13.53
12/6/2024,12.76
12/9/2024,14.18
12/10/2024,14.19
12/11/2024,13.57
12/12/2024,13.91
12/13/2024,13.8
12/16/2024,14.69
12/17/2024,15.88
12/18/2024,27.61
12/19/2024,24.08
12/20/2024,18.35
12/23/2024,16.77
12/24/2024,14.27
12/26/2024,14.72
12/27/2024,15.94
12/30/2024,17.41
12/31/2024,17.34
1/2/2025,17.92
1/3/2025,16.14
1/6/2025,16.03
1/7/2025,17.83
1/8/2025,17.69
1/9/2025,18.07
1/10/2025,19.53
1/13/2025,19.18
1/14/2025,18.7
1/15/2025,16.11
1/16/2025,16.6
1/17/2025,15.96
1/20/2025,15.8
1/21/2025,15.05
1/22/2025,15.11
1/23/2025,15.03
1/24/2025,14.84
1/27/2025,17.89
1/28/2025,16.42
1/29/2025,16.55
1/30/2025,15.83
1/31/2025,16.42
2/3/2025,18.61
2/4/2025,17.2
2/5/2025,15.78
2/6/2025,15.49
2/7/2025,16.55
2/10/2025,15.8
2/11/2025,16.01
2/12/2025,15.88
2/13/2025,15.09
2/14/2025,14.78
2/17/2025,15.38
2/18/2025,15.35
2/19/2025,15.26
2/20/2025,15.65
2/21/2025,18.22
2/24/2025,18.97
2/25/2025,19.42
2/26/2025,19.09
2/27/2025,21.12
2/28/2025,19.62
3/3/2025,22.77
3/4/2025,23.5
3/5/2025,21.92
3/6/2025,24.86
3/7/2025,23.38
3/10/2025,27.85
3/11/2025,26.91
3/12/2025,24.22
3/13/2025,24.65
3/14/2025,21.78
3/17/2025,20.5
3/18/2025,21.71
3/19/2025,19.89
3/20/2025,19.79
3/21/2025,19.27
3/24/2025,17.49
3/25/2025,17.14
3/26/2025,18.32
3/27/2025,18.68
3/28/2025,21.66
3/31/2025,22.27
4/1/2025,21.78
4/2/2025,21.52
4/3/2025,30.02
4/4/2025,45.3
4/7/2025,46.97
4/8/2025,52.32
4/9/2025,33.63
4/10/2025,40.71
4/11/2025,37.55
4/14/2025,30.88
4/15/2025,30.11
4/16/2025,32.63
4/17/2025,29.66
4/21/2025,33.81
4/22/2025,30.56
4/23/2025,28.44
4/24/2025,26.46
4/25/2025,24.84
4/28/2025,25.16
4/29/2025,24.16
4/30/2025,24.69
5/1/2025,24.61
5/2/2025,22.67
5/5/2025,23.65
5/6/2025,24.77
5/7/2025,23.54
5/8/2025,22.47
5/9/2025,21.89
5/12/2025,18.38
5/13/2025,18.23
5/14/2025,18.61
5/15/2025,17.82
5/16/2025,17.25
5/19/2025,18.13
5/20/2025,18.08
5/21/2025,20.86
5/22/2025,20.27
5/23/2025,22.28
5/26/2025,20.56
5/27/2025,18.95
5/28/2025,19.3
5/29/2025,19.19
5/30/2025,18.57
6/2/2025,18.36
6/3/2025,17.7
6/4/2025,17.6
6/5/2025,18.47
6/6/2025,16.78
6/9/2025,17.15
6/10/2025,16.96
6/11/2025,17.25
6/12/2025,18.01
6/13/2025,20.81
6/16/2025,19.12
6/17/2025,21.59
6/18/2025,20.13
6/19/2025,22.16
6/20/2025,20.61
6/23/2025,19.82
6/24/2025,17.49
6/25/2025,16.75
6/26/2025,16.6
6/27/2025,16.33
6/30/2025,16.74
7/1/2025,16.84
7/2/2025,16.63
7/3/2025,16.37
7/4/2025,17.49
7/7/2025,17.8
7/8/2025,16.8
7/9/2025,15.95
7/10/2025,15.77
7/11/2025,16.39
7/14/2025,17.21
7/15/2025,17.39
7/16/2025,17.15
7/17/2025,16.51
7/18/2025,16.4
7/21/2025,16.64
7/22/2025,16.49
7/23/2025,15.36
7/24/2025,15.38
7/25/2025,14.92
7/28/2025,15.04
7/29/2025,15.97
7/30/2025,15.47
7/31/2025,16.71
8/1/2025,20.37
8/4/2025,17.53
8/5/2025,17.84
8/6/2025,16.76
8/7/2025,16.58
8/8/2025,15.15
8/11/2025,16.24
8/12/2025,14.74
8/13/2025,14.48
8/14/2025,14.82
8/15/2025,15.08
8/18/2025,14.98
8/19/2025,15.58
8/20/2025,15.68
8/21/2025,16.59
8/22/2025,14.21
8/25/2025,14.8
8/26/2025,14.62
8/27/2025,14.84
8/28/2025,14.44
8/29/2025,15.35
9/1/2025,16.11
9/2/2025,17.16
9/3/2025,16.34
9/4/2025,15.29
9/5/2025,15.19
9/8/2025,15.1
9/9/2025,15.03
9/10/2025,15.34
9/11/2025,14.7
9/12/2025,14.75
9/15/2025,15.68
9/16/2025,16.37
9/17/2025,15.71
9/18/2025,15.69
9/19/2025,15.46
9/22/2025,16.09
9/23/2025,16.63
9/24/2025,16.18
9/25/2025,16.73
9/26/2025,15.29
9/29/2025,16.11
9/30/2025,16.29
10/1/2025,16.28
10/2/2025,16.62
10/3/2025,16.64
10/6/2025,16.36
10/7/2025,17.23
10/8/2025,16.29
10/9/2025,16.44
10/10/2025,21.65
10/13/2025,19.02
10/14/2025,20.8
10/15/2025,20.63
10/16/2025,25.3
10/17/2025,20.77
10/20/2025,18.24
10/21/2025,17.88
10/22/2025,18.59
10/23/2025,17.29
10/24/2025,16.36
10/27/2025,15.8
10/28/2025,16.41
10/29/2025,16.91
10/30/2025,16.9
10/31/2025,17.43
11/3/2025,17.16
11/4/2025,18.99
11/5/2025,18
11/6/2025,19.49
11/7/2025,19.08
11/10/2025,17.6
11/11/2025,17.29
11/12/2025,17.5
11/13/2025,19.99
11/14/2025,19.82
11/17/2025,22.39
11/18/2025,24.68
11/19/2025,23.65
11/20/2025,26.41
11/21/2025,23.42
11/24/2025,20.51
11/25/2025,18.55
11/26/2025,17.18
11/27/2025,17.22
11/28/2025,16.34
12/1/2025,17.23
12/2/2025,16.58
12/3/2025,16.09
12/4/2025,15.79
12/5/2025,15.4
12/8/2025,16.67
12/9/2025,16.94
12/10/2025,15.76
12/11/2025,14.85
12/12/2025,15.73
12/15/2025,16.49
12/16/2025,16.47
12/17/2025,17.63
12/18/2025,16.86
12/19/2025,14.91
12/22/2025,14.09
12/23/2025,14.01
12/24/2025,13.46
12/26/2025,13.61
12/29/2025,14.19
12/30/2025,14.34
12/31/2025,14.94
