year,keyword,date,value
2019,r kelly,2019-01-06,61
2019,r kelly,2018-12-30,23
2019,r kelly,2019-03-03,23
2019,biden,2019-09-22,10
2019,biden,2019-03-31,9
2019,biden,2019-04-21,9
2019,impeachment,2019-12-15,100
2019,impeachment,2019-11-17,24
2019,impeachment,2019-11-10,21
2019,joe biden,2019-04-21,7
2019,joe biden,2019-03-31,6
2019,joe biden,2019-04-28,4
2019,hong kong,2019-08-11,43
2019,hong kong,2019-11-17,28
2019,hong kong,2019-06-09,26
2019,isPartial.3,2018-12-30,False
2019,isPartial.3,2019-01-06,False
2019,isPartial.3,2019-01-13,False
2019,香港,2019-08-11,12
2019,香港,2019-06-09,11
2019,香港,2019-07-21,8
2019,boris johnson,2019-07-21,12
2019,boris johnson,2019-12-08,6
2019,boris johnson,2019-09-01,4
2019,kamala harris,2019-01-20,5
2019,kamala harris,2019-01-27,4
2019,kamala harris,2019-06-23,3
2019,game of thrones,2019-04-14,100
2019,game of thrones,2019-04-28,82
2019,game of thrones,2019-05-19,77
2019,bernie sanders,2019-02-17,5
2019,bernie sanders,2019-09-29,3
2019,bernie sanders,2019-02-24,2
2019,isPartial.4,2018-12-30,False
2019,isPartial.4,2019-01-06,False
2019,isPartial.4,2019-01-13,False
2019,wework,2019-09-15,1
2019,wework,2019-09-22,1
2019,wework,2019-09-29,1
2019,trump impeachment,2019-12-15,9
2019,trump impeachment,2019-09-22,2
2019,trump impeachment,2019-09-29,1
2019,notre dame,2019-04-14,100
2019,notre dame,2019-04-21,6
2019,notre dame,2019-09-22,4
2019,brexit,2019-01-13,10
2019,brexit,2019-03-24,10
2019,brexit,2019-03-10,9
2019,venezuela news,2019-01-20,1
2019,venezuela news,2019-01-27,1
2019,venezuela news,2019-02-24,1
2019,isPartial.5,2018-12-30,False
2019,isPartial.5,2019-01-06,False
2019,isPartial.5,2019-01-13,False
2019,huawei,2019-05-19,100
2019,huawei,2019-03-24,61
2019,huawei,2018-12-30,58
2019,kevin durant,2019-06-09,26
2019,kevin durant,2019-06-30,9
2019,kevin durant,2019-05-05,8
2019,melvin gordon,2019-09-01,6
2019,melvin gordon,2019-08-25,3
2019,melvin gordon,2019-09-08,2
2019,venezuela,2019-01-20,81
2019,venezuela,2019-01-27,66
2019,venezuela,2019-04-28,61
2019,ukraine,2019-09-22,11
2019,ukraine,2019-09-29,8
2019,ukraine,2019-10-13,7
2019,isPartial.6,2018-12-30,False
2019,isPartial.6,2019-01-06,False
2019,isPartial.6,2019-01-13,False
2019,climate change,2019-09-22,17
2019,climate change,2019-09-15,12
2019,climate change,2019-09-29,10
2019,recession,2019-08-11,10
2019,recession,2019-08-18,8
2019,recession,2019-08-25,5
2019,bryce harper,2019-02-24,25
2019,bryce harper,2019-02-17,15
2019,bryce harper,2019-02-10,6
2019,beto o'rourke,2019-03-10,9
2019,beto o'rourke,2019-03-17,7
2019,beto o'rourke,2019-02-10,3
2019,boeing,2019-03-10,100
2019,boeing,2019-03-17,29
2019,boeing,2019-03-24,20
2019,isPartial.7,2018-12-30,False
2019,isPartial.7,2019-01-06,False
2019,isPartial.7,2019-01-13,False
2019,michael jackson,2019-03-03,29
2019,michael jackson,2019-03-10,23
2019,michael jackson,2019-03-17,15
2019,phillies,2019-03-31,8
2019,phillies,2019-04-07,6
2019,phillies,2019-04-14,6
2019,news today,2019-02-24,26
2019,news today,2019-08-04,25
2019,news today,2019-05-19,21
2019,pakistan,2019-02-24,100
2019,pakistan,2019-06-16,99
2019,pakistan,2019-06-23,60
2019,shutdown,2019-01-20,36
2019,shutdown,2019-01-06,34
2019,shutdown,2019-01-13,34
2019,isPartial.8,2018-12-30,False
2019,isPartial.8,2019-01-06,False
2019,isPartial.8,2019-01-13,False
2019,iran news,2019-12-29,3
2019,iran news,2019-05-12,1
2019,iran news,2019-05-19,1
2019,earthquake,2019-06-30,25
2019,earthquake,2019-07-07,9
2019,earthquake,2019-04-21,5
2019,india,2019-11-10,100
2019,india,2019-12-15,99
2019,india,2019-05-19,93
2019,tottenham,2019-05-05,20
2019,tottenham,2019-05-26,17
2019,tottenham,2019-04-14,10
2019,iran,2019-12-29,24
2019,iran,2019-06-16,8
2019,iran,2019-06-23,6
2019,isPartial.9,2018-12-30,False
2019,isPartial.9,2019-01-06,False
2019,isPartial.9,2019-01-13,False
2020,date,2020-12-27,2020-12-27 00:00:00
2020,date,2020-12-20,2020-12-20 00:00:00
2020,date,2020-12-13,2020-12-13 00:00:00
2020,coronavirus,2020-03-15,100
2020,coronavirus,2020-03-22,86
2020,coronavirus,2020-03-08,75
2020,covid,2020-03-22,24
2020,covid,2020-03-29,23
2020,covid,2020-04-05,21
2020,covid 19,2020-03-22,16
2020,covid 19,2020-03-29,15
2020,covid 19,2020-03-15,13
2020,stimulus,2020-04-12,8
2020,stimulus,2020-12-27,7
2020,stimulus,2020-03-22,4
2020,covid-19,2020-08-02,5
2020,covid-19,2020-03-22,4
2020,covid-19,2020-03-29,4
2020,stimulus check,2020-04-12,33
2020,stimulus check,2020-12-27,28
2020,stimulus check,2020-04-19,16
2020,coronavirus update,2020-03-22,37
2020,coronavirus update,2020-03-15,36
2020,coronavirus update,2020-03-29,27
2020,coronavirus cases,2020-03-22,29
2020,coronavirus cases,2020-03-15,28
2020,coronavirus cases,2020-03-29,23
2020,coronavirus news,2020-03-15,24
2020,coronavirus news,2020-03-22,20
2020,coronavirus news,2020-03-08,15
2020,corona virus,2020-03-15,100
2020,corona virus,2020-03-22,82
2020,corona virus,2020-03-08,73
2020,isPartial.1,2019-12-29,False
2020,isPartial.1,2020-01-05,False
2020,isPartial.1,2020-01-12,False
2020,coronavirus us,2020-03-15,93
2020,coronavirus us,2020-03-22,78
2020,coronavirus us,2020-03-08,68
2020,coronavirus usa,2020-03-22,100
2020,coronavirus usa,2020-03-29,88
2020,coronavirus usa,2020-03-15,86
2020,florida coronavirus,2020-03-15,40
2020,florida coronavirus,2020-03-22,33
2020,florida coronavirus,2020-03-08,26
2020,california coronavirus,2020-03-15,28
2020,california coronavirus,2020-03-22,21
2020,california coronavirus,2020-03-08,18
2020,coronavirus florida,2020-03-15,39
2020,coronavirus florida,2020-03-22,32
2020,coronavirus florida,2020-03-29,27
2020,isPartial.2,2019-12-29,False
2020,isPartial.2,2020-01-05,False
2020,isPartial.2,2020-01-12,False
2020,coronavirus california,2020-03-15,7
2020,coronavirus california,2020-03-08,5
2020,coronavirus california,2020-03-22,5
2020,coronavirus vaccine,2020-03-15,8
2020,coronavirus vaccine,2020-03-22,7
2020,coronavirus vaccine,2020-03-08,5
2020,coronavirus new york,2020-03-22,9
2020,coronavirus new york,2020-03-29,8
2020,coronavirus new york,2020-03-15,7
2020,george floyd,2020-05-31,100
2020,george floyd,2020-05-24,76
2020,george floyd,2020-06-07,31
2020,coronavirus china,2020-03-15,26
2020,coronavirus china,2020-03-22,22
2020,coronavirus china,2020-03-08,16
2020,isPartial.3,2019-12-29,False
2020,isPartial.3,2020-01-05,False
2020,isPartial.3,2020-01-12,False
2020,covid vaccine,2020-12-27,100
2020,covid vaccine,2020-12-13,94
2020,covid vaccine,2020-12-06,75
2020,coronavirus nyc,2020-03-15,31
2020,coronavirus nyc,2020-03-08,27
2020,coronavirus nyc,2020-03-22,25
2020,coronavirus texas,2020-03-15,25
2020,coronavirus texas,2020-03-22,20
2020,coronavirus texas,2020-03-08,17
2020,nyc coronavirus,2020-03-15,31
2020,nyc coronavirus,2020-03-08,27
2020,nyc coronavirus,2020-03-22,25
2020,coronavirus trump,2020-03-08,43
2020,coronavirus trump,2020-03-15,42
2020,coronavirus trump,2020-03-22,32
2020,isPartial.4,2019-12-29,False
2020,isPartial.4,2020-01-05,False
2020,isPartial.4,2020-01-12,False
2020,stimulus update,2020-12-27,4
2020,stimulus update,2020-12-20,3
2020,stimulus update,2020-05-10,1
2020,italy coronavirus,2020-03-22,7
2020,italy coronavirus,2020-03-15,6
2020,italy coronavirus,2020-03-08,4
2020,coronavirus italy,2020-03-22,7
2020,coronavirus italy,2020-03-15,6
2020,coronavirus italy,2020-03-08,4
2020,stimulus package,2020-03-22,4
2020,stimulus package,2020-03-15,1
2020,stimulus package,2020-03-29,1
2020,election results 2020,2020-11-01,100
2020,election results 2020,2020-11-08,12
2020,election results 2020,2020-11-15,3
2020,isPartial.5,2019-12-29,False
2020,isPartial.5,2020-01-05,False
2020,isPartial.5,2020-01-12,False
2020,coronavirus ohio,2020-03-15,67
2020,coronavirus ohio,2020-03-08,48
2020,coronavirus ohio,2020-03-22,48
2020,coronavirus ny,2020-03-15,42
2020,coronavirus ny,2020-03-22,37
2020,coronavirus ny,2020-03-08,32
2020,coronavirus michigan,2020-03-15,55
2020,coronavirus michigan,2020-03-22,51
2020,coronavirus michigan,2020-03-29,40
2020,second stimulus check,2020-12-27,100
2020,second stimulus check,2020-12-20,66
2020,second stimulus check,2020-05-17,56
2020,coronavirus nj,2020-03-15,45
2020,coronavirus nj,2020-03-08,34
2020,coronavirus nj,2020-03-22,28
2020,isPartial.6,2019-12-29,False
2020,isPartial.6,2020-01-05,False
2020,isPartial.6,2020-01-12,False
2020,coronavirus los angeles,2020-03-15,4
2020,coronavirus los angeles,2020-03-08,3
2020,coronavirus los angeles,2020-03-22,3
2020,trump covid,2020-09-27,30
2020,trump covid,2020-10-04,20
2020,trump covid,2020-11-01,5
2020,coronavirus india,2020-03-22,100
2020,coronavirus india,2020-03-29,74
2020,coronavirus india,2020-03-15,67
2020,coronavirus virginia,2020-03-15,7
2020,coronavirus virginia,2020-03-08,5
2020,coronavirus virginia,2020-03-22,5
2020,coronavirus cure,2020-03-15,9
2020,coronavirus cure,2020-03-08,7
2020,coronavirus cure,2020-03-22,7
2020,isPartial.7,2019-12-29,False
2020,isPartial.7,2020-01-05,False
2020,isPartial.7,2020-01-12,False
2020,coronavirus colorado,2019-12-29,0
2020,coronavirus colorado,2020-01-05,0
2020,coronavirus colorado,2020-01-12,0
2020,coronavirus death toll,2020-03-08,1
2020,coronavirus death toll,2020-03-15,1
2020,coronavirus death toll,2020-03-22,1
2020,coronavirus symptoms,2020-03-08,8
2020,coronavirus symptoms,2020-03-15,8
2020,coronavirus symptoms,2020-03-01,4
2020,coronavirus massachusetts,2019-12-29,0
2020,coronavirus massachusetts,2020-01-05,0
2020,coronavirus massachusetts,2020-01-12,0
2020,corona,2020-03-15,100
2020,corona,2020-03-22,88
2020,corona,2020-03-08,67
2020,isPartial.8,2019-12-29,False
2020,isPartial.8,2020-01-05,False
2020,isPartial.8,2020-01-12,False
2020,covid 19 vaccine,2020-12-13,6
2020,covid 19 vaccine,2020-12-06,5
2020,covid 19 vaccine,2020-12-27,5
2020,unemployment,2020-03-29,100
2020,unemployment,2020-04-12,96
2020,unemployment,2020-04-05,94
2020,hurricane laura,2020-08-23,48
2020,hurricane laura,2020-08-30,2
2020,hurricane laura,2020-08-16,1
2020,coronavirus pennsylvania,2020-03-15,3
2020,coronavirus pennsylvania,2020-03-08,2
2020,coronavirus pennsylvania,2020-03-22,2
2020,ryan newman,2020-02-16,47
2020,ryan newman,2020-02-23,1
2020,ryan newman,2019-12-29,0
2020,isPartial.9,2019-12-29,False
2020,isPartial.9,2020-01-05,False
2020,isPartial.9,2020-01-12,False
2021,date,2021-12-26,2021-12-26 00:00:00
2021,date,2021-12-19,2021-12-19 00:00:00
2021,date,2021-12-12,2021-12-12 00:00:00
2021,omicron,2021-11-28,100
2021,omicron,2021-12-26,95
2021,omicron,2021-12-19,86
2021,brian laundrie,2021-10-17,36
2021,brian laundrie,2021-09-19,26
2021,brian laundrie,2021-09-26,24
2021,gabby petito,2021-09-19,94
2021,gabby petito,2021-09-26,21
2021,gabby petito,2021-09-12,20
2021,delta variant,2021-08-01,19
2021,delta variant,2021-06-27,17
2021,delta variant,2021-07-25,17
2021,vaccine mandate,2021-09-05,4
2021,vaccine mandate,2021-09-12,4
2021,vaccine mandate,2021-10-31,4
2021,shiba inu coin,2021-10-24,15
2021,shiba inu coin,2021-05-09,10
2021,shiba inu coin,2021-10-31,8
2021,dogecoin,2021-05-09,45
2021,dogecoin,2021-05-02,44
2021,dogecoin,2021-04-11,35
2021,dmx,2021-04-04,100
2021,dmx,2021-04-11,17
2021,dmx,2021-03-28,11
2021,marjorie taylor greene,2021-01-31,6
2021,marjorie taylor greene,2021-01-24,3
2021,marjorie taylor greene,2021-01-10,1
2021,johnson and johnson vaccine,2021-04-11,9
2021,johnson and johnson vaccine,2021-04-04,7
2021,johnson and johnson vaccine,2021-03-28,6
2021,isPartial.1,2020-12-27,False
2021,isPartial.1,2021-01-03,False
2021,isPartial.1,2021-01-10,False
2021,capitol,2021-01-03,100
2021,capitol,2021-01-10,39
2021,capitol,2021-01-17,17
2021,deshaun watson,2021-03-14,5
2021,deshaun watson,2021-03-21,5
2021,deshaun watson,2021-04-04,4
2021,crypto,2021-05-09,53
2021,crypto,2021-05-16,48
2021,crypto,2021-10-31,44
2021,cardano,2021-05-09,12
2021,cardano,2021-05-16,10
2021,cardano,2021-08-22,9
2021,amc stock,2021-01-24,48
2021,amc stock,2021-05-30,36
2021,amc stock,2021-01-31,35
2021,isPartial.2,2020-12-27,False
2021,isPartial.2,2021-01-03,False
2021,isPartial.2,2021-01-10,False
2021,taliban,2021-08-15,52
2021,taliban,2021-08-22,14
2021,taliban,2021-08-29,8
2021,afghanistan,2021-08-15,100
2021,afghanistan,2021-08-22,36
2021,afghanistan,2021-10-31,32
2021,afghanistan news,2021-08-15,16
2021,afghanistan news,2021-08-22,7
2021,afghanistan news,2021-08-29,4
2021,ethereum,2021-05-09,20
2021,ethereum,2021-05-02,18
2021,ethereum,2021-05-16,18
2021,justin fields,2021-04-25,2
2021,justin fields,2020-12-27,1
2021,justin fields,2021-01-03,1
2021,isPartial.3,2020-12-27,False
2021,isPartial.3,2021-01-03,False
2021,isPartial.3,2021-01-10,False
2021,aaron rodgers,2021-10-31,10
2021,aaron rodgers,2021-11-07,9
2021,aaron rodgers,2021-04-25,8
2021,myanmar,2021-01-31,21
2021,myanmar,2021-02-28,11
2021,myanmar,2021-02-07,10
2021,covid vaccine,2021-03-07,100
2021,covid vaccine,2021-04-25,97
2021,covid vaccine,2021-03-28,94
2021,britney spears,2021-06-20,27
2021,britney spears,2021-02-07,21
2021,britney spears,2021-06-27,16
2021,ted cruz,2021-02-14,13
2021,ted cruz,2021-01-03,7
2021,ted cruz,2021-02-21,5
2021,isPartial.4,2020-12-27,False
2021,isPartial.4,2021-01-03,False
2021,isPartial.4,2021-01-10,False
2021,amc,2021-01-24,30
2021,amc,2021-05-30,27
2021,amc,2021-01-31,24
2021,vaccine,2021-03-28,100
2021,vaccine,2021-03-14,97
2021,vaccine,2021-04-04,97
2021,russell wilson,2021-10-03,2
2021,russell wilson,2021-02-07,1
2021,russell wilson,2021-02-14,1
2021,tiger woods,2021-02-21,32
2021,tiger woods,2021-02-28,4
2021,tiger woods,2021-01-17,3
2021,washington football team,2021-09-12,3
2021,washington football team,2020-12-27,2
2021,washington football team,2021-01-03,2
2021,isPartial.5,2020-12-27,False
2021,isPartial.5,2021-01-03,False
2021,isPartial.5,2021-01-10,False
2021,gamestop,2021-01-24,80
2021,gamestop,2021-01-31,38
2021,gamestop,2021-02-21,14
2021,kyle rittenhouse,2021-11-14,67
2021,kyle rittenhouse,2021-11-07,20
2021,kyle rittenhouse,2021-11-21,12
2021,student loan forgiveness,2021-01-10,1
2021,student loan forgiveness,2021-01-17,1
2021,student loan forgiveness,2021-01-24,1
2021,bitcoin,2021-05-16,100
2021,bitcoin,2021-01-03,90
2021,bitcoin,2021-01-10,85
2021,bitcoin price,2021-05-16,29
2021,bitcoin price,2021-02-21,24
2021,bitcoin price,2021-01-03,23
2021,isPartial.6,2020-12-27,False
2021,isPartial.6,2021-01-03,False
2021,isPartial.6,2021-01-10,False
2021,immigration news,2020-12-27,1
2021,immigration news,2021-01-03,1
2021,immigration news,2021-01-10,1
2021,phoenix suns,2021-06-27,14
2021,phoenix suns,2021-07-04,13
2021,phoenix suns,2021-07-11,13
2021,nba scores,2021-05-23,62
2021,nba scores,2021-05-30,61
2021,nba scores,2021-06-13,54
2021,ukraine,2021-06-27,100
2021,ukraine,2021-06-13,40
2021,ukraine,2021-12-05,22
2021,atlanta braves,2021-10-31,39
2021,atlanta braves,2021-10-24,30
2021,atlanta braves,2021-10-17,23
2021,isPartial.7,2020-12-27,False
2021,isPartial.7,2021-01-03,False
2021,isPartial.7,2021-01-10,False
2021,aew,2021-09-05,21
2021,aew,2021-08-15,16
2021,aew,2021-03-07,15
2021,knicks,2021-05-23,36
2021,knicks,2021-05-30,23
2021,knicks,2021-05-09,22
2021,elon musk,2021-05-09,100
2021,elon musk,2021-01-03,72
2021,elon musk,2021-01-10,54
2021,yankees,2021-10-03,64
2021,yankees,2021-09-26,59
2021,yankees,2021-08-15,49
2021,kim kardashian,2021-01-03,56
2021,kim kardashian,2021-09-12,45
2021,kim kardashian,2021-11-14,30
2021,isPartial.8,2020-12-27,False
2021,isPartial.8,2021-01-03,False
2021,isPartial.8,2021-01-10,False
2021,israel,2021-05-09,51
2021,israel,2021-05-16,38
2021,israel,2021-05-23,12
2021,traductor,2021-04-18,100
2021,traductor,2021-04-11,99
2021,traductor,2021-04-25,98
2021,dodgers,2021-10-17,25
2021,dodgers,2021-10-10,19
2021,dodgers,2021-10-03,12
2021,chicago bears,2021-01-10,2
2021,chicago bears,2021-09-12,2
2021,chicago bears,2021-09-26,2
2021,ethiopia,2021-03-28,2
2021,ethiopia,2021-05-23,2
2021,ethiopia,2021-08-29,2
2021,isPartial.9,2020-12-27,False
2021,isPartial.9,2021-01-03,False
2021,isPartial.9,2021-01-10,False
2022,date,2022-12-25,2022-12-25 00:00:00
2022,date,2022-12-18,2022-12-18 00:00:00
2022,date,2022-12-11,2022-12-11 00:00:00
2022,hurricane ian,2022-09-25,61
2022,hurricane ian,2022-10-02,6
2022,hurricane ian,2022-09-18,1
2022,wordle,2022-02-13,100
2022,wordle,2022-02-20,87
2022,wordle,2022-02-27,85
2022,monkeypox,2022-07-31,22
2022,monkeypox,2022-05-22,17
2022,monkeypox,2022-07-24,17
2022,ukraine news,2022-02-27,45
2022,ukraine news,2022-02-20,40
2022,ukraine news,2022-03-06,20
2022,ukraine war,2022-02-27,16
2022,ukraine war,2022-02-20,15
2022,ukraine war,2022-03-06,9
2022,zelensky,2022-02-27,5
2022,zelensky,2022-02-20,2
2022,zelensky,2022-03-06,2
2022,chris rock,2022-03-27,23
2022,chris rock,2022-04-03,2
2022,chris rock,2022-04-10,1
2022,ukraine,2022-02-20,100
2022,ukraine,2022-02-27,90
2022,ukraine,2022-03-06,45
2022,washington commanders,2022-01-30,1
2022,washington commanders,2021-12-26,0
2022,washington commanders,2022-01-02,0
2022,kherson,2022-11-06,1
2022,kherson,2021-12-26,0
2022,kherson,2022-01-02,0
2022,isPartial.1,2021-12-26,False
2022,isPartial.1,2022-01-02,False
2022,isPartial.1,2022-01-09,False
2022,brittney griner,2022-12-04,10
2022,brittney griner,2022-07-31,7
2022,brittney griner,2022-07-03,4
2022,hurricane ian tracker,2022-09-25,21
2022,hurricane ian tracker,2022-10-02,1
2022,hurricane ian tracker,2021-12-26,0
2022,ukraine russia,2022-02-20,100
2022,ukraine russia,2022-02-27,68
2022,ukraine russia,2022-03-06,27
2022,russia ukraine,2022-02-20,98
2022,russia ukraine,2022-02-27,67
2022,russia ukraine,2022-03-06,28
2022,putin,2022-02-27,87
2022,putin,2022-02-20,81
2022,putin,2022-03-06,39
2022,isPartial.2,2021-12-26,False
2022,isPartial.2,2022-01-02,False
2022,isPartial.2,2022-01-09,False
2022,russian economy,2021-12-26,0
2022,russian economy,2022-01-02,0
2022,russian economy,2022-01-09,0
2022,will smith,2022-03-27,20
2022,will smith,2022-04-03,3
2022,will smith,2022-04-10,1
2022,recession,2022-06-12,1
2022,recession,2022-07-24,1
2022,recession,2021-12-26,0
2022,iphone 14,2022-09-04,9
2022,iphone 14,2022-09-11,6
2022,iphone 14,2022-09-18,5
2022,world cup,2022-11-27,100
2022,world cup,2022-11-20,88
2022,world cup,2022-12-04,77
2022,isPartial.3,2021-12-26,False
2022,isPartial.3,2022-01-02,False
2022,isPartial.3,2022-01-09,False
2022,nato,2022-02-20,32
2022,nato,2022-02-27,20
2022,nato,2022-03-06,8
2022,amber heard,2022-05-29,24
2022,amber heard,2022-04-24,20
2022,amber heard,2022-05-01,19
2022,johnny depp,2022-05-29,40
2022,johnny depp,2022-04-24,24
2022,johnny depp,2022-05-22,22
2022,russia,2022-02-20,100
2022,russia,2022-02-27,84
2022,russia,2022-03-06,38
2022,elon musk twitter,2022-04-24,5
2022,elon musk twitter,2022-04-03,1
2022,elon musk twitter,2022-04-10,1
2022,isPartial.4,2021-12-26,False
2022,isPartial.4,2022-01-02,False
2022,isPartial.4,2022-01-09,False
2022,russia news,2022-02-20,25
2022,russia news,2022-02-27,21
2022,russia news,2022-03-06,10
2022,vladimir putin,2022-02-20,10
2022,vladimir putin,2022-02-27,10
2022,vladimir putin,2022-03-06,4
2022,abortion,2022-06-19,18
2022,abortion,2022-06-26,17
2022,abortion,2022-05-01,10
2022,tyrann mathieu,2022-03-13,1
2022,tyrann mathieu,2022-03-20,1
2022,tyrann mathieu,2021-12-26,0
2022,queen elizabeth,2022-09-04,100
2022,queen elizabeth,2022-09-11,29
2022,queen elizabeth,2022-09-18,22
2022,isPartial.5,2021-12-26,False
2022,isPartial.5,2022-01-02,False
2022,isPartial.5,2022-01-09,False
2022,inflation,2022-06-12,5
2022,inflation,2022-08-07,5
2022,inflation,2022-09-11,5
2022,traductor,2022-05-29,100
2022,traductor,2022-10-23,94
2022,traductor,2022-05-22,93
2022,poland,2022-11-20,18
2022,poland,2022-11-27,18
2022,poland,2022-11-13,12
2022,习近平,2022-10-16,1
2022,习近平,2022-10-23,1
2022,习近平,2022-11-27,1
2022,supreme court,2022-06-19,10
2022,supreme court,2022-06-26,9
2022,supreme court,2022-05-01,6
2022,isPartial.6,2021-12-26,False
2022,isPartial.6,2022-01-02,False
2022,isPartial.6,2022-01-09,False
2022,mega millions,2022-07-24,100
2022,mega millions,2022-07-17,22
2022,mega millions,2022-07-31,13
2022,kanye west,2022-10-23,30
2022,kanye west,2022-02-13,15
2022,kanye west,2022-11-27,12
2022,powerball numbers,2022-11-06,55
2022,powerball numbers,2022-10-30,28
2022,powerball numbers,2022-01-02,12
2022,elon musk,2022-04-24,59
2022,elon musk,2022-04-10,22
2022,elon musk,2022-05-01,20
2022,phillies,2022-10-30,43
2022,phillies,2022-10-23,32
2022,phillies,2022-10-16,21
2022,isPartial.7,2021-12-26,False
2022,isPartial.7,2022-01-02,False
2022,isPartial.7,2022-01-09,False
2022,lauren boebert,2022-11-06,40
2022,lauren boebert,2022-11-13,14
2022,lauren boebert,2022-06-12,6
2022,student loan forgiveness,2022-08-21,35
2022,student loan forgiveness,2022-10-16,19
2022,student loan forgiveness,2022-08-28,12
2022,antonio brown,2022-01-02,100
2022,antonio brown,2022-10-02,11
2022,antonio brown,2022-01-09,8
2022,housing market,2022-06-12,4
2022,housing market,2022-07-24,4
2022,housing market,2022-02-20,3
2022,student loans,2022-08-21,34
2022,student loans,2022-08-14,11
2022,student loans,2022-04-03,8
2022,isPartial.8,2021-12-26,False
2022,isPartial.8,2022-01-02,False
2022,isPartial.8,2022-01-09,False
2022,odell beckham jr,2022-02-13,4
2022,odell beckham jr,2022-01-30,1
2022,odell beckham jr,2022-09-04,1
2022,taiwan,2022-07-31,36
2022,taiwan,2022-02-20,14
2022,taiwan,2022-08-07,14
2022,real madrid,2022-05-01,100
2022,real madrid,2022-05-22,84
2022,real madrid,2022-04-24,66
2022,north korea,2022-02-27,3
2022,north korea,2022-10-02,3
2022,north korea,2022-02-20,2
2022,tom brady,2022-01-30,20
2022,tom brady,2022-01-23,15
2022,tom brady,2022-03-13,11
2022,isPartial.9,2021-12-26,False
2022,isPartial.9,2022-01-02,False
2022,isPartial.9,2022-01-09,False
