Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,^GSPC,^VIX,^GSPC,^VIX,^GSPC,^VIX,^GSPC,^VIX,^GSPC,^VIX
Date,,,,,,,,,,
2017-01-03,,,,,,,,,,
2017-01-04,,,,,,,,,,
2017-01-05,,,,,,,,,,
2017-01-06,0.0033292401845365607,0.04225759840384775,0.0030593203456993896,0.06034768484414124,0.0031378937326328425,0.05242281554562839,0.0028846932517131193,0.061485341311630415,0.043284237467450144,
2017-01-09,0.0026122207515399576,0.022245569227946887,0.00271246276936271,0.038330927403190655,0.001413295423636448,0.03343330073487132,0.0017625160399250839,0.029715652639737234,0.055352003983733154,
2017-01-10,0.002355231550712896,0.019168029449973253,0.0030720761686700033,0.027408582835914103,0.0017774421187251087,0.031166878385989638,0.0013620189257199124,0.011044597308752102,0.09486984282697947,
2017-01-11,0.0021268492868871934,0.015758036743977813,0.002098337725246025,0.029829689039952794,0.0018994847739680425,0.021614598117628763,0.0010918108094495037,0.004582212229898279,0.05479901078024981,
2017-01-12,0.0016575849276105226,0.016952290413506977,0.0016504540147331687,0.030248202598755144,0.002159255369615043,0.01060709315244169,0.0011053636980011036,0.006612276616910481,0.057304287935277615,
2017-01-13,0.0022736287259927414,0.02400452447479499,0.002108055537413189,0.04913807852557387,0.004168043946332724,0.017597059749946985,0.0007722407792792372,0.004050985724985521,0.05458212818183539,
2017-01-17,0.0023223860816982394,0.035739538504982,0.0024967419101893304,0.06785918821674773,0.004793195450870389,0.039578681727843824,0.0011361645270010934,0.024335802988031677,0.10279878446962896,
2017-01-18,0.0021940821070581405,0.04425637602008761,0.001988003750269467,0.05948916991603815,0.0039011676043314825,0.03916307052653933,0.0007631923314835217,0.033415695076279804,0.11387472977158268,
2017-01-19,0.00278331751678238,0.04309756668911188,0.0013173409052534089,0.044510460788515914,0.0020870287251060662,0.04119469936035031,0.0009336250303053096,0.05416232714944522,0.09099660486542976,
2017-01-20,0.0029128740518095456,0.058643133118506885,0.0007357118590872796,0.03136137203364454,0.0017806314233398063,0.03425991585064006,0.0006899449715358089,0.03301358622843735,0.0780305382864438,
2017-01-23,0.0032233904438963776,0.048516991488226725,0.0014846069862861448,0.03058974230286228,0.0028790248767483688,0.033150711740816526,0.0010102118610762073,0.029121833738723832,0.09007467420708164,
2017-01-24,0.0041991580787773585,0.06103737122764511,0.0030245152964850936,0.03844045336691267,0.0035742699009661733,0.035943198222049465,0.00061969364341206,0.020771753016078368,0.1381906590978817,
2017-01-25,0.005743647657000271,0.034938997362098274,0.0048091064963702605,0.045077463562945695,0.00585033548858335,0.03433527441546679,0.0034073240370066683,0.051162823157650084,0.10433635995817377,
2017-01-26,0.005090949420064701,0.03395791901496501,0.00425859426085733,0.045492958840573076,0.005428852655795142,0.03544743143003031,0.004503949997631138,0.04926745253926406,0.08753762659909982,
2017-01-27,0.0031988490736577922,0.015091099977906188,0.0026639779046272686,0.031433831454685625,0.004362877868462498,0.02881159483958441,0.004545843644369539,0.03725773838303098,0.07098364318530073,
2017-01-30,0.0025433893070337834,0.045799051866044695,0.00238583492851452,0.06562174553135529,0.0045617493665065165,0.03734606090764229,0.00336513316675275,0.023175125466347566,0.11355173681959398,
2017-01-31,0.0025949381979569306,0.04327410487723931,0.0031877272702010933,0.06673043138622994,0.003927314098434159,0.054605973637466186,0.0037011553615418843,0.05151443290699636,0.13526776946450605,
2017-02-01,0.0024054313640818298,0.046744604980384956,0.004368849940338238,0.08596623504882861,0.004337731196721436,0.10092629937232388,0.005336263642320153,0.06410011954135723,0.10255736682958087,
2017-02-02,0.0005862558116132829,0.011484168847683362,0.0032308501532147225,0.03877625796802167,0.001005970872740719,0.1270416000012505,0.004745136158213465,0.06379915092952369,0.06661219790237248,
2017-02-03,0.0027023208937869705,0.036375947740694074,0.004306612376822874,0.05373946046667575,0.0032570110348406046,0.13381159746600926,0.004722710679190149,0.04444906993633942,0.04196271597558498,
2017-02-06,0.0033087470689845753,0.04327185269345318,0.00314907161323692,0.02870108136755044,0.002589507705557542,0.08923210880351007,0.0038660335582814715,0.04410611509826382,0.07683135999899951,
2017-02-07,0.003194299277369495,0.04225562834814505,0.0028625128857197642,0.022101442756521567,0.0027050830121203265,0.03908599222649036,0.0027964332201401293,0.02868446311996964,0.10195712528455318,
2017-02-08,0.0010124943753881688,0.018982420180795618,0.0012825076721762094,0.00907790761018419,0.0010284856355198368,0.014915281771920646,0.0019848085393803934,0.019992725775779575,0.09868558612993474,
2017-02-09,0.002218649782805218,0.024065574289965485,0.003168670284032589,0.017358132622807762,0.002561913405296982,0.01609253555684282,0.0021891321738099338,0.013856099042854548,0.05598550683270704,
2017-02-10,0.0033296175688596573,0.022632312252217835,0.003874973626548388,0.029741693546279008,0.004426922414108845,0.02113933845058892,0.004210338689452877,0.03092054045039457,0.038605597463236406,
2017-02-13,0.004842634713993515,0.024632734068323208,0.005138980685921391,0.03890914346998298,0.005215590846697127,0.03447547561463358,0.004650988217188697,0.04032652216672001,0.03759317649854002,
2017-02-14,0.004263722533897624,0.01769946406407144,0.003800419356259186,0.03238792185164752,0.0036892967709695967,0.032385745364007214,0.004242801692745458,0.03858362173747753,0.04825159982271734,
2017-02-15,0.004737116481806077,0.05292190983313711,0.004577720614217971,0.03431807889047502,0.003402299511217783,0.02860356137797065,0.003343517761681776,0.03092954696967373,0.054577222056093645,
2017-02-16,0.0032812358209857325,0.05213056847882879,0.0028088205697685584,0.04368746351335364,0.0024963077008093126,0.03896181026006988,0.003984600509726778,0.050061443361915,0.05036195710057088,
2017-02-17,0.0025071765315072586,0.04978498134865698,0.0019734211716193302,0.05785504109755487,0.002489799924269856,0.03781522249979824,0.004295344283728457,0.049468630591129416,0.048082979570359584,
2017-02-21,0.002857163649618827,0.01595497094200587,0.002220039410429161,0.043375017275950396,0.002857310133053771,0.03943725578702575,0.004631160039159425,0.04533277179061026,0.031205613267817036,
2017-02-22,0.002929928498036801,0.014917204318708887,0.002441236837904508,0.021132894095636998,0.0027633540419806563,0.014785088553533228,0.003507036240504665,0.027042561005963816,0.03217751988736464,
2017-02-23,0.0025105117127108265,0.008027779000088284,0.0028608083982033148,0.015806481982230378,0.003121865956480162,0.008434377423904042,0.0034660381203752764,0.02719905833001723,0.06631631910993914,
