Date,Close
,
2017-01-03,
2017-01-04,
2017-01-05,
2017-01-06,0.0033292402029908544
2017-01-09,0.0026122207515399576
2017-01-10,0.002355231550712896
2017-01-11,0.0021268492868871934
2017-01-12,0.0016575849276105226
2017-01-13,0.0022736287259927414
2017-01-17,0.0023223860816982394
2017-01-18,0.0021940821070581405
2017-01-19,0.00278331751678238
2017-01-20,0.0029128740518095456
2017-01-23,0.0032233904438963776
2017-01-24,0.0041991580787773585
2017-01-25,0.005743647657000271
2017-01-26,0.005090949420064701
2017-01-27,0.0031988490736577922
2017-01-30,0.0025433893070337834
2017-01-31,0.0025949381979569306
2017-02-01,0.0024054313640818298
2017-02-02,0.0005862558116132829
2017-02-03,0.0027023209119232685
2017-02-06,0.0033087471052571683
2017-02-07,0.0031942992954714887
2017-02-08,0.0010124944116824861
2017-02-09,0.0022186497828051923
2017-02-10,0.0033296175870302317
2017-02-13,0.0048426346958354675
2017-02-14,0.004263722516072926
2017-02-15,0.004737116481806136
2017-02-16,0.0032812358209857915
2017-02-17,0.002507176549332017
2017-02-21,0.002857163649618827
2017-02-22,0.0029299284980368015
2017-02-23,0.002510511712710827
2017-02-24,0.0009979784500316598
2017-02-27,0.0009762048236748502
2017-02-28,0.0016971405383200751
2017-03-01,0.005726794155551299
2017-03-02,0.007346678039515571
2017-03-03,0.006654026106469309
2017-03-06,0.0032211633330828052
2017-03-07,0.0022346663272372704
2017-03-08,0.002829025543239863
2017-03-09,0.0020013431596400547
2017-03-10,0.002116581094229609
2017-03-13,0.0014764936459315207
2017-03-14,0.00233821810197306
2017-03-15,0.004030397908249001
2017-03-16,0.004450887634920328
2017-03-17,0.0037610310627004713
2017-03-20,0.0016517100479317818
2017-03-21,0.0052708966449046156
2017-03-22,0.00546187117264836
2017-03-23,0.005144843194131622
2017-03-24,0.0012644290687437445
2017-03-27,0.0009750973148713987
2017-03-28,0.0030299228764693546
2017-03-29,0.0031100508730999166
2017-03-30,0.0037469519817197113
2017-03-31,0.002091047017934
2017-04-03,0.002277293385995054
2017-04-04,0.0014868117736471734
2017-04-05,0.001754126064732275
2017-04-06,0.001848851059972829
2017-04-07,0.001938219856067329
2017-04-10,0.0011475242974877135
2017-04-11,0.000983276963562144
2017-04-12,0.0019631319489094886
2017-04-13,0.0040133220002498025
2017-04-17,0.00639384113329947
2017-04-18,0.006107362942248254
2017-04-19,0.004400631293449499
2017-04-20,0.004051426166251462
2017-04-21,0.004095454586678837
2017-04-24,0.0071167583349134615
2017-04-25,0.006631212968992793
2017-04-26,0.0057799240918501174
2017-04-27,0.002370267562579244
2017-04-28,0.0009845226491588658
2017-05-01,0.0013995127487817437
2017-05-02,0.0016113716454903126
2017-05-03,0.0013971016376946605
2017-05-04,0.0010141488087991814
2017-05-05,0.0019781540478169967
2017-05-08,0.0015665793224185953
2017-05-09,0.0017145263946764062
2017-05-10,0.0007310608139500562
2017-05-11,0.0014402961813496362
2017-05-12,0.0015915497934000627
2017-05-15,0.002803276339305371
2017-05-16,0.0023106035429089097
2017-05-17,0.00793258117037212
2017-05-18,0.007570879945105693
2017-05-19,0.009590070019533515
2017-05-22,0.00519053504380836
2017-05-23,0.004575917242902441
2017-05-24,0.0031563607576551088
2017-05-25,0.0029181103396450233
2017-05-26,0.002409549193246434
2017-05-30,0.0019826548522714725
