event_start,event_end,event_type,headline,category
2025-02-12,2025-02-12,crisis,us news,General / Breaking News
2025-02-12,2025-02-14,macro,stock market today,Economy & Finance
2025-02-12,2025-02-14,crisis,la fires,Natural Disasters & Climate
2025-02-13,2025-02-14,geopolitics,trump health,Politics & Government
2025-02-13,2025-02-13,crisis,zelensky,General / Breaking News
2025-02-13,2025-02-13,crisis,federal employees,General / Breaking News
2025-02-13,2025-02-14,geopolitics,department of education,Politics & Government
2025-02-14,2025-02-14,crisis,aaron rodgers,General / Breaking News
2025-02-14,2025-02-19,geopolitics,pope francis,Politics & Government
2025-02-19,2025-02-21,macro,stock market today,Economy & Finance
2025-02-19,2025-02-20,crisis,ai news,Technology & AI
2025-02-19,2025-02-19,crisis,us news,General / Breaking News
2025-02-19,2025-02-24,crisis,zelensky,General / Breaking News
2025-02-19,2025-02-20,crisis,justin baldoni,General / Breaking News
2025-02-20,2025-02-20,crisis,federal employees,General / Breaking News
2025-02-20,2025-02-25,crisis,la fires,Natural Disasters & Climate
2025-02-20,2025-02-20,geopolitics,department of education,Politics & Government
2025-02-21,2025-02-24,crisis,kash patel,General / Breaking News
2025-02-21,2025-02-21,crisis,us news,General / Breaking News
2025-02-24,2025-02-26,geopolitics,pope francis,Politics & Government
2025-02-24,2025-02-25,crisis,federal employees,General / Breaking News
2025-02-25,2025-02-28,macro,stock market today,Economy & Finance
2025-02-25,2025-02-25,crisis,us news,General / Breaking News
2025-02-26,2025-02-27,macro,powerball,Economy & Finance
2025-02-26,2025-02-28,crisis,measles,Public Health & Disease
2025-02-26,2025-02-26,crisis,zelensky,General / Breaking News
2025-02-27,2025-02-27,crisis,blake lively,General / Breaking News
2025-02-27,2025-03-18,crisis,gene hackman,General / Breaking News
2025-02-27,2025-02-27,crisis,la fires,Natural Disasters & Climate
2025-02-28,2025-03-04,geopolitics,pope francis,Politics & Government
2025-02-28,2025-03-07,crisis,zelensky,General / Breaking News
2025-02-28,2025-02-28,crisis,federal employees,General / Breaking News
2025-03-04,2025-03-04,crisis,aaron rodgers,General / Breaking News
2025-03-04,2025-03-04,macro,bitcoin price,Crypto & Digital Assets
2025-03-04,2025-03-04,macro,tesla stock,Economy & Finance
2025-03-05,2025-03-05,macro,tariffs,Economy & Finance
2025-03-05,2025-03-05,macro,tariff,Economy & Finance
2025-03-05,2025-03-05,macro,stock market,Economy & Finance
2025-03-05,2025-03-05,crisis,ai news,Technology & AI
2025-03-05,2025-03-05,crisis,greenland,General / Breaking News
2025-03-05,2025-03-05,crisis,shedeur sanders,General / Breaking News
2025-03-05,2025-03-05,crisis,us news,General / Breaking News
2025-03-05,2025-03-05,geopolitics,trump tariffs,Politics & Government
2025-03-05,2025-03-05,crisis,medicaid,Technology & AI
2025-03-06,2025-03-07,crisis,justin baldoni,General / Breaking News
2025-03-06,2025-03-06,macro,stock market today,Economy & Finance
2025-03-07,2025-03-07,crisis,measles,Public Health & Disease
2025-03-10,2025-03-10,crisis,aaron rodgers,General / Breaking News
2025-03-10,2025-03-12,macro,tesla stock,Economy & Finance
2025-03-10,2025-03-10,macro,stock market today,Economy & Finance
2025-03-11,2025-03-12,macro,stock market,Economy & Finance
2025-03-11,2025-03-12,crisis,greenland,General / Breaking News
2025-03-12,2025-03-12,crisis,aaron rodgers,General / Breaking News
2025-03-12,2025-03-12,crisis,us news,General / Breaking News
2025-03-12,2025-03-14,geopolitics,department of education,Politics & Government
2025-03-12,2025-03-12,geopolitics,trump tariffs,Politics & Government
2025-03-14,2025-03-14,geopolitics,government shutdown,Politics & Government
2025-03-14,2025-03-17,macro,stock market,Economy & Finance
2025-03-14,2025-03-14,crisis,nintendo switch 2,Technology & AI
2025-03-17,2025-03-17,geopolitics,pope francis,Politics & Government
2025-03-18,2025-03-18,crisis,ai news,Technology & AI
2025-03-19,2025-03-24,macro,tesla stock,Economy & Finance
2025-03-19,2025-03-21,macro,stock market today,Economy & Finance
2025-03-20,2025-03-21,crisis,justin baldoni,General / Breaking News
2025-03-20,2025-03-21,geopolitics,department of education,Politics & Government
2025-03-21,2025-03-21,crisis,ai news,Technology & AI
2025-03-21,2025-03-25,crisis,gene hackman,General / Breaking News
2025-03-24,2025-03-28,crisis,greenland,General / Breaking News
2025-03-25,2025-03-25,crisis,kash patel,General / Breaking News
2025-03-25,2025-03-27,crisis,pete hegseth,General / Breaking News
2025-03-26,2025-03-26,macro,tesla stock,Economy & Finance
2025-03-28,2025-04-02,crisis,gene hackman,General / Breaking News
2025-03-28,2025-03-31,crisis,ai news,Technology & AI
2025-03-28,2025-03-31,crisis,shedeur sanders,General / Breaking News
2025-03-31,2025-04-02,macro,tesla stock,Economy & Finance
2025-04-02,2025-04-08,crisis,nintendo switch 2,Technology & AI
2025-04-02,2025-04-02,crisis,politico,General / Breaking News
2025-04-02,2025-04-02,crisis,greenland,General / Breaking News
2025-04-02,2025-04-08,crisis,switch 2,Technology & AI
2025-04-02,2025-04-11,macro,stock market,Economy & Finance
2025-04-02,2025-04-03,macro,stock market today,Economy & Finance
2025-04-03,2025-04-11,geopolitics,trump tariffs,Politics & Government
2025-04-03,2025-04-03,crisis,us news,General / Breaking News
2025-04-03,2025-04-11,macro,tariff,Economy & Finance
2025-04-03,2025-04-11,macro,tariffs,Economy & Finance
2025-04-07,2025-04-07,crisis,ai news,Technology & AI
2025-04-07,2025-04-07,macro,bitcoin price,Crypto & Digital Assets
2025-04-07,2025-04-07,macro,powerball,Economy & Finance
2025-04-07,2025-04-07,macro,tesla stock,Economy & Finance
2025-04-07,2025-04-07,crisis,measles,Public Health & Disease
2025-04-09,2025-04-09,crisis,shedeur sanders,General / Breaking News
2025-04-09,2025-04-09,crisis,la fires,Natural Disasters & Climate
2025-04-11,2025-04-11,geopolitics,trump health,Politics & Government
2025-04-11,2025-04-11,crisis,measles,Public Health & Disease
2025-04-15,2025-04-17,crisis,harvard,General / Breaking News
2025-04-15,2025-04-17,crisis,gene hackman,General / Breaking News
2025-04-16,2025-04-17,crisis,blake lively,General / Breaking News
2025-04-16,2025-04-16,geopolitics,trump tariffs,Politics & Government
2025-04-17,2025-04-17,crisis,aaron rodgers,General / Breaking News
2025-04-21,2025-04-21,macro,bitcoin price,Crypto & Digital Assets
2025-04-21,2025-04-22,crisis,la fires,Natural Disasters & Climate
2025-04-21,2025-05-12,geopolitics,pope francis,Politics & Government
2025-04-21,2025-04-21,macro,stock market,Economy & Finance
2025-04-21,2025-04-21,crisis,pete hegseth,General / Breaking News
2025-04-22,2025-04-24,macro,tesla stock,Economy & Finance
2025-04-22,2025-04-22,macro,xrp news,Crypto & Digital Assets
2025-04-22,2025-04-22,crisis,harvard,General / Breaking News
2025-04-22,2025-04-22,geopolitics,department of education,Politics & Government
2025-04-22,2025-05-01,crisis,shedeur sanders,General / Breaking News
2025-04-23,2025-04-28,crisis,blake lively,General / Breaking News
2025-04-24,2025-04-24,crisis,switch 2,Technology & AI
2025-04-24,2025-04-24,crisis,harvard,General / Breaking News
2025-04-24,2025-04-25,crisis,nintendo switch 2,Technology & AI
2025-04-25,2025-04-25,crisis,justin baldoni,General / Breaking News
2025-04-28,2025-04-30,crisis,gene hackman,General / Breaking News
2025-04-29,2025-05-01,macro,tariffs,Economy & Finance
2025-04-29,2025-04-29,geopolitics,trump approval rating,Politics & Government
2025-04-29,2025-05-02,geopolitics,trump tariffs,Politics & Government
2025-04-30,2025-05-01,macro,stock market,Economy & Finance
2025-04-30,2025-05-01,macro,tariff,Economy & Finance
2025-04-30,2025-05-01,crisis,immigration,General / Breaking News
2025-05-01,2025-05-01,geopolitics,department of education,Politics & Government
2025-05-01,2025-05-01,crisis,pete hegseth,General / Breaking News
2025-05-01,2025-05-01,macro,tesla stock,Economy & Finance
2025-05-01,2025-05-01,geopolitics,trump health,Politics & Government
2025-05-02,2025-05-02,crisis,blake lively,General / Breaking News
2025-05-05,2025-05-05,macro,powerball,Economy & Finance
2025-05-06,2025-05-06,crisis,la fires,Natural Disasters & Climate
2025-05-06,2025-05-13,crisis,pakistan,General / Breaking News
2025-05-07,2025-05-07,crisis,shedeur sanders,General / Breaking News
2025-05-07,2025-05-07,crisis,blake lively,General / Breaking News
2025-05-08,2025-05-15,geopolitics,pope leo xiv,Politics & Government
2025-05-12,2025-05-12,crisis,justin baldoni,General / Breaking News
2025-05-14,2025-05-14,crisis,la fires,Natural Disasters & Climate
2025-05-15,2025-05-16,crisis,justin baldoni,General / Breaking News
2025-05-15,2025-05-16,crisis,blake lively,General / Breaking News
2025-05-16,2025-05-16,crisis,kash patel,General / Breaking News
2025-05-16,2025-05-16,crisis,us news,General / Breaking News
2025-05-19,2025-05-21,geopolitics,pope leo xiv,Politics & Government
2025-05-19,2025-05-19,crisis,gene hackman,General / Breaking News
2025-05-20,2025-05-20,crisis,us news,General / Breaking News
2025-05-20,2025-05-20,geopolitics,trump health,Politics & Government
2025-05-21,2025-05-22,macro,bitcoin price,Crypto & Digital Assets
2025-05-22,2025-05-22,crisis,medicaid,Technology & AI
2025-05-22,2025-05-30,crisis,harvard,General / Breaking News
2025-05-23,2025-05-23,crisis,ai news,Technology & AI
2025-05-23,2025-05-23,crisis,justin baldoni,General / Breaking News
2025-05-29,2025-05-29,macro,tariffs,Economy & Finance
2025-05-29,2025-05-30,geopolitics,trump tariffs,Politics & Government
2025-05-29,2025-05-29,macro,xrp news,Crypto & Digital Assets
2025-05-29,2025-05-29,crisis,la fires,Natural Disasters & Climate
2025-06-02,2025-06-02,crisis,nintendo switch 2,Technology & AI
2025-06-02,2025-06-02,crisis,kash patel,General / Breaking News
2025-06-02,2025-06-02,crisis,gene hackman,General / Breaking News
2025-06-03,2025-06-04,crisis,justin baldoni,General / Breaking News
2025-06-03,2025-06-03,crisis,blake lively,General / Breaking News
2025-06-04,2025-06-09,crisis,nintendo switch 2,Technology & AI
2025-06-04,2025-06-04,crisis,medicaid,Technology & AI
2025-06-04,2025-06-09,crisis,switch 2,Technology & AI
2025-06-05,2025-06-06,crisis,harvard,General / Breaking News
2025-06-05,2025-06-09,crisis,gene hackman,General / Breaking News
2025-06-05,2025-06-06,macro,tesla stock,Economy & Finance
2025-06-05,2025-06-05,macro,xrp news,Crypto & Digital Assets
2025-06-06,2025-06-06,crisis,aaron rodgers,General / Breaking News
2025-06-06,2025-06-06,crisis,pakistan,General / Breaking News
2025-06-06,2025-06-06,geopolitics,trump epstein,Politics & Government
2025-06-09,2025-06-10,crisis,blake lively,General / Breaking News
2025-06-09,2025-06-10,crisis,justin baldoni,General / Breaking News
2025-06-09,2025-06-09,macro,xrp news,Crypto & Digital Assets
2025-06-09,2025-06-13,crisis,immigration,General / Breaking News
2025-06-10,2025-06-10,crisis,chatgpt,Technology & AI
2025-06-10,2025-06-11,crisis,aaron rodgers,General / Breaking News
2025-06-10,2025-06-11,crisis,pete hegseth,General / Breaking News
2025-06-11,2025-06-11,crisis,nintendo switch 2,Technology & AI
2025-06-11,2025-06-11,crisis,switch 2,Technology & AI
2025-06-13,2025-06-13,macro,xrp news,Crypto & Digital Assets
2025-06-13,2025-06-13,crisis,nintendo switch 2,Technology & AI
2025-07-02,2025-07-03,crisis,medicaid,Technology & AI
2025-07-03,2025-07-03,macro,xrp news,Crypto & Digital Assets
2025-07-03,2025-07-03,crisis,immigration,General / Breaking News
2025-07-07,2025-07-07,macro,bitcoin price,Crypto & Digital Assets
2025-07-07,2025-07-07,crisis,la fires,Natural Disasters & Climate
2025-07-07,2025-07-07,geopolitics,pope leo xiv,Politics & Government
2025-07-09,2025-07-09,crisis,nintendo switch 2,Technology & AI
2025-07-11,2025-07-14,macro,bitcoin price,Crypto & Digital Assets
2025-07-11,2025-07-11,crisis,gene hackman,General / Breaking News
2025-07-14,2025-07-14,macro,powerball,Economy & Finance
2025-07-15,2025-08-01,geopolitics,trump epstein,Politics & Government
2025-07-15,2025-07-15,geopolitics,department of education,Politics & Government
2025-07-16,2025-07-16,crisis,kash patel,General / Breaking News
2025-07-22,2025-07-22,geopolitics,trump health,Politics & Government
2025-07-25,2025-07-25,crisis,aaron rodgers,General / Breaking News
2025-07-25,2025-07-25,crisis,blake lively,General / Breaking News
2025-07-25,2025-07-25,crisis,justin baldoni,General / Breaking News
2025-07-31,2025-08-01,crisis,switch 2,Technology & AI
2025-08-01,2025-08-01,crisis,nintendo switch 2,Technology & AI
2025-08-01,2025-08-01,macro,tariffs,Economy & Finance
2025-08-01,2025-08-01,crisis,pakistan,General / Breaking News
2025-08-01,2025-08-01,geopolitics,trump tariffs,Politics & Government
2025-08-01,2025-08-01,macro,stock market,Economy & Finance
2025-08-01,2025-08-01,macro,tariff,Economy & Finance
2025-08-04,2025-08-04,macro,tesla stock,Economy & Finance
2025-08-06,2025-08-06,crisis,shedeur sanders,General / Breaking News
2025-08-07,2025-08-07,macro,xrp price,Economy & Finance
2025-08-07,2025-08-07,macro,xrp news,Crypto & Digital Assets
2025-08-07,2025-08-07,macro,tariff,Economy & Finance
2025-08-11,2025-08-11,crisis,chatgpt,Technology & AI
2025-08-12,2025-08-13,crisis,shedeur sanders,General / Breaking News
2025-08-14,2025-08-14,macro,powerball,Economy & Finance
2025-08-15,2025-08-15,crisis,justin baldoni,General / Breaking News
2025-08-15,2025-08-15,crisis,blake lively,General / Breaking News
2025-08-15,2025-08-20,crisis,zelensky,General / Breaking News
2025-08-15,2025-08-15,crisis,gene hackman,General / Breaking News
2025-08-18,2025-08-18,crisis,shedeur sanders,General / Breaking News
2025-08-19,2025-08-19,macro,powerball,Economy & Finance
2025-08-21,2025-08-21,macro,powerball,Economy & Finance
2025-08-22,2025-08-22,crisis,kash patel,General / Breaking News
2025-08-22,2025-08-25,geopolitics,trump epstein,Politics & Government
2025-08-25,2025-09-09,macro,powerball,Economy & Finance
2025-08-26,2025-08-26,crisis,harvard,General / Breaking News
2025-08-27,2025-08-28,geopolitics,pope leo xiv,Politics & Government
2025-08-28,2025-08-28,geopolitics,trump health,Politics & Government
2025-09-02,2025-09-02,macro,xrp news,Crypto & Digital Assets
2025-09-02,2025-09-02,crisis,pakistan,General / Breaking News
2025-09-03,2025-09-04,geopolitics,trump health,Politics & Government
2025-09-03,2025-09-04,crisis,measles,Public Health & Disease
2025-09-04,2025-09-04,macro,stock market today,Economy & Finance
2025-09-04,2025-09-04,crisis,harvard,General / Breaking News
2025-09-05,2025-09-05,macro,tesla stock,Economy & Finance
2025-09-08,2025-09-08,crisis,aaron rodgers,General / Breaking News
2025-09-08,2025-09-10,geopolitics,trump epstein,Politics & Government
2025-09-09,2025-09-10,macro,stock market today,Economy & Finance
2025-09-10,2025-10-03,geopolitics,charlie kirk,Politics & Government
2025-09-10,2025-09-12,crisis,kash patel,General / Breaking News
2025-09-10,2025-09-30,geopolitics,charlie kirk shooter,Politics & Government
2025-09-10,2025-10-03,geopolitics,charlie kirk shot,Politics & Government
2025-09-12,2025-09-12,geopolitics,trump health,Politics & Government
2025-09-12,2025-09-12,crisis,justin baldoni,General / Breaking News
2025-09-15,2025-09-15,geopolitics,pope leo xiv,Politics & Government
2025-09-15,2025-09-15,crisis,aaron rodgers,General / Breaking News
2025-09-15,2025-09-15,macro,tesla stock,Economy & Finance
2025-09-16,2025-09-18,crisis,kash patel,General / Breaking News
2025-09-17,2025-09-18,geopolitics,trump epstein,Politics & Government
2025-09-17,2025-09-17,crisis,aaron rodgers,General / Breaking News
2025-09-19,2025-09-19,crisis,measles,Public Health & Disease
2025-09-23,2025-09-23,macro,powerball,Economy & Finance
2025-09-23,2025-09-23,macro,stock market today,Economy & Finance
2025-09-24,2025-09-26,crisis,kash patel,General / Breaking News
2025-09-24,2025-09-25,geopolitics,trump epstein,Politics & Government
2025-09-24,2025-09-24,geopolitics,trump health,Politics & Government
2025-09-30,2025-11-20,geopolitics,government shutdown,Politics & Government
2025-09-30,2025-09-30,geopolitics,trump health,Politics & Government
2025-09-30,2025-11-20,geopolitics,shutdown,Politics & Government
2025-09-30,2025-09-30,crisis,pakistan,General / Breaking News
2025-09-30,2025-10-02,crisis,medicaid,Technology & AI
2025-09-30,2025-09-30,crisis,pete hegseth,General / Breaking News
2025-10-01,2025-10-06,crisis,federal employees,General / Breaking News
2025-10-02,2025-10-03,geopolitics,pope leo xiv,Politics & Government
2025-10-02,2025-10-02,geopolitics,charlie kirk shooter,Politics & Government
2025-10-02,2025-10-02,geopolitics,pope francis,Politics & Government
2025-10-03,2025-10-03,geopolitics,trump health,Politics & Government
2025-10-03,2025-10-03,geopolitics,trump epstein,Politics & Government
2025-10-06,2025-10-06,geopolitics,charlie kirk shooter,Politics & Government
2025-10-07,2025-10-07,crisis,shedeur sanders,General / Breaking News
2025-10-08,2025-10-08,crisis,federal employees,General / Breaking News
2025-10-08,2025-10-08,geopolitics,charlie kirk shot,Politics & Government
