Date,spx_close,1_day_vol,3_day_avg_vol,30_day_implied_vol,event_intensity,trend_spike
2017-02-15,2349.25,0.0049923089736394,0.0047484963981927,11.97,1.3716844143757159,3.9543
2017-02-16,2347.219970703125,0.0008641180363413,0.0032879207109757,11.76,0.1371204861111109,0.1753
2017-02-17,2351.159912109375,0.0016785565287558,0.0025116611795788,11.49,0.1371204861111109,0.1753
2017-02-21,2365.3798828125,0.0060480661608284,0.0028635802419751,11.57,0.0194777777777777,0.1753
2017-02-22,2362.820068359375,0.001082200145408,0.0029362742783307,11.74,2.393584454771528,7.092286010362694
2017-02-23,2363.81005859375,0.0004189867216857,0.002516417675974,11.71,2.9227252336947815,7.092286010362694
2017-02-24,2367.340087890625,0.0014933641914423,0.0009981836861786,11.47,3.7541623470968433,7.092286010362694
2017-02-27,2369.75,0.0010179830611165,0.0009767779914148,12.09,0.3728556701030928,0.7457113402061856
2017-02-28,2363.639892578125,0.0025783763780462,0.001696574543535,12.92,0.49440721649484537,0.7457113402061856
2017-03-01,2395.9599609375,0.0136738546598662,0.0057567380330096,12.54,3.9101257731958765,3.444954639175258
2017-03-02,2381.919922,0.0058598804514271,0.0073707038297798,11.81,3.0781113402061857,14.15559793814433
2017-03-03,2383.1201171875,0.0005038772195549,0.0066792041102827,10.96,3.092044329896907,14.15559793814433
2017-03-06,2375.31005859375,0.0032772408480052,0.0032136661729957,11.24,3.211316494845361,14.15559793814433
2017-03-07,2368.389892578125,0.0029133737680216,0.0022314972785273,11.45,0.0916546391752577,0.0916546391752577
2017-03-08,2362.97998046875,0.0022842151650487,0.0028249432603585,11.86,0.0,0.0
2017-03-09,2364.8701171875,0.0007998953585612,0.0019991614305439,12.3,0.0,0.0
2017-03-10,2372.60009765625,0.0032686701956989,0.002117593573103,11.66,0.09160206185567,0.09160206185567
2017-03-13,2373.469970703125,0.0003666328125562,0.0014783994556054,11.35,0.2649979166666666,0.2649979166666666
2017-03-14,2365.449951171875,0.0033790271755046,0.0023381100612532,12.3,4.385389583333333,4.1008177083333335
2017-03-15,2385.260009765625,0.0083747527965813,0.0040401375948807,11.63,0.0,0.0
2017-03-16,2381.3798828125,0.0016267102694209,0.0044601634138356,11.21,0.0,0.0
2017-03-17,2378.25,0.0013143147950017,0.003771925953668,11.28,0.0594701030927835,0.0594701030927835
2017-03-20,2373.469970703125,0.0020098935338483,0.0016503061994237,11.34,0.7159215909090907,0.4291977272727272
2017-03-21,2344.02001953125,0.0124079729406268,0.005244060423159,12.47,0.3169821969696969,0.4291977272727272
2017-03-22,2348.449951171875,0.0018898864360001,0.0054359176368251,12.81,0.0,0.0
2017-03-23,2345.9599609375,0.0010602696613281,0.005119376345985,13.12,0.5906416666666666,0.5906416666666666
2017-03-24,2343.97998046875,0.0008439958489141,0.0012647173154141,12.96,0.0348011111111111,0.0348011111111111
2017-03-27,2341.590087890625,0.0010195874529811,0.0009746176544077,12.5,0.4646523255813953,0.3437825581395349
2017-03-28,2358.570068359375,0.0072514743535005,0.0030383525517986,11.53,0.1871021739130434,0.1871021739130434
2017-03-29,2361.1298828125,0.0010853247429301,0.0031187955164706,11.42,0.1964694736842104,0.3929389473684209
2017-03-30,2368.06005859375,0.0029351099368557,0.0037573030110954,11.54,0.20264631578947348,0.3929389473684209
2017-03-31,2362.719970703125,0.0022550474897145,0.0020918273898334,12.37,0.0,0.0
2017-04-03,2358.840087890625,0.0016421255420062,0.0022774276561921,12.38,0.1598869565217389,0.0628489130434782
2017-04-04,2360.159912109375,0.0005595225490382,0.0014855651935863,11.79,0.025816304347826,0.0516326086956521
2017-04-05,2352.949951171875,0.0030548611983906,0.001752169763145,12.89,0.0259472527472527,0.0259472527472527
2017-04-06,2357.489990234375,0.0019295094059432,0.0018479643844573,12.39,0.0,0.0
2017-04-07,2355.5400390625,0.0008271302020167,0.0019371669354502,12.87,0.0219849264705882,0.0879397058823529
2017-04-10,2357.159912109375,0.0006876864837839,0.0011481086972479,14.05,0.8895799986343511,5.4891000000000005
2017-04-11,2353.780029296875,0.001433879303282,0.0009828986630275,15.07,0.789016577540107,5.4891000000000005
2017-04-12,2344.929931640625,0.0037599510345466,0.0019605056072042,15.77,0.789016577540107,5.4891000000000005
2017-04-13,2328.949951171875,0.0068146942273749,0.0040028415217345,15.96,0.6099000000000001,5.4891000000000005
2017-04-17,2349.010009765625,0.0086133489402193,0.0063959980673803,14.66,11.026186458333331,5.977290624999999
2017-04-18,2342.18994140625,0.0029033798625895,0.0061104743433946,14.42,0.9035815217391305,5.4891000000000005
2017-04-19,2338.169922,0.0017163507259519,0.0044110265095869,14.93,1.4283356457442424,3.1467024793388427
2017-04-20,2355.840087890625,0.0075572633641229,0.0040589979842215,14.15,1.350633471831199,3.1467024793388427
2017-04-21,2348.68994140625,0.0030350729326357,0.0041028956742369,14.63,0.9157433061997289,3.1467024793388427
2017-04-24,2374.14990234375,0.0108400689629795,0.0071441350865794,10.84,0.6906965670692943,3.1467024793388427
2017-04-25,2388.610107421875,0.006090687476747,0.006655276457454,10.76,0.983811389131136,2.1612
2017-04-26,2387.449951171875,0.0004857034835427,0.0058054866410897,10.85,1.129269816097428,2.1612
2017-04-27,2388.77001953125,0.0005529198041311,0.0023764369214736,10.36,0.49410819764177416,2.1612
2017-04-28,2384.199951171875,0.0019131470681601,0.0009839234519446,10.82,0.49410819764177416,2.1612
2017-05-01,2388.330078,0.0017322904591516,0.0013994524438143,10.11,6.267599838056681,4.06609052631579
2017-05-02,2391.169922,0.00118905005056,0.0016114958592906,10.59,0.4087901958384333,0.3985873684210526
2017-05-03,2388.1298828125,0.0012713605835913,0.001397567031101,10.68,0.20627528089887628,0.1794112359550561
2017-05-04,2389.52001953125,0.000582102643895,0.0010141710926821,10.46,0.1480285714285714,0.1006246753246753
2017-05-05,2399.2900390625,0.0040886954080285,0.0019807195451716,10.57,0.050977229437229404,0.0948077922077922
2017-05-08,2399.3798828125,3.744597299082386e-05,0.0015694146749714,9.77,0.1824330459770114,0.460175
2017-05-09,2396.919922,0.0010252485778186,0.0017171299862793,9.96,0.563488008130081,0.5858999999999999
2017-05-10,2399.6298828125,0.0011306013136387,0.0007310986214827,10.21,3.1149905893061995,5.993425766871165
2017-05-11,2394.43994140625,0.0021628091246167,0.001439553005358,10.6,2.687959898249289,5.993425766871165
2017-05-12,2390.89990234375,0.0014784413679722,0.0015906172687425,10.4,4.270540162288687,5.993425766871165
2017-05-15,2402.320068359375,0.0047765136484509,0.0028059213803466,10.42,1.0911303788170166,3.349793814432989
2017-05-16,2400.669922,0.0006868969631103,0.0023139506598445,10.65,3.4393362727975645,3.349793814432989
2017-05-17,2357.030029296875,0.0181782144655557,0.0078805416923723,15.59,0.7239328040286143,1.5609453125
2017-05-18,2365.719970703125,0.0036868182832792,0.0075173099039817,14.66,1.023360482600043,4.7497
2017-05-19,2381.72998046875,0.0067674999424665,0.0095441775637671,12.04,0.8174813418612636,4.7497
2017-05-22,2394.02001953125,0.0051601311497457,0.0052048164584971,10.93,0.8054017932175097,4.7497
2017-05-23,2398.419922,0.0018378720448677,0.0045885010456933,10.72,1.3929273746128585,4.7497
2017-05-24,2404.389892578125,0.0024891264967257,0.0031623765637797,10.02,1.0992722129565908,4.7497
2017-05-25,2415.070068359375,0.0044419483770987,0.0029229823062307,9.99,0.5215736319228002,4.7497
2017-05-26,2415.820068359375,0.0003105499959714,0.0024138749565986,9.81,0.9205714913308338,4.7497
2017-05-30,2412.909912109375,0.001204624586125,0.001985707653065,10.38,0.6201299999999998,4.7497
2017-05-31,2411.800048828125,0.000459968801852,0.0006583811279828,10.41,0.6261266449244367,4.7497
2017-06-01,2430.06005859375,0.0075711126113033,0.0030785686664268,9.89,0.7117512521900233,4.7497
2017-06-02,2439.070068359375,0.0037077313104922,0.0039129375745492,9.75,0.8254109027422595,4.7497
2017-06-05,2436.10009765625,0.0012176651838143,0.0041655030352033,10.07,0.2270283054368703,0.6541338403041824
2017-06-06,2429.330078,0.0027790400167724,0.002568145503693,10.45,1.0038988372093023,0.8700744186046511
2017-06-07,2433.139892578125,0.0015682572790856,0.0018549874932241,10.39,0.4410831041814315,0.3818987951807229
2017-06-08,2433.7900390625,0.0002672047284901,0.0015381673414494,10.16,0.4320036271825267,0.2079875
2017-06-09,2431.77001953125,0.0008299892344156,0.0008884837473304,10.7,0.8091928797941463,0.7729860215053763
2017-06-12,2429.389892578125,0.0009787631782646,0.0006919857137234,11.46,2.6483755882757674,6.932955621301776
2017-06-13,2440.35009765625,0.0045115051773323,0.0021067525300042,10.42,3.710457537334461,6.932955621301776
2017-06-14,2437.919922,0.0009958307451803,0.0021620330335924,10.64,2.6030337278106512,6.932955621301776
2017-06-15,2432.4599609375,0.0022395981973111,0.0025823113732746,10.9,1.413693181818182,2.771120454545455
2017-06-16,2433.14990234375,0.0002836393681004,0.0011730227701973,10.38,2.8813257445141063,2.771120454545455
2017-06-19,2453.4599609375,0.0083472286578751,0.0036234887410956,10.37,0.1558704545454545,0.1558704545454545
2017-06-20,2437.030029296875,0.0066966373620162,0.0051091684626639,10.86,0.0469518072289156,0.0939036144578313
2017-06-21,2435.610107421875,0.0005826443900691,0.0052088368033201,10.75,0.289475063042869,0.4850465116279069
2017-06-22,2434.5,0.0004557820722176,0.002578354608101,10.48,0.3634183777651729,0.4850465116279069
2017-06-23,2438.300048828125,0.0015609155178168,0.0008664473267012,10.02,0.26437816006179377,0.307408695652174
2017-06-26,2439.070068359375,0.0003158017946232,0.0007774997948859,9.9,0.0768521739130435,0.307408695652174
2017-06-27,2419.3798828125,0.0080728248861335,0.0033165140661912,11.06,0.0272449275362318,0.0272449275362318
2017-06-28,2440.68994140625,0.0088080663748337,0.0057322310185301,10.03,0.8239424657534244,0.5289575342465753
2017-06-29,2419.699951171875,0.0086000232468206,0.0084936381692626,11.44,0.3524264982876712,0.424665625
2017-06-30,2423.409912109375,0.0015332318107057,0.0063137738107867,11.18,0.41050709821428566,0.424665625
2017-07-03,2429.010009765625,0.0023108338495552,0.0041480296356938,11.22,0.0245780821917808,0.0245780821917808
2017-07-05,2432.5400390625,0.0014532790242456,0.0017657815615022,11.07,8.718656451612903,5.057169354838709
2017-07-06,2409.75,0.0093688238205867,0.0043776455647958,12.54,0.1493842857142857,0.1493842857142857
2017-07-07,2425.179931640625,0.0064031254863057,0.005741742777046,11.19,4.407656060606061,3.890165151515152
2017-07-10,2427.429931640625,0.0009277662125786,0.0055665718398237,11.11,0.0,0.0
2017-07-11,2425.530029296875,0.0007826806116978,0.0027045241035273,10.89,0.0,0.0
2017-07-12,2443.25,0.0073056076358954,0.0030053514867239,10.3,0.0,0.0
2017-07-13,2447.830078,0.0018745842627647,0.0033209575034527,9.9,0.0,0.0
2017-07-14,2459.27001953125,0.0046735031300035,0.0046178983428879,9.51,0.0,0.0
2017-07-17,2459.139892578125,5.291283677333336e-05,0.0022003334098472,9.82,0.0,0.0
2017-07-18,2460.610107421875,0.0005978573436131,0.00177475777013,9.89,0.0,0.0
2017-07-19,2473.830078,0.0053726393052884,0.0020078031618916,9.79,0.0,0.0
2017-07-20,2473.449951171875,0.0001536592312889,0.0020413852933968,9.58,0.0,0.0
2017-07-21,2472.5400390625,0.000367871647835,0.0019647233948041,9.36,0.0,0.0
2017-07-24,2469.909912109375,0.0010637348279797,0.0005284219023679,9.43,0.0,0.0
2017-07-25,2477.1298828125,0.0029231716783382,0.0014515927180509,9.43,0.0,0.0
2017-07-26,2477.830078,0.000282663897585,0.0014231901346343,9.6,0.0,0.0
2017-07-27,2475.419922,0.0009726881683288,0.001392841248084,10.11,0.0,0.0
2017-07-28,2472.10009765625,0.0013411156281992,0.000865489231371,10.29,0.0,0.0
2017-07-31,2470.300048828125,0.0007281456077897,0.0010139831347726,10.26,0.0,0.0
2017-08-01,2476.35009765625,0.0024491149692504,0.0015061254017465,10.09,0.0,0.0
2017-08-02,2477.570068359375,0.0004926487188865,0.0012233030986422,10.28,0.0,0.0
2017-08-03,2472.159912109375,0.0021836541856442,0.0017084726245937,10.44,0.0,0.0
2017-08-04,2476.830078,0.001889103479006,0.0015218021278456,10.03,0.0,0.0
2017-08-07,2480.909912109375,0.001647199840479,0.0019066525017097,9.93,0.0,0.0
2017-08-08,2474.919922,0.0024144327370122,0.0019835786854991,10.96,0.0,0.0
2017-08-09,2474.02001953125,0.000363608721539,0.0014750804330101,11.11,0.0,0.0
2017-08-10,2438.2099609375,0.0144744417228017,0.0057508277271176,16.04,0.0,0.0
2017-08-11,2441.320068359375,0.0012755699762128,0.0053712068068512,15.51,0.0,0.0
2017-08-14,2465.840087890625,0.0100437545445353,0.0085979220811832,12.33,0.0,0.0
2017-08-15,2464.610107421875,0.0004988078808476,0.0039393774671985,12.04,0.0,0.0
2017-08-16,2468.110107421875,0.0014201029158569,0.0039875551137466,11.74,0.0,0.0
2017-08-17,2430.010009765625,0.0154369521609586,0.0057852876525544,15.55,0.0,0.0
2017-08-18,2425.550048828125,0.0018353673110713,0.0062308074626289,14.26,0.0,0.0
2017-08-21,2428.3701171875,0.0011626510699036,0.0061449901806445,13.19,0.0,0.0
2017-08-22,2452.510009765625,0.0099407797877546,0.0043129327229098,11.35,0.0,0.0
2017-08-23,2444.0400390625,0.003453592714973,0.0048523411908771,12.25,0.0,0.0
2017-08-24,2438.969970703125,0.0020744620703185,0.0051562781910154,12.23,0.0,0.0
2017-08-25,2443.050048828125,0.0016728693563305,0.0024003080472074,11.28,0.0,0.0
2017-08-28,2444.239990234375,0.0004870720543856,0.0014114678270116,11.32,0.0,0.0
2017-08-29,2446.300048828125,0.0008428217368101,0.0010009210491754,11.7,0.0,0.0
2017-08-30,2457.590087890625,0.0046151489339618,0.0019816809083859,11.22,0.0,0.0
2017-08-31,2471.64990234375,0.0057209762207304,0.0037263156305008,10.59,0.0,0.0
2017-09-01,2476.550048828125,0.0019825406825328,0.0041062219457417,10.13,0.0,0.0
2017-09-05,2457.85009765625,0.0075508068899006,0.0050847745977213,12.23,0.0,0.0
2017-09-06,2465.5400390625,0.0031287267736885,0.0042206914487073,11.63,0.0,0.0
2017-09-07,2465.10009765625,0.0001784361232346,0.0036193232622746,11.55,0.0,0.0
2017-09-08,2461.429931640625,0.0014888507039184,0.0015986712002805,12.12,0.0,0.0
2017-09-11,2488.110107421875,0.0108392993187771,0.0041688620486434,10.73,0.0,0.0
2017-09-12,2496.47998046875,0.0033639480109453,0.0052306993445469,10.58,0.0,0.0
2017-09-13,2498.3701171875,0.0007571207193879,0.0049867893497034,10.5,0.0,0.0
2017-09-14,2495.6201171875,0.0011007176162897,0.0017405954488743,10.44,0.0,0.0
2017-09-15,2500.22998046875,0.0018471814878802,0.0012350066078526,10.17,0.0,0.0
2017-09-18,2503.8701171875,0.0014559207541648,0.0014679399527782,10.15,0.0,0.0
2017-09-19,2506.64990234375,0.0011101954279371,0.0014710992233274,10.18,0.0,0.0
2017-09-20,2508.239990234375,0.000634347815839,0.001066821332647,9.78,0.0,0.0
2017-09-21,2500.60009765625,0.0030459176984141,0.0015968203140634,9.67,0.0,0.0
2017-09-22,2502.219970703125,0.000647793722952,0.0014426864124017,9.59,0.0,0.0
2017-09-25,2496.659912109375,0.0022220502828884,0.0019719205680848,10.21,0.0,0.0
2017-09-26,2496.840087890625,7.216672978804795e-05,0.0009806702452095,10.17,0.0,0.0
2017-09-27,2507.0400390625,0.0040851439470808,0.0021264536532524,9.87,0.0,0.0
2017-09-28,2510.06005859375,0.0012046155961591,0.001787308757676,9.55,0.0,0.0
2017-09-29,2519.360107421875,0.0037051100814438,0.0029982898748945,9.51,0.0,0.0
2017-10-02,2529.1201171875,0.0038740034570177,0.0029279097115402,9.45,0.0,0.0
2017-10-03,2534.580078,0.0021588380778734,0.0032459838721116,9.51,0.0,0.0
2017-10-04,2537.739990234375,0.0012467202207588,0.0024265205852166,9.63,0.0,0.0
2017-10-05,2552.070068359375,0.0056467873699215,0.0030174485561846,9.19,0.0,0.0
2017-10-06,2549.330078,0.0010736344559444,0.0026557140155416,9.65,0.0,0.0
2017-10-09,2544.72998046875,0.0018044338671353,0.0028416185643337,10.33,0.0,0.0
2017-10-10,2550.639892578125,0.0023224122617073,0.0017334935282623,10.08,0.0,0.0
2017-10-11,2555.239990234375,0.0018035072962026,0.0019767844750151,9.85,0.0,0.0
2017-10-12,2550.929931640625,0.001686752950886,0.001937557502932,9.91,0.0,0.0
2017-10-13,2553.169922,0.0008781073645305,0.0014561225372063,9.61,0.0,0.0
2017-10-16,2557.639892578125,0.0017507532654243,0.0014385378602803,9.91,0.0,0.0
2017-10-17,2559.360107421875,0.0006725789853143,0.0011004798717564,10.31,0.0,0.0
2017-10-18,2561.260009765625,0.0007423349056041,0.0010552223854476,10.07,0.0,0.0
2017-10-19,2562.10009765625,0.0003279978945605,0.0005809705951596,10.05,0.0,0.0
2017-10-20,2575.2099609375,0.0051168427389869,0.0020623918463838,9.97,0.0,0.0
2017-10-23,2564.97998046875,0.0039724840397191,0.0031391082244222,11.07,0.0,0.0
2017-10-24,2569.1298828125,0.0016179082781735,0.0035690783522932,11.16,0.0,0.0
2017-10-25,2557.14990234375,0.0046630497542752,0.0034178140240559,11.23,0.0,0.0
2017-10-26,2560.39990234375,0.0012709462190783,0.0025173014171756,11.3,0.0,0.0
2017-10-27,2581.070068359375,0.0080730224980496,0.0046690061571343,9.8,0.0,0.0
2017-10-30,2572.830078,0.003192470619216,0.0041788131121146,10.5,0.0,0.0
2017-10-31,2575.260009765625,0.0009444587057665,0.0040699839410107,10.18,0.0,0.0
2017-11-01,2579.360107421875,0.0015921101716727,0.0019096798322184,10.2,0.0,0.0
2017-11-02,2579.85009765625,0.0001899658108865,0.0009088448961086,9.93,0.0,0.0
2017-11-03,2587.840087890625,0.0030970753849743,0.0016263837891778,9.14,0.0,0.0
2017-11-06,2591.1298828125,0.0012712512404724,0.0015194308121111,9.4,0.0,0.0
2017-11-07,2590.639892578125,0.0001891029228697,0.0015191431827722,9.89,0.0,0.0
2017-11-08,2594.3798828125,0.0014436550000984,0.0009680030544802,9.78,0.0,0.0
2017-11-09,2584.6201171875,0.003761887644002,0.0017982151889901,10.5,0.0,0.0
2017-11-10,2582.300048828125,0.0008976438525517,0.0020343954988841,11.29,0.0,0.0
2017-11-13,2584.840087890625,0.0009836343625724,0.0018810552863754,11.5,0.0,0.0
2017-11-14,2578.8701171875,0.0023096092988857,0.0013969625046699,11.59,0.0,0.0
2017-11-15,2564.6201171875,0.0055256757232663,0.0029396397949081,13.13,0.0,0.0
2017-11-16,2585.639892578125,0.0081960580632411,0.0053437810284644,11.76,0.0,0.0
2017-11-17,2578.85009765625,0.0026259630899742,0.0054492322921605,11.43,0.0,0.0
2017-11-20,2582.139892578125,0.0012756828808564,0.0040325680113572,10.65,0.0,0.0
2017-11-21,2599.030029296875,0.0065411392958598,0.0034809284222301,9.73,0.0,0.0
2017-11-22,2597.080078,0.0007502611647017,0.0028556944471393,9.88,0.0,0.0
2017-11-24,2602.419922,0.002056095245285,0.0031158319019488,9.67,0.0,0.0
2017-11-27,2601.419922,0.0003842577408612,0.0010635380502826,9.87,0.0,0.0
2017-11-28,2627.0400390625,0.0098485126702663,0.0040962885521375,10.03,0.0,0.0
2017-11-29,2626.070068359375,0.0003692257021979,0.0035339987044418,10.7,0.0,0.0
2017-11-30,2647.580078,0.0081909503862032,0.0061362295862225,11.28,0.0,0.0
2017-12-01,2642.219970703125,0.0020245307559966,0.0035282356147992,11.43,0.0,0.0
2017-12-04,2639.43994140625,0.0010521566439205,0.0037558792620401,11.68,0.0,0.0
2017-12-05,2629.570068359375,0.0037393815604747,0.0022720229867972,11.33,0.0641125,0.0641125
2017-12-06,2629.27001953125,0.0001141056599842,0.0016352146214598,11.02,0.8038035683679297,16.211499999999997
2017-12-07,2636.97998046875,0.0029323579853828,0.0022619484019472,10.16,0.7396226694915251,16.211499999999997
2017-12-08,2651.5,0.0055063063196516,0.0028509233216729,9.58,1.2046653679042234,16.211499999999997
2017-12-11,2659.989990234375,0.0032019574710069,0.0038802072586804,9.34,0.9723399239816405,16.211499999999997
2017-12-12,2664.110107421875,0.0015489220646041,0.0034190619517542,9.92,2.3230162453183523,16.211499999999997
2017-12-13,2662.85009765625,0.0004729570906678,0.0017412788754262,10.18,2.746396465098572,16.211499999999997
2017-12-14,2652.010009765625,0.0040708592271739,0.0020309127941486,10.49,1.97418948635634,16.211499999999997
2017-12-15,2675.81005859375,0.0089743435132163,0.0045060532770193,9.42,0.9995031020204179,16.211499999999997
2017-12-18,2690.159912109375,0.0053628072252507,0.0061360033218803,9.53,1.0826663609791738,16.211499999999997
2017-12-19,2681.469970703125,0.0032302694598687,0.0058558067327785,10.03,1.0469662578781511,16.211499999999997
2017-12-20,2679.25,0.0008278931807477,0.0031403232886223,9.72,1.037275669642857,16.211499999999997
2017-12-21,2684.570068359375,0.0019856558213586,0.0020146061539917,9.62,1.154141186884236,16.211499999999997
2017-12-22,2683.340087890625,0.0004581666477052,0.0010905718832705,9.9,0.9507493354885055,16.211499999999997
2017-12-26,2680.5,0.0010584151831672,0.0011674125507437,10.25,0.9404400862068963,16.211499999999997
2017-12-27,2682.6201171875,0.0007909409391904,0.0007691742566876,10.47,0.858817483388704,16.211499999999997
2017-12-28,2687.5400390625,0.0018339987251561,0.0012277849491712,10.18,5.187618740745578,16.211499999999997
2017-12-29,2673.610107421875,0.0051831531579653,0.0026026976074372,11.04,5.330757377109214,16.211499999999997
2018-01-02,2695.81005859375,0.00830336147752,0.0051068377868805,9.77,0.4399135101010101,1.5422263888888887
2018-01-03,2713.06005859375,0.0063988187687815,0.006628444468089,9.15,0.3663347222222221,1.5422263888888887
2018-01-04,2723.989990234375,0.0040286360805039,0.0062436054422685,9.22,1.2550246098626716,1.5422263888888887
2018-01-05,2743.14990234375,0.0070337674433695,0.005820407430885,9.22,0.773199890761548,1.5422263888888887
2018-01-08,2747.7099609375,0.0016623439316436,0.0042415824851724,9.52,0.2203180555555555,1.5422263888888887
2018-01-09,2751.2900390625,0.0013029315960912,0.0033330143237015,10.08,0.0,0.0
2018-01-10,2748.22998046875,0.0011122268282528,0.0013591674519959,9.82,0.8459580246913581,0.6901135802469137
2018-01-11,2767.56005859375,0.0070336464787794,0.0031496016343745,9.88,0.8363676056338026,0.8196014084507042
2018-01-12,2786.239990234375,0.006749602987881,0.0049651587649711,10.16,1.053138504875406,14.0767
2018-01-16,2776.419922,0.0035244875778087,0.0057692456814897,11.66,0.9384466666666668,14.0767
2018-01-17,2802.56005859375,0.0094150515153053,0.0065630473603317,11.91,2.2843791341991344,14.0767
2018-01-18,2798.030029296875,0.0016163897301626,0.0048519762744255,12.22,0.9595100469483568,14.0767
2018-01-19,2810.300048828125,0.0043852351128388,0.0051388921194355,11.27,0.9384466666666668,14.0767
2018-01-22,2832.969970703125,0.0080667264993476,0.0046894504474497,11.05,1.6762579385964913,14.0767
2018-01-23,2839.1298828125,0.0021743654797181,0.0048754423639682,11.1,3.500451528340081,14.0767
2018-01-24,2837.5400390625,0.0005599757022828,0.0036003558937828,11.46,1.8951769476055005,14.0767
2018-01-25,2839.25,0.0006026209018938,0.0011123206946316,11.58,1.1816550000000001,14.0767
2018-01-26,2872.8701171875,0.011841196508761,0.0043345977043125,11.1,0.9384466666666668,14.0767
2018-01-29,2853.530029296875,0.0067319743328871,0.0063919305811807,13.84,0.8969250000000001,10.7631
2018-01-30,2822.429931640625,0.0108988156202839,0.0098239954873107,14.8,2.913135,10.7631
2018-01-31,2823.81005859375,0.0004889853730833,0.0060399251087515,13.58,3.001408238095238,10.7631
2018-02-01,2821.97998046875,0.0006480882520516,0.0040119630818063,13.48,0.8969250000000001,10.7631
2018-02-02,2762.1298828125,0.021208547923968,0.0074485405163677,17.16,1.2333578947368422,10.7631
2018-02-05,2648.93994140625,0.0409792248042282,0.0209452869934159,37.32,2.9994197368421056,10.7631
2018-02-06,2695.139892578125,0.0174409205923138,0.0265428977735033,29.98,3.801578774275261,10.7631
2018-02-07,2681.659912109375,0.0050015884169394,0.0211405779378271,27.73,3.682489147934158,10.7631
2018-02-08,2581.0,0.037536419758088,0.0199929762557804,33.46,3.682489147934158,10.7631
2018-02-09,2619.550048828125,0.0149360902084947,0.0191580327945074,29.06,3.692003962748973,10.7631
2018-02-12,2656.0,0.0139145847540425,0.0221290315735417,25.61,0.5114066844919786,3.552690909090909
2018-02-13,2662.93994140625,0.002612929746329,0.0104878682362887,24.97,0.0038794117647058,0.0077588235294117
2018-02-14,2698.6298828125,0.0134024582572458,0.0099766575858724,19.26,0.0,0.0
2018-02-15,2731.199951171875,0.0120691127622993,0.0093615002552914,19.13,4.7490125,75.9842
