datetime,coronavirus_intensity,covid_intensity,covid 19_intensity,stimulus_intensity,covid-19_intensity,stimulus check_intensity,coronavirus update_intensity,coronavirus cases_intensity,coronavirus news_intensity,corona virus_intensity,coronavirus us_intensity,coronavirus usa_intensity,florida coronavirus_intensity,california coronavirus_intensity,coronavirus florida_intensity,coronavirus california_intensity,coronavirus vaccine_intensity,coronavirus new york_intensity,george floyd_intensity,coronavirus china_intensity,covid vaccine_intensity,coronavirus nyc_intensity,coronavirus texas_intensity,nyc coronavirus_intensity,coronavirus trump_intensity,stimulus update_intensity,italy coronavirus_intensity,coronavirus italy_intensity,stimulus package_intensity,election results 2020_intensity,coronavirus ohio_intensity,coronavirus ny_intensity,coronavirus michigan_intensity,second stimulus check_intensity,coronavirus nj_intensity,coronavirus los angeles_intensity,trump covid_intensity,coronavirus india_intensity,coronavirus virginia_intensity,coronavirus cure_intensity,coronavirus colorado_intensity,coronavirus death toll_intensity,coronavirus symptoms_intensity,coronavirus massachusetts_intensity,corona_intensity,covid 19 vaccine_intensity,unemployment_intensity,hurricane laura_intensity,coronavirus pennsylvania_intensity,ryan newman_intensity
2020-02-13,1.514,0.604,0.603,0.0546,0.603,0.0,0.0028,0.17,0.0205,0.0235,0.0039,0.0,0.0,0.0004,0.0012,0.002,0.0055,0.0018,0.0,0.0842,0.0134,0.0002,0.0032,0.0,0.0002,0.0,0.0,0.0,0.003,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0002,0.0,0.0002,0.0093,0.0179,0.0,0.0582,0.0138,0.1372,0.0,0.0,0.0028
2020-02-14,1.3331,0.613,0.612,0.0857,0.612,0.0,0.0027,0.1732,0.0108,0.0281,0.0023,0.0,0.0,0.0004,0.0004,0.0,0.0042,0.0004,0.0,0.0679,0.0015,0.0004,0.0019,0.0,0.0006,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0004,0.0002,0.0004,0.0002,0.007,0.0379,0.0,0.1608,0.0015,0.1136,0.0,0.0,0.004
2020-02-15,1.4672,0.6999,0.6986,0.0264,0.6986,0.0,0.002,0.0951,0.0132,0.0132,0.003,0.0,0.0,0.0007,0.0,0.0007,0.0007,0.0007,0.0,0.0613,0.0014,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0041,0.0108,0.0,0.1269,0.0014,0.1276,0.0,0.001,0.002
2020-02-16,1.1961,0.6373,0.6354,0.0283,0.6354,0.0,0.0019,0.0892,0.0054,0.0146,0.0023,0.0,0.0,0.0,0.0,0.0008,0.0038,0.0015,0.0,0.0732,0.0,0.0,0.0004,0.0,0.0,0.0008,0.0008,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0008,0.0,0.0,0.0054,0.0042,0.0,0.062,0.0,0.0889,0.0,0.0004,0.0031
2020-02-17,1.3989,0.5718,0.5697,0.0965,0.5697,0.0,0.0014,0.1159,0.0036,0.0201,0.0031,0.0,0.0,0.0,0.0026,0.0002,0.0031,0.0005,0.0,0.0838,0.0,0.0,0.0007,0.0,0.0005,0.0,0.0,0.0005,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0026,0.0089,0.0002,0.0402,0.0007,0.1159,0.0,0.0,0.0031
2020-02-18,1.4981,0.6414,0.6395,0.1442,0.6395,0.0,0.0034,0.1072,0.0047,0.0211,0.0081,0.0002,0.0,0.0,0.0006,0.0004,0.0123,0.0006,0.0,0.0579,0.0013,0.0,0.0002,0.0,0.0004,0.0,0.0004,0.0004,0.0132,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0004,0.0,0.0002,0.003,0.0108,0.0,0.0423,0.0013,0.1362,0.0,0.0,0.364
2020-02-19,1.2088,0.5825,0.5787,0.1021,0.5787,0.0,0.0024,0.0798,0.0036,0.0181,0.0014,0.0,0.0006,0.0,0.0008,0.0006,0.007,0.0004,0.0,0.0625,0.0008,0.0,0.0,0.0,0.0008,0.0,0.0,0.0008,0.0042,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0066,0.0054,0.0,0.0506,0.001,0.1644,0.0,0.0,0.2164
2020-02-20,1.2846,0.612,0.6104,0.1054,0.6104,0.0,0.003,0.116,0.0078,0.0205,0.002,0.0,0.0004,0.0,0.0002,0.001,0.008,0.0002,0.0,0.0652,0.0008,0.0,0.0,0.0,0.0006,0.0,0.0,0.0018,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0,0.0044,0.0038,0.0,0.0483,0.001,0.1724,0.0,0.0,0.0434
2020-02-21,1.5253,0.7047,0.7021,0.0581,0.7021,0.0,0.004,0.1445,0.0287,0.0429,0.0008,0.0,0.0,0.0002,0.0,0.0013,0.0089,0.0011,0.0,0.057,0.0017,0.0,0.0002,0.0,0.0002,0.0,0.0023,0.0011,0.0025,0.0,0.0,0.0,0.0004,0.0,0.0,0.0004,0.0002,0.0,0.0002,0.0004,0.0,0.0036,0.0057,0.0,0.0678,0.0019,0.1604,0.0,0.0,0.0175
2020-02-22,1.368,0.5616,0.5605,0.044,0.5605,0.0,0.002,0.2077,0.0132,0.0288,0.002,0.0,0.001,0.0003,0.0007,0.0003,0.0027,0.0007,0.0,0.0572,0.0105,0.0,0.0007,0.0,0.0007,0.0,0.0044,0.0115,0.0017,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0017,0.0068,0.0003,0.0585,0.0105,0.1543,0.0,0.0,0.0403
2020-02-23,1.3898,0.5576,0.5569,0.0436,0.5569,0.0,0.0026,0.1831,0.009,0.0459,0.0019,0.0,0.0,0.0,0.0,0.0015,0.0015,0.0004,0.0,0.0328,0.0007,0.0,0.0,0.0,0.0011,0.0,0.0071,0.0671,0.0007,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0026,0.0026,0.0,0.0809,0.0007,0.1134,0.0,0.0,0.0604
2020-02-24,1.7345,0.7397,0.7354,0.0809,0.7354,0.0,0.0025,0.3422,0.0174,0.0274,0.0079,0.0002,0.0,0.0,0.0002,0.0002,0.0263,0.0011,0.0,0.1076,0.0023,0.0,0.0002,0.0,0.0018,0.0,0.0147,0.0344,0.0159,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0102,0.0125,0.0,0.174,0.0023,0.0936,0.0,0.0,0.1092
2020-02-25,2.2239,0.8439,0.838,0.0581,0.838,0.0,0.0035,0.4026,0.0244,0.0324,0.0169,0.0,0.0,0.0004,0.0002,0.001,0.1385,0.002,0.0,0.0799,0.0045,0.0,0.0004,0.0,0.0308,0.0,0.012,0.0397,0.0102,0.0,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0,0.0,0.0322,0.0108,0.0035,0.0998,0.0057,0.142,0.0,0.0,0.0029
2020-02-26,2.8596,1.0608,1.0555,0.0727,1.0555,0.0,0.0044,0.3861,0.0506,0.0564,0.0614,0.0,0.0002,0.0,0.0014,0.0,0.0542,0.0064,0.0,0.0424,0.0068,0.0,0.0002,0.0,0.0602,0.0,0.0185,0.104,0.0227,0.0,0.0022,0.0002,0.0014,0.0,0.0006,0.001,0.0002,0.0008,0.0004,0.0012,0.0012,0.0173,0.0271,0.0006,0.1002,0.0086,0.1604,0.0,0.0008,0.0056
2020-02-27,3.6624,1.6091,1.6045,0.064,1.6045,0.0,0.007,0.3524,0.0304,0.0493,0.0612,0.0,0.0008,0.0729,0.0078,0.0153,0.0246,0.0076,0.0002,0.0594,0.008,0.0002,0.0034,0.0,0.1069,0.0,0.0165,0.0427,0.0155,0.0,0.0032,0.0,0.0008,0.0,0.0004,0.0012,0.0062,0.0014,0.0,0.0008,0.0004,0.0046,0.038,0.033,0.1226,0.008,0.1832,0.0,0.0012,0.0074
2020-02-28,4.1558,1.6519,1.6487,0.0493,1.6487,0.0,0.0067,0.3204,0.0208,0.0699,0.0255,0.0,0.0076,0.0114,0.0069,0.024,0.0173,0.0088,0.0,0.0983,0.0082,0.0006,0.0044,0.0,0.0457,0.0,0.0095,0.0225,0.0097,0.0002,0.0055,0.0002,0.0055,0.0,0.0004,0.0006,0.0002,0.0011,0.0002,0.0013,0.0006,0.0034,0.0259,0.0149,0.1956,0.0076,0.1356,0.0,0.0008,0.0019
2020-02-29,4.3398,2.1532,2.1448,0.0502,2.1448,0.0,0.0064,0.6797,0.0268,0.0398,0.0629,0.0,0.0218,0.0097,0.006,0.0211,0.0221,0.0194,0.0,0.0539,0.0047,0.0003,0.003,0.0,0.1651,0.0,0.0167,0.0402,0.0033,0.0,0.0013,0.0003,0.0013,0.0,0.002,0.001,0.0,0.0003,0.0013,0.0,0.0,0.0107,0.0408,0.0285,0.1734,0.0047,0.1426,0.0,0.0007,0.0027
2020-03-01,3.7365,1.5637,1.5607,0.0543,1.5607,0.0,0.0022,0.6085,0.017,0.0739,0.1061,0.0,0.0018,0.003,0.0011,0.0026,0.058,0.0155,0.0,0.0388,0.0048,0.0004,0.003,0.0004,0.1763,0.0,0.0122,0.0329,0.0052,0.0,0.0018,0.0,0.0015,0.0,0.0018,0.0022,0.0007,0.0011,0.0007,0.0007,0.0004,0.0037,0.0928,0.0573,0.1431,0.0055,0.1235,0.0,0.0018,0.0007
2020-03-02,3.9562,1.8632,1.858,0.2142,1.858,0.0002,0.0074,0.5826,0.0506,0.05,0.0249,0.0,0.0113,0.0026,0.0386,0.0081,0.0406,0.1259,0.0,0.0565,0.007,0.0002,0.0041,0.0002,0.0332,0.0,0.014,0.0203,0.0168,0.0,0.0015,0.0011,0.0013,0.0,0.0,0.0007,0.0,0.0065,0.0013,0.0011,0.0004,0.0168,0.0558,0.0009,0.1776,0.007,0.1896,0.0,0.0007,0.0013
2020-03-03,4.483,1.9953,1.9862,0.2805,1.9862,0.0,0.0115,0.4262,0.0404,0.0523,0.0491,0.0,0.0285,0.0008,0.0208,0.0087,0.0915,0.0432,0.0,0.0525,0.0073,0.0006,0.0036,0.0002,0.0206,0.0,0.0077,0.0216,0.0208,0.001,0.0038,0.0008,0.001,0.0,0.0,0.0004,0.0,0.0018,0.0012,0.0002,0.0012,0.0267,0.059,0.0327,0.146,0.0081,0.1528,0.0,0.0026,0.0006
2020-03-04,4.4975,2.0411,2.0355,0.2071,2.0355,0.0,0.0102,0.4594,0.0317,0.0512,0.035,0.0004,0.0043,0.0066,0.0153,0.0174,0.0589,0.0419,0.0,0.0389,0.0082,0.001,0.0025,0.0016,0.0211,0.0,0.0055,0.0151,0.036,0.0018,0.0025,0.0014,0.0,0.0,0.001,0.0023,0.0006,0.0035,0.0022,0.001,0.0012,0.0233,0.0495,0.0039,0.1938,0.0084,0.1688,0.0,0.0012,0.0006
2020-03-05,4.858,2.2113,2.2044,0.1345,2.2044,0.0002,0.0134,0.5363,0.031,0.0658,0.0209,0.0018,0.0018,0.0251,0.0109,0.0421,0.0247,0.034,0.0,0.0316,0.0071,0.0008,0.0063,0.0002,0.016,0.0002,0.0057,0.0178,0.0144,0.0004,0.0059,0.0006,0.0012,0.0,0.0036,0.0039,0.0,0.0071,0.0006,0.0014,0.0024,0.015,0.0614,0.0036,0.1892,0.0087,0.1615,0.0,0.0018,0.001
2020-03-06,5.5343,2.4982,2.494,0.1433,2.494,0.0,0.0113,0.6851,0.0289,0.074,0.0092,0.0002,0.0025,0.0148,0.0142,0.0215,0.0272,0.0266,0.0,0.0433,0.0054,0.0004,0.0044,0.0,0.0425,0.0,0.0125,0.0197,0.0203,0.0,0.0038,0.0006,0.0015,0.0,0.0006,0.0023,0.0017,0.0027,0.0023,0.0006,0.0186,0.0425,0.0993,0.0056,0.1774,0.0056,0.3942,0.0,0.0107,0.0102
2020-03-07,5.8146,3.0256,3.0216,0.0885,3.0216,0.0,0.012,0.7208,0.0263,0.1533,0.0096,0.0,0.0073,0.008,0.1171,0.0236,0.0233,0.0589,0.0,0.023,0.0037,0.0003,0.0037,0.0,0.0695,0.0,0.0116,0.0249,0.0033,0.0,0.0106,0.0013,0.003,0.0,0.0013,0.004,0.0003,0.002,0.0007,0.0017,0.0096,0.0083,0.2079,0.0047,0.2285,0.004,0.1623,0.0,0.0053,0.0126
2020-03-08,5.4153,2.5476,2.5429,0.1007,2.5429,0.0,0.0098,0.9273,0.0275,0.0568,0.0138,0.0,0.0047,0.0033,0.0391,0.017,0.0105,0.0391,0.0,0.1137,0.0398,0.0004,0.0,0.0,0.0253,0.0,0.0177,0.0978,0.0094,0.0,0.0054,0.0007,0.0011,0.0,0.0007,0.0014,0.0025,0.0007,0.0105,0.0011,0.0011,0.0119,0.1003,0.0036,0.1256,0.0398,0.1528,0.0,0.0058,0.0025
2020-03-09,6.6323,3.4379,3.4273,0.264,3.4273,0.0,0.0146,0.8016,0.0606,0.0692,0.023,0.0,0.0378,0.0024,0.025,0.0223,0.0237,0.0635,0.0,0.0674,0.0093,0.0007,0.0113,0.0,0.0548,0.0,0.0398,0.0747,0.0239,0.0,0.0106,0.0051,0.0049,0.0,0.0029,0.0013,0.0022,0.0027,0.0029,0.0186,0.0046,0.019,0.0977,0.0416,0.1535,0.0095,0.2474,0.0,0.0148,0.0011
2020-03-10,8.1543,4.1062,4.0906,0.4754,4.0906,0.0006,0.0213,0.9833,0.0533,0.0838,0.0205,0.0,0.0051,0.0039,0.0399,0.0218,0.0303,0.1309,0.0,0.0557,0.0087,0.0008,0.0089,0.0,0.1279,0.0002,0.0277,0.0756,0.1744,0.0004,0.0301,0.0024,0.0051,0.0,0.0053,0.0026,0.0026,0.0014,0.0083,0.0096,0.0057,0.0222,0.0805,0.0094,0.1716,0.0091,0.3196,0.0,0.0136,0.002
2020-03-11,9.2615,5.0598,5.0389,0.7839,5.0389,0.0,0.0242,1.169,0.1032,0.0897,0.0271,0.0004,0.006,0.0031,0.0378,0.0195,0.0402,0.086,0.0,0.0289,0.0107,0.001,0.007,0.0004,0.0735,0.0,0.0899,0.0419,0.3075,0.0002,0.0298,0.0031,0.0334,0.0,0.0047,0.002,0.001,0.0012,0.0045,0.0084,0.0033,0.0057,0.1139,0.0166,0.1955,0.0113,0.3264,0.0,0.0195,0.006
2020-03-12,12.1124,7.1324,7.1103,0.7313,7.1103,0.0006,0.0808,0.9517,0.0808,0.1047,0.0221,0.0,0.0082,0.0033,0.0451,0.0277,0.0351,0.0494,0.0,0.1161,0.0184,0.0052,0.0058,0.0,0.2169,0.0,0.0093,0.0316,0.2576,0.0002,0.0243,0.0009,0.0141,0.0,0.0046,0.0022,0.0147,0.002,0.0071,0.0028,0.0039,0.0169,0.0988,0.0475,0.2472,0.0186,0.4839,0.0,0.0098,0.0022
2020-03-13,13.6385,7.9321,7.8982,0.5502,7.8982,0.0,0.1035,0.9371,0.1179,0.1338,0.0291,0.0004,0.004,0.0008,0.0796,0.0173,0.0261,0.0663,0.0,0.0671,0.0127,0.0048,0.0155,0.0006,0.189,0.0,0.049,0.0293,0.1846,0.0,0.0331,0.0006,0.0368,0.0,0.0056,0.0149,0.004,0.0034,0.0123,0.0189,0.0072,0.0165,0.14,0.0354,0.3833,0.0129,0.5066,0.0,0.009,0.0008
2020-03-14,13.2192,7.9361,7.9139,0.2213,7.9139,0.0,0.0295,1.3233,0.1191,0.081,0.0191,0.001,0.0083,0.0025,0.1381,0.0391,0.0387,0.0727,0.0,0.1118,0.014,0.0054,0.0118,0.0003,0.4055,0.0,0.0222,0.0273,0.0724,0.0,0.0276,0.0003,0.0171,0.0,0.0019,0.0044,0.0035,0.0127,0.0064,0.0057,0.0083,0.0333,0.1058,0.0086,0.3119,0.0143,0.8015,0.0,0.0216,0.001
2020-03-15,11.3407,6.4116,6.3928,0.3059,6.3928,0.0,0.0307,1.1354,0.0944,0.1392,0.0426,0.0003,0.0059,0.0007,0.0422,0.03,0.0366,0.0772,0.0,0.0228,0.0129,0.0046,0.0096,0.0,0.1313,0.0,0.0168,0.1082,0.1171,0.0,0.033,0.0023,0.0132,0.0,0.001,0.002,0.004,0.003,0.0155,0.0016,0.0063,0.0198,0.1287,0.062,0.323,0.0129,0.3022,0.0,0.0129,0.0
2020-03-16,13.7283,7.9795,7.9558,0.4506,7.9558,0.0006,0.1616,1.0841,0.2391,0.1555,0.0261,0.0,0.0034,0.0059,0.1365,0.021,0.139,0.0473,0.0,0.0283,0.0835,0.0034,0.0103,0.0006,0.106,0.0,0.0243,0.0957,0.0528,0.0,0.0433,0.002,0.0138,0.0,0.0057,0.0065,0.0026,0.0014,0.0055,0.0032,0.0038,0.0384,0.1371,0.0257,0.3163,0.0847,0.5152,0.0,0.0196,0.0
2020-03-17,14.8951,9.2938,9.2543,0.7837,9.2543,0.0085,0.0836,0.8862,0.1271,0.1431,0.0253,0.0,0.004,0.0015,0.0843,0.045,0.09,0.045,0.0,0.0592,0.0393,0.0019,0.0127,0.0004,0.1444,0.0,0.0121,0.0274,0.3541,0.0002,0.0892,0.0026,0.0091,0.0,0.0083,0.0061,0.0021,0.004,0.0113,0.0025,0.0045,0.011,0.1463,0.0049,0.357,0.0395,0.8756,0.0,0.0127,0.0004
2020-03-18,14.6465,9.216,9.1677,1.2782,9.1677,0.0074,0.0686,1.1427,0.1401,0.1183,0.0516,0.0006,0.0118,0.0029,0.0472,0.035,0.0466,0.059,0.0,0.0831,0.0194,0.0028,0.0116,0.0011,0.2286,0.0,0.0275,0.0229,0.6477,0.0002,0.0559,0.0035,0.0133,0.0,0.0048,0.0033,0.0061,0.0048,0.0354,0.0026,0.0039,0.0332,0.1475,0.0041,0.424,0.0208,1.3416,0.0,0.0112,0.0006
2020-03-19,14.9203,10.1188,10.0594,0.8949,10.0594,0.0224,0.075,1.1904,0.171,0.16,0.048,0.0035,0.0151,0.0034,0.0498,0.0192,0.0644,0.0747,0.0,0.1516,0.0192,0.0021,0.0185,0.0006,0.1872,0.0,0.0259,0.0398,0.3924,0.0,0.0231,0.0006,0.011,0.0,0.0071,0.0037,0.0095,0.0056,0.0049,0.0058,0.0032,0.0243,0.1456,0.036,0.3984,0.0211,1.5281,0.0,0.0105,0.0017
2020-03-20,14.7668,9.4348,9.3789,0.8781,9.3789,0.0172,0.0361,1.1309,0.1352,0.161,0.0661,0.0017,0.0158,0.0075,0.0378,0.087,0.0497,0.0577,0.0,0.0798,0.0224,0.0017,0.0133,0.001,0.1219,0.0,0.0301,0.0594,0.3592,0.0,0.0187,0.0012,0.0096,0.0,0.0083,0.0237,0.0048,0.0046,0.0044,0.0087,0.0027,0.0206,0.1545,0.0388,0.5181,0.0231,1.2204,0.0,0.0164,0.0004
2020-03-21,13.92,10.1259,10.0645,0.6933,10.0645,0.0644,0.0307,1.4811,0.1985,0.1246,0.034,0.0006,0.0112,0.0021,0.0401,0.0769,0.0611,0.0824,0.0,0.0775,0.0128,0.0012,0.0122,0.0012,0.0836,0.0,0.0784,0.0313,0.2848,0.0,0.0617,0.0024,0.0088,0.0,0.0064,0.0143,0.0043,0.0033,0.007,0.0024,0.0061,0.0565,0.1255,0.0097,0.3617,0.0134,1.3091,0.0,0.0082,0.0006
2020-03-22,13.135,9.0934,9.0484,0.9259,9.0484,0.0053,0.0291,1.6682,0.1945,0.1502,0.0189,0.0046,0.0175,0.0063,0.0506,0.0093,0.0218,0.1181,0.0,0.0499,0.0089,0.0318,0.0056,0.0003,0.3397,0.0,0.1756,0.2087,0.6149,0.0,0.046,0.0013,0.0119,0.0,0.0063,0.001,0.0195,0.0149,0.0086,0.0026,0.0053,0.0695,0.1452,0.0189,0.5478,0.0089,1.125,0.0,0.0079,0.0
2020-03-23,13.5175,9.4641,9.4236,1.135,9.4236,0.0093,0.0304,1.3429,0.1139,0.134,0.0252,0.0012,0.0177,0.002,0.0708,0.0749,0.0272,0.155,0.0,0.025,0.0147,0.0038,0.0167,0.0002,0.0541,0.0002,0.0306,0.0368,0.6305,0.0,0.0219,0.004,0.0123,0.0,0.0046,0.0036,0.0344,0.0187,0.0072,0.003,0.0042,0.0773,0.1016,0.0235,0.3379,0.0159,0.969,0.0,0.0064,0.0002
2020-03-24,13.9423,9.9804,9.928,1.1698,9.928,0.0055,0.0391,1.31,0.1186,0.0836,0.07,0.0013,0.0195,0.0079,0.0552,0.0132,0.0259,0.0545,0.0,0.0401,0.0136,0.0028,0.0113,0.0013,0.1517,0.0011,0.0085,0.0431,0.6901,0.0002,0.0197,0.0026,0.0083,0.0002,0.0083,0.0079,0.0047,0.0113,0.0045,0.0081,0.004,0.0603,0.108,0.0089,0.3714,0.013,0.9845,0.0,0.0045,0.0008
2020-03-25,14.2586,10.6432,10.5426,1.4303,10.5426,0.0144,0.0404,1.2029,0.1487,0.1065,0.0237,0.0006,0.0199,0.0055,0.0496,0.0377,0.0188,0.1355,0.0,0.0326,0.0135,0.0036,0.0125,0.0021,0.0739,0.0004,0.0097,0.0313,0.7405,0.0,0.0205,0.0021,0.0074,0.0,0.0121,0.0333,0.0095,0.0174,0.015,0.0051,0.004,0.0203,0.1209,0.0072,0.3834,0.0135,1.6493,0.0,0.0059,0.0006
2020-03-26,13.7826,9.8732,9.8084,1.6288,9.8084,0.0375,0.035,1.269,0.148,0.0997,0.0199,0.0081,0.0195,0.0043,0.0405,0.018,0.0523,0.1019,0.0,0.0266,0.0214,0.0047,0.0176,0.0024,0.1113,0.0002,0.0146,0.0452,0.8961,0.0,0.0187,0.0036,0.0075,0.0,0.0064,0.0174,0.0073,0.0225,0.0084,0.0311,0.0043,0.0444,0.1057,0.0092,0.3555,0.0204,2.3911,0.0,0.0096,0.0009
2020-03-27,13.6916,10.4504,10.4099,1.5483,10.4099,0.0569,0.0295,1.5092,0.154,0.1067,0.0367,0.0008,0.0176,0.0023,0.0391,0.0109,0.035,0.0997,0.0,0.1194,0.0344,0.0041,0.009,0.0004,0.1657,0.0006,0.0229,0.0229,0.6651,0.0,0.0117,0.0029,0.0104,0.0002,0.0051,0.0143,0.0031,0.0063,0.0063,0.0252,0.015,0.0827,0.0955,0.0119,0.3206,0.0342,1.9874,0.0,0.0045,0.0
2020-03-28,13.0494,9.5555,9.5059,1.4417,9.5059,0.1048,0.0317,1.5804,0.1356,0.0847,0.0405,0.006,0.0154,0.0031,0.0487,0.0107,0.0314,0.0461,0.0,0.0838,0.0191,0.0047,0.0198,0.0298,0.1369,0.0,0.0141,0.065,0.8111,0.0,0.0119,0.0041,0.0072,0.0,0.0053,0.0094,0.0028,0.022,0.0019,0.0044,0.0078,0.0537,0.1651,0.006,0.2831,0.0191,1.3525,0.0,0.0267,0.0006
2020-03-29,11.6919,8.8723,8.824,0.7596,8.824,0.0421,0.0849,1.6806,0.1423,0.1033,0.033,0.002,0.0136,0.0044,0.0306,0.0099,0.0095,0.0982,0.0,0.018,0.0116,0.0054,0.0306,0.0031,0.0792,0.0007,0.0347,0.0741,0.4593,0.0,0.0163,0.0027,0.0065,0.0,0.0061,0.0024,0.0024,0.0054,0.0031,0.0048,0.002,0.1722,0.1406,0.0027,0.4474,0.0119,0.8184,0.0,0.0071,0.0
2020-03-30,12.5049,9.5946,9.5499,0.8867,9.5499,0.0528,0.0285,1.2096,0.1317,0.088,0.0144,0.0008,0.0198,0.0034,0.0388,0.0059,0.0425,0.1449,0.0,0.0148,0.0471,0.002,0.0134,0.0008,0.0971,0.0002,0.0227,0.014,0.4058,0.0,0.016,0.0024,0.0075,0.0,0.0083,0.0016,0.0055,0.003,0.0089,0.002,0.0026,0.0842,0.2478,0.0111,0.4168,0.0469,0.8712,0.0,0.0053,0.0002
2020-03-31,13.0219,10.4498,10.3983,0.7297,10.3983,0.06,0.0406,1.2529,0.1331,0.1182,0.0738,0.0002,0.0157,0.0076,0.0395,0.0084,0.0479,0.0781,0.0,0.0309,0.0541,0.0004,0.0226,0.0015,0.0816,0.0006,0.0065,0.0199,0.2928,0.0,0.0157,0.003,0.0063,0.0,0.006,0.0013,0.0071,0.0095,0.0062,0.0034,0.0032,0.0701,0.1728,0.0181,0.3293,0.0548,0.8963,0.0,0.0037,0.0002
2020-04-01,13.2338,10.6366,10.5703,0.8145,10.5703,0.114,0.0333,1.2389,0.1245,0.099,0.0245,0.0019,0.0219,0.0068,0.0642,0.0188,0.0621,0.0734,0.0,0.0182,0.0374,0.0025,0.0127,0.001,0.0945,0.0008,0.0116,0.0245,0.2858,0.0,0.0167,0.0027,0.0093,0.0006,0.008,0.004,0.0049,0.004,0.0068,0.0049,0.0025,0.1691,0.1931,0.0034,0.3267,0.0376,1.1053,0.0,0.0048,0.0002
2020-04-02,13.5177,10.6093,10.4891,0.9534,10.4891,0.1999,0.0346,1.2217,0.1398,0.0995,0.0213,0.0042,0.019,0.0046,0.0321,0.102,0.0744,0.0539,0.0,0.0566,0.0399,0.0032,0.0133,0.0006,0.0602,0.0008,0.0095,0.0156,0.2998,0.0,0.0154,0.0021,0.0085,0.0002,0.0053,0.0021,0.0036,0.0038,0.0082,0.0241,0.0021,0.1363,0.1548,0.0167,0.3934,0.041,1.8002,0.0,0.0125,0.0002
2020-04-03,13.3598,10.7641,10.6685,0.8198,10.6685,0.1044,0.0288,1.1685,0.142,0.1081,0.0419,0.001,0.0221,0.0031,0.0378,0.0229,0.0507,0.0586,0.0,0.0184,0.0233,0.0039,0.0096,0.0008,0.0611,0.0014,0.0053,0.0223,0.3142,0.0,0.0125,0.0016,0.0172,0.0,0.0031,0.0031,0.0041,0.0147,0.0053,0.0027,0.0037,0.0797,0.135,0.0098,0.439,0.0239,1.8414,0.0,0.011,0.0
2020-04-04,12.842,10.4829,10.3898,0.6148,10.3898,0.101,0.0305,1.098,0.1932,0.0839,0.0756,0.0013,0.0264,0.0035,0.0321,0.0191,0.0226,0.1331,0.0,0.0184,0.0534,0.0029,0.007,0.0016,0.1735,0.0006,0.0067,0.0318,0.2119,0.0,0.0194,0.0029,0.0137,0.0,0.007,0.0019,0.0025,0.0022,0.0057,0.0013,0.0388,0.0454,0.2202,0.014,0.5093,0.0543,1.2051,0.0,0.0035,0.0006
2020-04-05,11.1965,8.5768,8.504,0.402,8.504,0.0423,0.0337,0.9955,0.1133,0.0836,0.0305,0.0011,0.033,0.0043,0.0316,0.0054,0.0237,0.0624,0.0,0.1528,0.0165,0.0036,0.0082,0.0011,0.2155,0.0014,0.0075,0.0631,0.179,0.0,0.0201,0.0011,0.0111,0.0,0.0079,0.0014,0.0022,0.0039,0.0032,0.0014,0.0032,0.2001,0.231,0.0161,0.4468,0.0172,0.8094,0.0,0.0014,0.0011
2020-04-06,12.5316,10.5389,10.4516,0.7371,10.4516,0.0515,0.0628,1.1708,0.1424,0.1586,0.0304,0.0034,0.0639,0.0019,0.0364,0.0086,0.0722,0.0928,0.0,0.0862,0.0221,0.0017,0.0073,0.0004,0.1424,0.0002,0.0054,0.0137,0.2971,0.0,0.0163,0.0013,0.0064,0.0,0.0054,0.0064,0.0024,0.0034,0.0036,0.0028,0.0047,0.1947,0.5844,0.0054,0.3584,0.0236,0.8483,0.0,0.0032,0.0
2020-04-07,12.1007,10.2219,10.0996,0.7955,10.0996,0.0525,0.0268,1.0463,0.1269,0.0817,0.0314,0.0032,0.0177,0.0046,0.0388,0.0107,0.077,0.1448,0.0,0.0845,0.0221,0.0022,0.0123,0.0016,0.1728,0.0002,0.0099,0.0103,0.3498,0.0,0.0177,0.0012,0.0088,0.005,0.0042,0.0036,0.0068,0.0127,0.0052,0.0024,0.0046,0.1354,0.4365,0.003,0.2623,0.0229,0.8999,0.0,0.0038,0.0004
