datetime,omicron_intensity,brian laundrie_intensity,gabby petito_intensity,delta variant_intensity,vaccine mandate_intensity,shiba inu coin_intensity,dogecoin_intensity,marjorie taylor greene_intensity,johnson and johnson vaccine_intensity,capitol_intensity,deshaun watson_intensity,crypto_intensity,cardano_intensity,amc stock_intensity,taliban_intensity,afghanistan_intensity,afghanistan news_intensity,ethereum_intensity,justin fields_intensity,aaron rodgers_intensity,myanmar_intensity,covid vaccine_intensity,britney spears_intensity,ted cruz_intensity,vaccine_intensity,russell wilson_intensity,tiger woods_intensity,washington football team_intensity,gamestop_intensity,kyle rittenhouse_intensity,student loan forgiveness_intensity,bitcoin_intensity,bitcoin price_intensity,immigration news_intensity,phoenix suns_intensity,nba scores_intensity,ukraine_intensity,atlanta braves_intensity,knicks_intensity,elon musk_intensity,yankees_intensity,kim kardashian_intensity,israel_intensity,traductor_intensity,dodgers_intensity,chicago bears_intensity,ethiopia_intensity
2021-06-14,0.0003,0.0,0.0,0.2394,0.0241,0.0,0.0176,0.0126,0.0015,0.4185,0.0012,0.111,0.0029,0.0023,0.1157,0.3448,0.0,0.0402,0.0018,0.0126,0.0723,0.6594,0.0162,0.0135,1.537,0.0032,0.0035,0.0041,0.0226,0.0023,0.0029,0.156,0.0226,0.0015,0.0411,0.0,0.3281,0.0094,0.0085,0.1113,0.0446,0.0194,0.5739,0.0,0.0567,0.0038,0.0232
2021-06-15,0.001,0.0,0.0,0.3519,0.0069,0.0003,0.0152,0.1186,0.0059,0.7404,0.0026,0.0841,0.0028,0.0021,0.1819,0.3813,0.0003,0.0319,0.0064,0.046,0.0394,0.6215,0.0064,0.0216,1.6189,0.0049,0.0422,0.0044,0.0116,0.0008,0.0033,0.1086,0.0069,0.0015,0.0098,0.0,0.1891,0.0103,0.0077,0.0605,0.0262,0.0144,0.489,0.0,0.1456,0.0039,0.0512
2021-06-16,0.0008,0.0,0.0,0.2452,0.0138,0.0008,0.013,0.0552,0.0087,0.7617,0.0041,0.0708,0.0036,0.0033,0.0386,0.2537,0.0003,0.0266,0.0061,0.0151,0.0268,0.4458,0.0143,0.0296,1.348,0.0066,0.0115,0.0028,0.0133,0.0013,0.0043,0.1001,0.0043,0.0018,0.0613,0.0003,0.4649,0.0189,0.0169,0.0462,0.0529,0.0419,0.4169,0.0,0.0953,0.0107,0.0496
2021-06-17,0.0008,0.0,0.0,0.2613,0.008,0.0003,0.0131,0.0273,0.0039,0.6517,0.0013,0.098,0.0041,0.0031,0.0597,0.2058,0.0,0.0378,0.0044,0.0427,0.0617,0.4558,0.0033,0.0291,1.2453,0.0036,0.0193,0.0126,0.0157,0.0008,0.0183,0.0972,0.0039,0.0033,0.0437,0.0,0.1808,0.019,0.009,0.046,0.0365,0.053,0.2641,0.0,0.0707,0.0108,0.0293
2021-06-18,0.0003,0.0,0.0,0.3853,0.0044,0.0003,0.0161,0.0123,0.0027,0.6383,0.0022,0.0723,0.0019,0.0033,0.0526,0.2312,0.0005,0.0333,0.0063,0.0164,0.1031,0.5263,0.0224,0.0404,1.4008,0.0199,0.0101,0.0106,0.0409,0.0,0.0027,0.1009,0.0044,0.0046,0.0109,0.0,0.0679,0.0145,0.018,0.0322,0.0785,0.1442,0.3856,0.0003,0.0458,0.0147,0.1219
2021-06-19,0.0004,0.0,0.0,0.2983,0.0018,0.0,0.0084,0.0106,0.0013,0.4739,0.0022,0.0531,0.0009,0.0,0.0527,0.2443,0.0013,0.023,0.0027,0.008,0.0677,0.362,0.0137,0.0403,1.0222,0.0018,0.0035,0.0173,0.0124,0.0,0.0319,0.1819,0.004,0.0044,0.0394,0.0,0.0562,0.027,0.0106,0.0544,0.0717,0.0097,0.3186,0.0,0.0522,0.0106,0.0288
2021-06-20,0.0005,0.0,0.0,0.1746,0.0047,0.0,0.0057,0.0128,0.0014,0.3478,0.0033,0.0355,0.0019,0.0009,0.1278,0.3454,0.0,0.0099,0.0024,0.0071,0.0615,0.4254,0.1131,0.0298,0.9861,0.0009,0.0166,0.0151,0.0095,0.0,0.0014,0.0563,0.0019,0.0014,0.044,0.0,0.0837,0.0185,0.0066,0.0265,0.0743,0.0095,0.5905,0.0,0.0615,0.0047,0.0289
2021-06-21,0.0009,0.0,0.0,0.2149,0.0166,0.0003,0.0157,0.0086,0.0094,0.3311,0.0023,0.0999,0.0029,0.002,0.0468,0.177,0.0009,0.0385,0.0023,0.0029,0.0548,0.3816,0.0471,0.0217,1.0172,0.0066,0.0106,0.0043,0.0146,0.0009,0.0049,0.1464,0.0088,0.0006,0.0365,0.0,0.1344,0.0151,0.0146,0.0505,0.0479,0.1333,0.2837,0.0,0.0651,0.0026,0.1253
2021-06-22,0.0003,0.0,0.0,0.3623,0.011,0.0008,0.0376,0.0052,0.0042,0.4786,0.0013,0.1479,0.0039,0.0018,0.074,0.1736,0.0003,0.0525,0.0008,0.0444,0.0327,0.4611,0.0661,0.0293,1.1446,0.0029,0.0413,0.0026,0.064,0.0003,0.0026,0.1775,0.0102,0.0029,0.0389,0.0,0.0907,0.0173,0.0186,0.0499,0.0298,0.0159,0.2682,0.0,0.0478,0.005,0.0327
2021-06-23,0.0031,0.0,0.0,0.3961,0.0475,0.0003,0.0192,0.0115,0.0061,0.6024,0.0005,0.1035,0.0018,0.0041,0.057,0.1091,0.0,0.0286,0.002,0.0059,0.048,0.5349,0.2737,0.0473,1.1746,0.002,0.0013,0.0095,0.0204,0.0,0.0031,0.1597,0.0059,0.0038,0.0506,0.0,0.1781,0.0179,0.0355,0.0871,0.035,0.0054,0.4204,0.0,0.048,0.0043,0.0662
2021-06-24,0.0008,0.0,0.0,0.4978,0.0181,0.0,0.0181,0.0078,0.0028,1.042,0.0005,0.0952,0.0026,0.0005,0.1226,0.2227,0.0,0.0336,0.0026,0.0072,0.0313,0.3799,0.6455,0.0292,1.0994,0.0072,0.0021,0.0047,0.0241,0.0003,0.0023,0.1081,0.0078,0.0023,0.0437,0.0,0.2299,0.0202,0.0145,0.0509,0.0471,0.0776,0.3318,0.0,0.0603,0.014,0.0587
2021-06-25,0.0011,0.0,0.0,0.4886,0.0049,0.0008,0.0137,0.0076,0.0199,0.6495,0.0016,0.0787,0.0016,0.0019,0.1939,0.3308,0.0008,0.0219,0.0022,0.0082,0.0475,0.3146,0.2412,0.0453,1.1097,0.0027,0.0014,0.0049,0.0126,0.0003,0.0055,0.1005,0.0074,0.006,0.0426,0.0,0.1598,0.0219,0.0156,0.0489,0.0497,0.0587,0.3644,0.0,0.1194,0.0074,0.0298
2021-06-26,0.0009,0.0,0.0,0.317,0.0026,0.0004,0.0087,0.0161,0.017,0.4589,0.0009,0.0544,0.0065,0.0004,0.1171,0.189,0.0004,0.0161,0.0017,0.0152,0.0126,0.3862,0.0431,0.0453,1.0855,0.0013,0.0017,0.0096,0.0048,0.0,0.0044,0.0536,0.0035,0.0074,0.0305,0.0,0.0775,0.0231,0.0209,0.0636,0.047,0.0052,0.4428,0.0,0.0492,0.01,0.0331
2021-06-27,0.0009,0.0,0.0,0.3992,0.0042,0.0,0.0052,0.0814,0.0009,0.3587,0.0,0.0438,0.0038,0.0005,0.0372,0.1831,0.0,0.0108,0.0024,0.0024,0.0344,0.2857,0.0381,0.0245,0.8604,0.0009,0.0005,0.0282,0.0047,0.0,0.0014,0.0494,0.0019,0.0028,0.0621,0.0,0.1261,0.0306,0.0127,0.0946,0.065,0.0056,0.5761,0.0,0.0951,0.0075,0.0946
2021-06-28,0.0006,0.0,0.0,0.5294,0.0048,0.0011,0.0139,0.015,0.0048,0.3034,0.0017,0.1154,0.0037,0.0025,0.0393,0.1261,0.0,0.0342,0.0025,0.004,0.0218,0.319,0.0732,0.0201,0.968,0.0028,0.0006,0.004,0.0102,0.0017,0.0008,0.1236,0.009,0.004,0.0325,0.0,0.0857,0.0054,0.0591,0.1077,0.0472,0.1012,0.4955,0.0,0.0433,0.0062,0.0611
2021-06-29,0.0005,0.0,0.0,0.5402,0.0034,0.0003,0.01,0.0111,0.0047,0.6602,0.0003,0.1503,0.0013,0.0021,0.0837,0.1621,0.0008,0.0318,0.0053,0.0058,0.0737,0.4755,0.1568,0.0424,1.201,0.0024,0.0021,0.0061,0.0076,0.0005,0.0045,0.1616,0.0042,0.0024,0.0363,0.0,0.1042,0.0161,0.0179,0.0489,0.1439,0.1295,0.3605,0.0,0.0529,0.0026,0.0818
2021-06-30,0.0005,0.0,0.0,0.6349,0.0086,0.0,0.0109,0.029,0.0099,0.8647,0.0013,0.0838,0.001,0.001,0.1717,0.3553,0.0005,0.0216,0.0015,0.0081,0.0394,0.4162,0.1653,0.0246,1.2967,0.0013,0.0013,0.0048,0.0218,0.0008,0.0018,0.0815,0.0061,0.0046,0.077,0.0,0.1336,0.0124,0.0076,0.0439,0.0688,0.0132,0.4079,0.0,0.1531,0.0132,0.0724
2021-07-01,0.0,0.0,0.0,0.7613,0.008,0.0003,0.0151,0.0449,0.0077,0.8719,0.0013,0.0865,0.0026,0.0023,0.1121,0.2838,0.0,0.0357,0.0028,0.0064,0.0562,0.3826,0.1809,0.0108,1.2476,0.0044,0.0149,0.0208,0.0467,0.0013,0.0015,0.0765,0.0023,0.0044,0.1309,0.0,0.1357,0.0172,0.0108,0.0513,0.0742,0.0208,0.3061,0.0,0.0536,0.0326,0.0482
2021-07-02,0.0003,0.0,0.0,0.7343,0.0053,0.0,0.0268,0.026,0.0039,0.7726,0.0017,0.0851,0.0006,0.0031,0.3093,0.4868,0.0011,0.0408,0.0028,0.0075,0.0553,0.3852,0.098,0.0165,1.2005,0.0031,0.0011,0.0349,0.0257,0.0126,0.007,0.079,0.0017,0.0061,0.0547,0.0,0.2158,0.0304,0.0081,0.0929,0.11,0.014,0.273,0.0,0.1518,0.0031,0.05
2021-07-03,0.0009,0.0,0.0,0.7517,0.0032,0.0,0.005,0.0131,0.005,0.4401,0.0014,0.0415,0.0014,0.0014,0.2313,0.3319,0.0005,0.0086,0.0014,0.0059,0.1078,0.4275,0.106,0.0108,1.139,0.0018,0.0,0.0054,0.0162,0.0036,0.0009,0.0433,0.0072,0.0063,0.0884,0.0,0.1506,0.0334,0.0077,0.032,0.0834,0.0095,0.1912,0.0,0.2615,0.0032,0.0618
2021-07-04,0.0005,0.0,0.0,0.7263,0.0015,0.0,0.0044,0.0126,0.0044,0.4697,0.0015,0.0432,0.0005,0.0,0.146,0.2678,0.001,0.0068,0.0024,0.0068,0.0606,0.3125,0.017,0.0082,1.0403,0.0053,0.0039,0.0058,0.0112,0.001,0.001,0.0359,0.0024,0.0044,0.0587,0.0,0.1295,0.0286,0.018,0.018,0.098,0.0029,0.1975,0.0,0.1441,0.0024,0.0291
2021-07-05,0.0009,0.0,0.0,0.6249,0.0022,0.0,0.0084,0.0149,0.0009,0.3518,0.0019,0.0404,0.0,0.0012,0.1218,0.2256,0.0019,0.0137,0.0022,0.0044,0.0709,0.4183,0.0233,0.0099,0.9823,0.0016,0.0003,0.004,0.0065,0.0009,0.0006,0.0761,0.0025,0.0022,0.0308,0.0,0.0572,0.0211,0.0134,0.0289,0.069,0.0016,0.2579,0.0,0.0559,0.0037,0.0413
2021-07-06,0.0005,0.0,0.0,0.4944,0.0016,0.0005,0.0068,0.0156,0.0016,0.5336,0.0011,0.089,0.0022,0.0049,0.1489,0.2853,0.0027,0.0244,0.0016,0.0137,0.1243,0.3148,0.0868,0.0375,0.9552,0.0025,0.0022,0.0049,0.0107,0.0148,0.0016,0.0966,0.0027,0.0019,0.1295,0.0,0.0892,0.0214,0.0068,0.0391,0.0282,0.0077,0.3866,0.0,0.0663,0.0038,0.037
2021-07-07,0.0,0.0,0.0,0.718,0.0046,0.0005,0.0062,0.0366,0.0008,0.7556,0.001,0.0839,0.0018,0.0028,0.1153,0.2126,0.0023,0.0219,0.0023,0.0991,0.1128,0.4178,0.1735,0.0139,1.221,0.0031,0.0471,0.0033,0.0142,0.0082,0.0059,0.0669,0.009,0.0028,0.0901,0.0,0.0819,0.0147,0.0075,0.0417,0.0443,0.0273,0.2942,0.0,0.0533,0.0461,0.0448
2021-07-08,0.0003,0.0,0.0,0.8686,0.0052,0.0,0.0076,0.0376,0.0023,0.5458,0.0023,0.0645,0.0013,0.0029,0.3075,0.3928,0.0026,0.0183,0.0013,0.0099,0.0509,0.3821,0.0773,0.0133,1.2837,0.0005,0.0042,0.0013,0.0172,0.0003,0.0037,0.0927,0.0034,0.0037,0.0352,0.0,0.0577,0.0141,0.0081,0.0854,0.0488,0.0465,0.4166,0.0,0.0697,0.0073,0.0368
2021-07-09,0.0003,0.0,0.0,0.9001,0.0042,0.0003,0.0072,0.0222,0.0022,0.5148,0.0019,0.0614,0.0025,0.0017,0.2557,0.4834,0.0014,0.017,0.0028,0.0072,0.0295,0.5335,0.1543,0.0264,1.4475,0.0025,0.0025,0.0028,0.0178,0.0,0.0036,0.0634,0.0025,0.0033,0.0578,0.0,0.0698,0.0158,0.0111,0.0692,0.0637,0.0131,0.3619,0.0,0.0714,0.0056,0.0745
2021-07-10,0.0,0.0,0.0,0.7937,0.0027,0.0004,0.0058,0.0394,0.0013,0.4852,0.0013,0.0359,0.0013,0.0004,0.1266,0.4259,0.0,0.0097,0.0018,0.0049,0.0217,0.4387,0.0757,0.0186,1.2337,0.0035,0.0018,0.0044,0.012,0.0009,0.004,0.0518,0.0018,0.0018,0.0319,0.0,0.2514,0.0195,0.0071,0.0483,0.0735,0.0345,0.2869,0.0,0.1178,0.0053,0.0695
2021-07-11,0.0005,0.0,0.0,0.5891,0.0034,0.0,0.0029,0.0309,0.0024,0.3522,0.0014,0.0362,0.0014,0.001,0.1221,0.2538,0.0014,0.0164,0.0014,0.0077,0.1684,0.3334,0.041,0.0289,1.0638,0.001,0.0014,0.082,0.0039,0.0005,0.001,0.0584,0.0019,0.0043,0.0371,0.0,0.1587,0.0564,0.0077,0.4834,0.0613,0.0058,0.3942,0.0,0.1057,0.0304,0.0381
2021-07-12,0.0006,0.0,0.0,0.8593,0.0162,0.0006,0.0064,0.0162,0.0342,0.4536,0.0017,0.0602,0.0014,0.0023,0.1912,0.2731,0.0006,0.0461,0.0012,0.0041,0.1477,0.6088,0.1034,0.031,1.4409,0.0029,0.0023,0.02,0.0119,0.0003,0.0023,0.0707,0.0122,0.0017,0.0443,0.0,0.0962,0.0336,0.0061,0.1639,0.0666,0.0081,0.3499,0.0,0.0634,0.0507,0.1075
2021-07-13,0.0003,0.0,0.0,0.7863,0.0145,0.0003,0.0095,0.0098,0.0071,0.9203,0.0008,0.0659,0.0029,0.0016,0.1411,0.2691,0.0008,0.0324,0.0016,0.0061,0.033,0.6072,0.0538,0.0317,1.5447,0.0021,0.0042,0.0148,0.0061,0.0,0.0127,0.0567,0.004,0.0026,0.0359,0.0,0.0586,0.0113,0.0063,0.1076,0.0472,0.0098,0.2501,0.0,0.0385,0.0066,0.0987
2021-07-14,0.0003,0.0,0.0,0.8623,0.005,0.0003,0.0089,0.0156,0.0039,0.6755,0.0013,0.0641,0.0016,0.0031,0.2592,0.4002,0.0016,0.0182,0.0016,0.0036,0.1034,0.496,0.2431,0.0698,1.2821,0.0036,0.0034,0.0076,0.0276,0.0003,0.0055,0.0602,0.0021,0.0026,0.0698,0.0003,0.0719,0.0063,0.0122,0.0443,0.0516,0.0112,0.2712,0.0,0.0297,0.0052,0.0472
2021-07-15,0.0003,0.0,0.0,0.7636,0.0096,0.0003,0.0164,0.0234,0.0021,0.5149,0.0018,0.087,0.001,0.0039,0.1945,0.3016,0.0,0.0284,0.0018,0.0047,0.062,0.4506,0.3256,0.0438,1.3587,0.0047,0.0086,0.0091,0.0208,0.0,0.0049,0.0755,0.0016,0.0026,0.0789,0.0,0.1294,0.0086,0.0104,0.0443,0.1096,0.0115,0.2235,0.0,0.0284,0.0203,0.0234
2021-07-16,0.0,0.0,0.0,1.0834,0.0086,0.0003,0.0088,0.0108,0.005,0.5696,0.0008,0.0591,0.0008,0.0039,0.1808,0.3435,0.0008,0.0179,0.0025,0.013,0.0699,0.6069,0.0442,0.0257,1.7077,0.0028,0.0033,0.0188,0.0157,0.0008,0.0006,0.0704,0.0039,0.003,0.0193,0.0,0.1485,0.0168,0.0442,0.0342,0.14,0.0265,0.3117,0.0,0.0329,0.0331,0.048
2021-07-17,0.0,0.0,0.0,1.157,0.0125,0.0,0.0052,0.0409,0.0022,0.5257,0.0009,0.0418,0.0,0.0009,0.1386,0.2235,0.0009,0.0129,0.0009,0.0108,0.0284,0.3884,0.1645,0.0116,1.6607,0.0013,0.0017,0.009,0.0082,0.0022,0.0039,0.0362,0.0013,0.006,0.0616,0.0,0.1188,0.0413,0.0133,0.0431,0.1025,0.025,0.1662,0.0,0.0745,0.0146,0.0336
2021-07-18,0.0005,0.0,0.0,0.7636,0.0029,0.0,0.0043,0.0859,0.0038,0.4977,0.0014,0.0254,0.0005,0.0,0.1402,0.2553,0.0005,0.0062,0.001,0.0062,0.0298,0.3067,0.2198,0.0163,1.295,0.0024,0.0134,0.0034,0.0062,0.0029,0.0005,0.0365,0.0038,0.0019,0.1358,0.0,0.0504,0.0302,0.0034,0.048,0.0883,0.0518,0.3811,0.0,0.0845,0.0038,0.012
2021-07-19,0.0006,0.0,0.0,1.1226,0.0175,0.0003,0.0088,0.0123,0.0012,0.6879,0.0012,0.11,0.0023,0.0018,0.1474,0.3457,0.0,0.0243,0.0026,0.0035,0.0491,0.5133,0.1307,0.0199,1.5567,0.002,0.0097,0.0035,0.0263,0.0009,0.0041,0.0518,0.0035,0.0026,0.029,0.0,0.0506,0.0079,0.0061,0.0544,0.1574,0.0389,0.5107,0.0,0.06,0.0053,0.0243
2021-07-20,0.0008,0.0,0.0,1.2118,0.0314,0.0,0.0195,0.1426,0.0033,0.7849,0.0028,0.1057,0.0041,0.0011,0.1302,0.3617,0.0006,0.0369,0.0047,0.0661,0.0341,0.5949,0.1894,0.0242,1.6085,0.0017,0.0019,0.0058,0.019,0.03,0.0025,0.1068,0.0055,0.0025,0.0328,0.0,0.0864,0.0044,0.0063,0.18,0.0551,0.0988,0.4099,0.0,0.1275,0.0526,0.0223
2021-07-21,0.0008,0.0,0.0,1.3115,0.0265,0.0,0.0183,0.0473,0.0041,0.8051,0.0025,0.0796,0.0025,0.0022,0.0801,0.1651,0.0,0.038,0.0022,0.0167,0.0391,0.6417,0.0782,0.05,1.7147,0.0022,0.0104,0.0036,0.0082,0.0019,0.0025,0.137,0.0082,0.0036,0.2403,0.0,0.1435,0.0115,0.0178,0.161,0.0845,0.0867,0.3417,0.0005,0.0787,0.0066,0.0265
2021-07-22,0.0,0.0,0.0,1.5333,0.0146,0.0,0.0168,0.042,0.0047,0.6763,0.0016,0.0758,0.0008,0.0014,0.1417,0.2228,0.0,0.0382,0.0025,0.006,0.0906,0.7059,0.0547,0.0258,1.939,0.0096,0.0044,0.0088,0.0104,0.0003,0.0033,0.1134,0.0082,0.0016,0.0827,0.0,0.0997,0.0096,0.0157,0.0931,0.0744,0.0472,0.3607,0.0,0.0266,0.0115,0.0797
2021-07-23,0.0,0.0,0.0,1.518,0.0185,0.0003,0.0088,0.0796,0.0034,0.5432,0.004,0.0807,0.0006,0.0009,0.1609,0.2772,0.0,0.0298,0.0023,0.0296,0.0554,0.7823,0.0881,0.0395,2.059,0.0165,0.0148,0.0497,0.0068,0.0006,0.0011,0.0688,0.0034,0.0037,0.0273,0.0,0.2004,0.0165,0.0344,0.0455,0.0691,0.0958,0.2794,0.0,0.0611,0.008,0.0361
2021-07-24,0.0009,0.0,0.0,1.1963,0.0517,0.0,0.004,0.0243,0.0045,0.5291,0.0067,0.0301,0.0009,0.0,0.0819,0.2731,0.0004,0.0072,0.0058,0.0841,0.1354,0.4612,0.0985,0.0247,1.3552,0.0022,0.0018,0.0103,0.0049,0.0009,0.0022,0.0373,0.0004,0.0054,0.0283,0.0,0.072,0.0162,0.0103,0.031,0.058,0.085,0.3617,0.0,0.0553,0.0085,0.0252
2021-07-25,0.0,0.0,0.0,0.8102,0.0711,0.0,0.0048,0.0087,0.0015,0.65,0.0189,0.0397,0.0015,0.0015,0.0808,0.1917,0.001,0.0087,0.0034,0.0223,0.1433,0.4162,0.029,0.0169,1.3193,0.0029,0.0029,0.0102,0.0082,0.0005,0.001,0.0542,0.0019,0.0034,0.0082,0.0,0.1244,0.0198,0.0068,0.029,0.0692,0.0252,0.2415,0.0,0.0711,0.0136,0.016
2021-07-26,0.0006,0.0,0.0,1.4415,0.1568,0.0,0.0218,0.015,0.0032,0.576,0.0197,0.1088,0.0053,0.0006,0.1253,0.2642,0.0003,0.0418,0.0026,0.1141,0.0897,0.6266,0.0524,0.0127,1.628,0.0026,0.0021,0.0094,0.0056,0.0021,0.0044,0.1539,0.0071,0.0029,0.0071,0.0,0.0794,0.0129,0.0065,0.1088,0.065,0.0335,0.3286,0.0,0.0721,0.0082,0.0468
2021-07-27,0.0,0.0,0.0,1.7214,0.1113,0.0003,0.006,0.0643,0.0046,1.0546,0.0087,0.0727,0.0016,0.0003,0.1096,0.2782,0.0,0.0364,0.0087,0.086,0.0757,0.6323,0.1514,0.0258,1.7124,0.0008,0.0019,0.0337,0.0092,0.0043,0.006,0.1031,0.0166,0.0024,0.0095,0.0,0.1126,0.051,0.009,0.0852,0.0719,0.0437,0.2866,0.0,0.0356,0.0114,0.0339
2021-07-28,0.0003,0.0,0.0,2.085,0.2236,0.0,0.0051,0.0539,0.0019,0.9522,0.011,0.056,0.0008,0.0,0.0906,0.199,0.0003,0.0217,0.0046,0.1271,0.0311,0.6695,0.067,0.0209,2.0518,0.0016,0.0019,0.0105,0.0311,0.0016,0.0046,0.0617,0.0024,0.0048,0.0188,0.0,0.151,0.0161,0.0113,0.037,0.0611,0.029,0.2773,0.0,0.04,0.0172,0.0386
2021-07-29,0.0003,0.0,0.0,2.196,0.1641,0.0,0.0423,0.0229,0.0029,0.742,0.0079,0.1354,0.0003,0.0012,0.1606,0.2722,0.0003,0.0341,0.0018,0.1013,0.0391,0.801,0.0614,0.0338,2.1481,0.0018,0.0026,0.0085,0.1721,0.0012,0.0076,0.1166,0.0021,0.0018,0.0094,0.0,0.1768,0.0123,0.0076,0.037,0.081,0.0053,0.3215,0.0,0.0426,0.0076,0.044
2021-07-30,0.0014,0.0,0.0,2.2607,0.1023,0.0,0.0129,0.0247,0.0058,0.7284,0.0034,0.1043,0.0085,0.0037,0.2416,0.372,0.002,0.0352,0.0017,0.0346,0.0803,0.6471,0.0979,0.0349,2.1733,0.0088,0.0014,0.0108,0.0342,0.0007,0.0037,0.0786,0.0034,0.0129,0.019,0.0,0.0776,0.0376,0.0196,0.0806,0.2365,0.0105,0.3754,0.0,0.0884,0.0051,0.0813
2021-07-31,0.0006,0.0,0.0,2.031,0.1248,0.0,0.0095,0.0089,0.0033,0.7398,0.0028,0.0501,0.0,0.0028,0.0863,0.1521,0.0,0.0134,0.005,0.0206,0.0368,0.7476,0.0106,0.0318,1.9736,0.0033,0.0022,0.0111,0.005,0.0006,0.0011,0.0384,0.0017,0.0033,0.0084,0.0,0.1214,0.029,0.0234,0.0418,0.1905,0.0067,0.3721,0.0,0.0997,0.0067,0.1014
2021-08-01,0.0,0.0,0.0,1.6607,0.039,0.0,0.0045,0.0113,0.0006,0.6341,0.0011,0.0277,0.0011,0.0011,0.0973,0.1533,0.0011,0.0113,0.0028,0.0096,0.0747,0.5345,0.0079,0.0351,1.5193,0.0028,0.0006,0.0074,0.0034,0.0011,0.0006,0.0272,0.0023,0.0096,0.0277,0.0,0.2449,0.0379,0.013,0.0175,0.112,0.0034,0.3886,0.0,0.0854,0.0034,0.0413
2021-08-02,0.0007,0.0,0.0,2.0066,0.1497,0.0,0.0039,0.0096,0.0046,0.7012,0.0029,0.0965,0.0029,0.0011,0.2394,0.2945,0.0011,0.0261,0.0172,0.0064,0.0958,0.6115,0.0761,0.0293,1.9405,0.0021,0.0018,0.0046,0.0093,0.0007,0.0079,0.074,0.0029,0.0029,0.0118,0.0,0.1712,0.0161,0.0161,0.0379,0.0665,0.0189,0.2684,0.0,0.0457,0.0132,0.0608
2021-08-03,0.0003,0.0,0.0,2.3602,0.1429,0.0003,0.0038,0.0109,0.0013,0.6788,0.0071,0.0836,0.0032,0.0006,0.1157,0.2705,0.0003,0.0266,0.0083,0.0077,0.0699,0.823,0.0253,0.0154,2.1609,0.0016,0.0022,0.0061,0.0205,0.0,0.0013,0.0792,0.0026,0.0045,0.0157,0.0,0.2182,0.0087,0.0333,0.033,0.0484,0.0176,0.3528,0.0,0.0292,0.0112,0.0288
2021-08-04,0.0006,0.0,0.0,2.3324,0.1307,0.0003,0.0049,0.0138,0.0052,0.5492,0.0024,0.0701,0.0058,0.0009,0.1264,0.2048,0.0003,0.0294,0.0043,0.0132,0.0925,0.6309,0.022,0.0303,2.0575,0.0021,0.0015,0.0064,0.0285,0.0,0.0058,0.0505,0.0021,0.004,0.0138,0.0,0.176,0.0211,0.0726,0.0389,0.0955,0.0269,0.4739,0.0,0.0603,0.008,0.0343
2021-08-05,0.0003,0.0,0.0,2.1987,0.1179,0.0,0.0045,0.024,0.0035,0.4869,0.0032,0.0692,0.0006,0.0006,0.0657,0.1409,0.0006,0.032,0.0022,0.0612,0.033,0.7973,0.0923,0.0413,2.1228,0.0048,0.0026,0.0144,0.0167,0.0006,0.0048,0.0589,0.0032,0.0042,0.0054,0.0,0.1634,0.0231,0.073,0.0426,0.0612,0.0183,0.3921,0.0,0.05,0.0106,0.0429
2021-08-06,0.0014,0.0,0.0,2.3052,0.1877,0.0,0.0043,0.0352,0.0069,0.4929,0.0022,0.1326,0.0018,0.0022,0.1555,0.2352,0.0,0.0453,0.0011,0.0192,0.0536,0.7534,0.1178,0.0395,2.1555,0.0014,0.0,0.0058,0.0058,0.0,0.0051,0.054,0.0018,0.0007,0.0228,0.0,0.1526,0.0257,0.0138,0.0449,0.0739,0.0852,0.3711,0.0,0.0438,0.0069,0.0605
2021-08-07,0.0034,0.0,0.0,1.4549,0.0834,0.0,0.0041,0.0214,0.0055,0.5228,0.0262,0.0944,0.0028,0.0007,0.1908,0.2638,0.009,0.0083,0.0021,0.0069,0.1109,0.6544,0.0517,0.0193,1.7869,0.0014,0.0014,0.0034,0.0021,0.0,0.0083,0.0303,0.0014,0.0028,0.0083,0.0,0.3699,0.04,0.0076,0.0331,0.0682,0.0517,0.4994,0.0,0.082,0.0034,0.0889
2021-08-08,0.0,0.0,0.0,1.7733,0.1705,0.0,0.0035,0.0174,0.0014,0.4141,0.0007,0.0425,0.0014,0.0,0.2742,0.3076,0.0014,0.0188,0.0035,0.0111,0.0264,0.6632,0.0362,0.0132,1.728,0.0007,0.0028,0.0042,0.0021,0.0,0.0077,0.0327,0.0007,0.0028,0.007,0.0,0.3125,0.0188,0.0174,0.0251,0.0974,0.0084,0.5157,0.0,0.0856,0.0049,0.032
2021-08-09,0.0004,0.0,0.0,1.8853,0.0943,0.0,0.0081,0.0105,0.005,0.3391,0.0058,0.092,0.0035,0.0043,0.2006,0.2359,0.0012,0.0295,0.0027,0.0074,0.019,0.8807,0.0524,0.0217,1.9435,0.0019,0.0023,0.0043,0.0089,0.0004,0.0062,0.0679,0.0078,0.0039,0.0043,0.0,0.1152,0.0019,0.0062,0.045,0.0407,0.0089,0.201,0.0,0.0376,0.0167,0.0182
2021-08-10,0.0008,0.0,0.0,1.7258,0.1121,0.0,0.0282,0.0673,0.0008,0.4547,0.0098,0.135,0.0015,0.0117,0.2497,0.2719,0.0015,0.0549,0.0034,0.0154,0.0609,0.7198,0.012,0.0376,1.8412,0.0019,0.0023,0.0621,0.0135,0.0008,0.0034,0.1121,0.003,0.0019,0.0086,0.0,0.0918,0.0071,0.0154,0.0974,0.0748,0.009,0.343,0.0,0.0237,0.0068,0.0399
