datetime,omicron_intensity,brian laundrie_intensity,gabby petito_intensity,delta variant_intensity,vaccine mandate_intensity,shiba inu coin_intensity,dogecoin_intensity,marjorie taylor greene_intensity,johnson and johnson vaccine_intensity,capitol_intensity,deshaun watson_intensity,crypto_intensity,cardano_intensity,amc stock_intensity,taliban_intensity,afghanistan_intensity,afghanistan news_intensity,ethereum_intensity,justin fields_intensity,aaron rodgers_intensity,myanmar_intensity,covid vaccine_intensity,britney spears_intensity,ted cruz_intensity,vaccine_intensity,russell wilson_intensity,tiger woods_intensity,washington football team_intensity,gamestop_intensity,kyle rittenhouse_intensity,student loan forgiveness_intensity,bitcoin_intensity,bitcoin price_intensity,immigration news_intensity,phoenix suns_intensity,nba scores_intensity,ukraine_intensity,atlanta braves_intensity,knicks_intensity,elon musk_intensity,yankees_intensity,kim kardashian_intensity,israel_intensity,traductor_intensity,dodgers_intensity,chicago bears_intensity,ethiopia_intensity
2021-02-18,0.0,0.0,0.0,0.0,0.0012,0.0,0.007,0.0521,0.0021,0.9482,0.007,0.0654,0.0009,0.0005,0.0308,0.0834,0.0,0.039,0.0037,0.0035,0.0995,0.9559,0.0238,0.2487,2.3897,0.0037,0.0061,0.0072,0.2741,0.0028,0.0238,0.1142,0.0068,0.0026,0.0124,0.0,0.1062,0.028,0.0236,0.0451,0.0416,0.046,0.2447,0.0,0.0388,0.0126,0.0607
2021-02-19,0.0002,0.0,0.0,0.0,0.001,0.0,0.0161,0.02,0.0022,0.8706,0.009,0.0819,0.001,0.0,0.0916,0.2304,0.0,0.0244,0.0054,0.0054,0.1085,1.0607,0.0467,0.3325,2.5744,0.0034,0.0027,0.0071,0.1559,0.0005,0.0098,0.1317,0.0071,0.0037,0.0066,0.0,0.0924,0.0044,0.0078,0.0716,0.0811,0.1422,0.357,0.0,0.031,0.0049,0.0657
2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0085,0.0018,0.8496,0.0063,0.0332,0.0004,0.0,0.1003,0.1652,0.0026,0.0251,0.0033,0.0026,0.1442,0.9075,0.0631,0.3772,2.1524,0.0011,0.0015,0.0063,0.0229,0.0015,0.0033,0.0822,0.0066,0.0033,0.0336,0.0,0.1822,0.0085,0.0177,0.038,0.0701,0.3334,0.236,0.0,0.0203,0.0026,0.0395
2021-02-21,0.0,0.0,0.0,0.0,0.0017,0.0,0.003,0.0121,0.0009,0.8411,0.006,0.025,0.0004,0.0013,0.0392,0.1081,0.0,0.0211,0.0043,0.0065,0.1525,0.8385,0.0875,0.3908,1.9148,0.0026,0.0034,0.0422,0.0237,0.0004,0.003,0.0608,0.0056,0.0017,0.022,0.0,0.0582,0.0043,0.0108,0.0849,0.0194,0.0814,0.4864,0.0,0.0172,0.0022,0.0172
2021-02-22,0.0003,0.0,0.0,0.0,0.0016,0.0,0.0037,0.0098,0.0021,0.7233,0.0101,0.0704,0.0005,0.0,0.0198,0.0706,0.0,0.0175,0.0071,0.0032,0.1632,0.7756,0.0167,0.1862,2.0896,0.0019,0.0153,0.0368,0.0458,0.0011,0.0058,0.1307,0.0061,0.0034,0.0085,0.0,0.0672,0.0034,0.0436,0.0651,0.0386,0.1034,0.4222,0.0,0.0381,0.0074,0.0347
2021-02-23,0.0005,0.0,0.0,0.0,0.0015,0.0,0.0048,0.0109,0.0034,1.0541,0.0102,0.079,0.001,0.0007,0.0453,0.144,0.0,0.0487,0.0114,0.1108,0.0984,0.9622,0.0158,0.1638,2.1177,0.0044,0.2329,0.0456,0.0339,0.0019,0.0078,0.158,0.0254,0.0051,0.0204,0.0,0.0635,0.0024,0.0606,0.0725,0.0308,0.0395,0.334,0.0,0.0187,0.0262,0.0259
2021-02-24,0.0009,0.0,0.0,0.0,0.0019,0.0,0.0028,0.0248,0.0155,0.9146,0.0082,0.0588,0.0016,0.0007,0.0187,0.078,0.0002,0.0199,0.0061,0.0288,0.1119,1.0125,0.0309,0.0651,2.2383,0.0019,0.5899,0.0744,0.0597,0.0021,0.0047,0.1124,0.0075,0.0052,0.0129,0.0002,0.0871,0.0066,0.0424,0.0449,0.0211,0.0215,0.5125,0.0,0.0117,0.007,0.0248
2021-02-25,0.0012,0.0,0.0,0.0,0.0007,0.0,0.0063,0.1053,0.0229,0.9566,0.0411,0.074,0.0026,0.0023,0.0112,0.0883,0.0,0.0395,0.0082,0.0082,0.1303,1.0806,0.0243,0.0913,2.4969,0.0486,0.2116,0.0131,0.1822,0.0,0.0037,0.1119,0.0147,0.003,0.0287,0.0002,0.068,0.0023,0.0135,0.0553,0.0199,0.0439,0.3954,0.0,0.0147,0.0348,0.0703
2021-02-26,0.0005,0.0,0.0,0.0,0.0007,0.0,0.0068,0.0994,0.0256,0.8527,0.0283,0.0496,0.0029,0.0002,0.0493,0.0989,0.0002,0.0147,0.0027,0.0049,0.0838,0.9729,0.0371,0.1991,2.4264,0.0286,0.1646,0.0359,0.051,0.0007,0.0059,0.0745,0.0046,0.0032,0.0107,0.0,0.0681,0.0134,0.0274,0.044,0.0142,0.0481,0.3136,0.0,0.0166,0.0447,0.0574
2021-02-27,0.0,0.0,0.0,0.0,0.0004,0.0,0.0038,0.067,0.0192,0.9654,0.0115,0.0258,0.0012,0.0008,0.0285,0.0831,0.0,0.0081,0.0031,0.0023,0.1274,1.0197,0.0165,0.2428,2.2402,0.0069,0.1316,0.0242,0.0435,0.0,0.0069,0.0442,0.0019,0.0054,0.0273,0.0,0.085,0.0073,0.0804,0.0292,0.0212,0.1166,0.222,0.0,0.0331,0.0258,0.0231
2021-02-28,0.0,0.0,0.0,0.0,0.0022,0.0,0.0017,0.0365,0.0283,0.8751,0.007,0.0231,0.0009,0.0,0.0204,0.0961,0.0,0.0122,0.0035,0.003,0.2749,1.077,0.01,0.1531,2.3183,0.0074,0.1287,0.0226,0.0283,0.0,0.0017,0.0531,0.0052,0.0017,0.02,0.0,0.0531,0.0022,0.0583,0.0213,0.0217,0.0905,0.2618,0.0,0.0161,0.0026,0.104
2021-03-01,0.0003,0.0,0.0,0.0,0.0003,0.0,0.0039,0.0146,0.0254,0.6812,0.01,0.0542,0.0031,0.0005,0.0511,0.1394,0.0003,0.0264,0.0044,0.038,0.1646,1.0461,0.0074,0.1677,2.4096,0.0123,0.1261,0.0529,0.0331,0.001,0.0044,0.0829,0.0085,0.0023,0.0218,0.0,0.0691,0.0013,0.0295,0.0424,0.0526,0.0352,0.2848,0.0,0.047,0.0098,0.0603
2021-03-02,0.0007,0.0,0.0,0.0,0.0007,0.0002,0.0045,0.0109,0.0393,0.9974,0.0125,0.0504,0.0019,0.0002,0.0518,0.1641,0.0002,0.0156,0.0071,0.0092,0.1728,1.1766,0.0606,0.0859,2.6675,0.0109,0.0185,0.0092,0.075,0.0007,0.0073,0.0736,0.0095,0.005,0.0059,0.0,0.0959,0.0329,0.0286,0.0552,0.0272,0.0161,0.3653,0.0,0.0194,0.0147,0.0507
2021-03-03,0.0005,0.0,0.0,0.0,0.0009,0.0,0.0033,0.0086,0.0407,1.1382,0.0093,0.057,0.0009,0.0009,0.069,0.1383,0.0005,0.0258,0.0058,0.0126,0.1895,1.1703,0.0107,0.0881,2.7246,0.0425,0.0686,0.0088,0.0416,0.0005,0.0014,0.0751,0.007,0.0042,0.0386,0.0,0.067,0.0186,0.0244,0.0683,0.0232,0.0184,0.3055,0.0,0.0116,0.0405,0.0395
2021-03-04,0.0007,0.0,0.0,0.0002,0.004,0.0,0.0047,0.0141,0.0288,1.2306,0.0111,0.0587,0.0012,0.0012,0.0318,0.0884,0.0002,0.0264,0.0066,0.0292,0.2011,1.0069,0.0295,0.0288,2.6039,0.0057,0.0316,0.0125,0.0632,0.0012,0.0038,0.0856,0.0059,0.004,0.0108,0.0,0.0531,0.0057,0.0163,0.1311,0.0344,0.0127,0.2311,0.0,0.0165,0.0097,0.0512
2021-03-05,0.0,0.0,0.0,0.0,0.0017,0.0002,0.0099,0.0101,0.0262,0.9008,0.0081,0.0573,0.0015,0.0007,0.0161,0.0711,0.0,0.0267,0.0077,0.0175,0.1832,1.0134,0.0269,0.0368,2.6291,0.0077,0.0941,0.0195,0.0309,0.0,0.0077,0.0854,0.004,0.004,0.0168,0.0,0.0941,0.0074,0.0309,0.0857,0.0353,0.0425,0.2301,0.0,0.0193,0.0096,0.0452
2021-03-06,0.0,0.0,0.0,0.0,0.0004,0.0,0.007,0.0162,0.0236,0.8084,0.0039,0.0456,0.0023,0.0,0.0352,0.0699,0.0,0.024,0.0019,0.0054,0.1426,0.895,0.0278,0.0572,2.7677,0.0043,0.0626,0.0104,0.0232,0.0004,0.0066,0.058,0.0023,0.0039,0.0247,0.0,0.0734,0.0035,0.0104,0.0433,0.029,0.1283,0.2976,0.0,0.0881,0.0035,0.051
2021-03-07,0.0,0.0,0.0,0.0,0.0004,0.0,0.0021,0.0188,0.0103,0.9233,0.0064,0.0373,0.0,0.0,0.0694,0.1088,0.0,0.0146,0.0039,0.0394,0.2389,0.5704,0.006,0.0261,1.8504,0.0069,0.0064,0.0064,0.0171,0.0004,0.0064,0.0433,0.0039,0.0034,0.0056,0.0,0.048,0.0047,0.0086,0.0458,0.0338,0.0989,0.4509,0.0,0.0317,0.0056,0.0218
2021-03-08,0.0011,0.0,0.0,0.0,0.0083,0.0,0.0032,0.0067,0.0168,0.5265,0.008,0.0747,0.0024,0.0019,0.1257,0.2252,0.0013,0.0235,0.0048,0.0395,0.1996,0.8424,0.0147,0.0414,2.2773,0.0077,0.0235,0.0059,0.0464,0.0008,0.0059,0.0771,0.0064,0.0037,0.0043,0.0,0.0694,0.0043,0.0195,0.0696,0.0216,0.0686,0.3384,0.0,0.0213,0.0096,0.0339
2021-03-09,0.0,0.0,0.0,0.0,0.0007,0.0,0.0048,0.0242,0.0163,0.7961,0.011,0.0512,0.0012,0.0017,0.0517,0.1149,0.0007,0.0225,0.0045,0.0077,0.1288,0.9536,0.0311,0.0534,2.3322,0.0081,0.0043,0.0136,0.045,0.0002,0.0419,0.0754,0.0057,0.0024,0.0057,0.0,0.0737,0.0036,0.0045,0.0685,0.018,0.0266,0.2107,0.0,0.0211,0.0105,0.0192
2021-03-10,0.0002,0.0,0.0,0.0,0.0019,0.0,0.0026,0.0576,0.0212,0.7842,0.0122,0.0705,0.0005,0.0035,0.0174,0.0981,0.0,0.0252,0.004,0.0049,0.1333,1.1162,0.0461,0.0767,2.7192,0.0127,0.0146,0.0094,0.0555,0.0506,0.0125,0.0745,0.0061,0.004,0.0038,0.0,0.1185,0.004,0.0068,0.0546,0.0181,0.0134,0.257,0.0,0.0108,0.0078,0.0769
2021-03-11,0.0007,0.0,0.0,0.0,0.0005,0.0,0.0068,0.0228,0.0183,0.6898,0.0103,0.0729,0.0019,0.0021,0.0176,0.0787,0.0007,0.0329,0.0026,0.0033,0.1055,1.024,0.0707,0.0555,2.8138,0.0066,0.0049,0.0063,0.0268,0.0132,0.0096,0.0769,0.0113,0.0028,0.0085,0.0002,0.0717,0.004,0.0089,0.0531,0.0317,0.0418,0.4172,0.0,0.0157,0.0089,0.0705
2021-03-12,0.0007,0.0,0.0,0.0,0.0,0.0,0.0072,0.0122,0.0232,0.4803,0.0095,0.0741,0.0025,0.0015,0.0462,0.1248,0.0,0.0527,0.0052,0.002,0.161,1.1666,0.024,0.0547,3.2295,0.0052,0.002,0.007,0.0257,0.0015,0.021,0.0697,0.0037,0.0035,0.0237,0.0,0.0524,0.0097,0.0699,0.0544,0.0322,0.0127,0.2928,0.0,0.014,0.0092,0.0245
2021-03-13,0.0008,0.0,0.0,0.0,0.0016,0.0,0.0024,0.0075,0.0393,0.5974,0.0031,0.0495,0.0004,0.0004,0.0778,0.2478,0.0008,0.0291,0.0031,0.0016,0.1995,0.8406,0.0067,0.0318,2.5774,0.002,0.0232,0.0063,0.0181,0.0004,0.0035,0.0789,0.0075,0.0071,0.0173,0.0004,0.0373,0.0075,0.024,0.0982,0.2082,0.0075,0.2239,0.0,0.0314,0.0141,0.035
2021-03-14,0.0004,0.0,0.0,0.0,0.0004,0.0,0.003,0.0065,0.0143,0.4496,0.0078,0.0559,0.0026,0.0004,0.0321,0.2485,0.0,0.0282,0.0048,0.0048,0.134,0.8884,0.0026,0.0754,2.3367,0.0173,0.01,0.0087,0.0143,0.0009,0.0091,0.0538,0.0043,0.0048,0.0321,0.0,0.0507,0.0004,0.0473,0.046,0.0364,0.059,0.2419,0.0,0.0061,0.013,0.0169
2021-03-15,0.0008,0.0,0.0,0.0,0.0036,0.0,0.0064,0.0064,0.0122,0.614,0.0089,0.0686,0.0008,0.0031,0.0326,0.0923,0.0003,0.0268,0.0023,0.0071,0.1884,1.0153,0.0038,0.0303,2.2807,0.0181,0.0099,0.0112,0.0242,0.0005,0.0054,0.113,0.0041,0.0041,0.0076,0.0,0.0645,0.001,0.0112,0.0773,0.0199,0.064,0.2104,0.0,0.011,0.0074,0.0431
2021-03-16,0.0005,0.0,0.0,0.0,0.0021,0.0,0.0088,0.0172,0.0146,0.579,0.0084,0.0645,0.0012,0.001,0.0327,0.1199,0.0002,0.0329,0.0029,0.0021,0.1504,1.1405,0.0043,0.0253,2.5144,0.0093,0.0103,0.0461,0.0263,0.001,0.0196,0.095,0.0067,0.0055,0.0215,0.0,0.0962,0.0029,0.0303,0.0547,0.0236,0.0162,0.3278,0.0,0.0117,0.0103,0.0287
2021-03-17,0.0002,0.0,0.0,0.0,0.0009,0.0,0.0056,0.0185,0.019,0.5811,0.03,0.0617,0.0009,0.0009,0.0732,0.1286,0.0,0.0197,0.0035,0.003,0.0837,0.9095,0.0495,0.0387,2.2265,0.0206,0.1698,0.0253,0.0244,0.0021,0.0056,0.0985,0.0047,0.0035,0.0103,0.0,0.107,0.0049,0.0213,0.0558,0.027,0.0221,0.2839,0.0,0.0171,0.0228,0.0188
2021-03-18,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0029,0.0161,0.012,0.7049,0.0575,0.0644,0.0017,0.0007,0.0519,0.1416,0.0,0.026,0.0014,0.005,0.0639,1.0046,0.0702,0.0849,2.2141,0.0084,0.0082,0.0139,0.0154,0.0007,0.0163,0.0892,0.0079,0.006,0.0154,0.0,0.1921,0.006,0.0072,0.0368,0.0385,0.0337,0.2238,0.0,0.0243,0.0305,0.0279
2021-03-19,0.0008,0.0,0.0,0.0,0.0005,0.0,0.0015,0.0614,0.0143,0.7529,0.0501,0.0574,0.0033,0.0005,0.0441,0.1304,0.0003,0.0224,0.0013,0.0048,0.1802,1.0195,0.0609,0.0715,2.3548,0.0073,0.0053,0.0083,0.0234,0.0015,0.0088,0.0891,0.0045,0.004,0.0201,0.0,0.1455,0.002,0.0249,0.0795,0.0342,0.0536,0.2288,0.0,0.0214,0.0257,0.0745
2021-03-20,0.0008,0.0,0.0,0.0,0.0016,0.0,0.0016,0.0888,0.0092,0.8201,0.0512,0.0324,0.0012,0.0,0.0356,0.1248,0.0,0.0176,0.0024,0.0056,0.1592,0.8562,0.006,0.0648,1.8951,0.0068,0.012,0.0052,0.016,0.0012,0.0036,0.0568,0.0036,0.0048,0.0248,0.0,0.098,0.0012,0.0216,0.0652,0.0188,0.0088,0.1896,0.0,0.0132,0.0132,0.03
2021-03-21,0.0,0.0,0.0,0.0,0.0009,0.0,0.0018,0.0247,0.0057,0.5543,0.0146,0.0269,0.0009,0.0,0.2655,0.3444,0.0022,0.015,0.0031,0.0018,0.09,0.7391,0.0507,0.0406,1.6582,0.0049,0.0044,0.0093,0.0238,0.0009,0.0013,0.0445,0.0062,0.0123,0.0185,0.0,0.0745,0.0053,0.0163,0.0375,0.0265,0.0159,0.2068,0.0,0.0326,0.0075,0.0137
2021-03-22,0.0,0.0,0.0,0.0,0.0013,0.0,0.0026,0.0088,0.0138,0.6103,0.0517,0.0871,0.0013,0.0,0.0585,0.1105,0.0,0.0276,0.0055,0.0166,0.1256,1.1101,0.0294,0.0445,2.1273,0.0052,0.0042,0.0057,0.0463,0.0023,0.0047,0.0824,0.0055,0.0049,0.014,0.0,0.117,0.0029,0.0546,0.0598,0.02,0.0975,0.2431,0.0,0.0224,0.0104,0.0247
2021-03-23,0.0005,0.0,0.0,0.0,0.0029,0.0,0.0026,0.0178,0.0119,0.6516,0.0452,0.0537,0.0007,0.001,0.0364,0.1017,0.0,0.0281,0.0048,0.0257,0.0932,1.0995,0.0076,0.1326,2.4716,0.0031,0.0033,0.0043,0.0806,0.0007,0.0036,0.0792,0.0036,0.0069,0.0052,0.0,0.0946,0.0038,0.0219,0.0335,0.0197,0.0212,0.3169,0.0,0.0611,0.0078,0.0433
2021-03-24,0.0024,0.0,0.0,0.0,0.0026,0.0,0.0126,0.0057,0.0152,0.6322,0.0656,0.0664,0.0005,0.0002,0.0265,0.1472,0.0,0.0194,0.0064,0.0057,0.1626,0.8453,0.0057,0.1047,2.1524,0.0066,0.0024,0.0379,0.1078,0.0,0.0043,0.1185,0.0069,0.0085,0.0173,0.0,0.132,0.0059,0.0211,0.1002,0.0237,0.0263,0.3261,0.0,0.0211,0.0085,0.0265
2021-03-25,0.0007,0.0,0.0,0.0,0.0028,0.0002,0.0016,0.0075,0.04,0.6765,0.008,0.067,0.0024,0.0026,0.0614,0.2047,0.0005,0.0428,0.0028,0.0031,0.0919,1.2576,0.1117,0.0858,2.6504,0.0099,0.0047,0.0188,0.0571,0.0012,0.0024,0.094,0.0078,0.0035,0.0186,0.0,0.1222,0.004,0.0193,0.0517,0.028,0.0155,0.2828,0.0,0.0174,0.0054,0.036
2021-03-26,0.0,0.0,0.0,0.0,0.0017,0.0,0.002,0.0212,0.0121,0.963,0.0096,0.096,0.002,0.0002,0.0464,0.1848,0.0005,0.0491,0.0217,0.0017,0.0829,1.0076,0.0868,0.0797,2.1495,0.0039,0.0017,0.0476,0.0368,0.0237,0.0015,0.0799,0.0064,0.0074,0.0141,0.0,0.1724,0.0074,0.0353,0.055,0.0666,0.0772,0.2906,0.0,0.0375,0.0054,0.0548
2021-03-27,0.0012,0.0,0.0,0.0,0.0016,0.0,0.0032,0.0099,0.0103,0.5643,0.0123,0.0262,0.0012,0.0008,0.0833,0.088,0.0,0.0075,0.0174,0.0048,0.2657,0.7341,0.0508,0.1773,1.9044,0.0079,0.0032,0.0214,0.0174,0.0012,0.0012,0.0428,0.0024,0.0044,0.0282,0.0,0.0857,0.0099,0.0317,0.023,0.0317,0.0056,0.1257,0.0,0.0579,0.0087,0.0167
2021-03-28,0.0018,0.0,0.0,0.0,0.0035,0.0,0.0013,0.0167,0.0057,0.4501,0.0075,0.0311,0.0079,0.0004,0.0368,0.0711,0.0,0.0206,0.0053,0.0026,0.2952,0.4615,0.0022,0.1413,1.6143,0.0026,0.0031,0.0066,0.0083,0.0031,0.0013,0.0298,0.0053,0.0066,0.018,0.0,0.0588,0.0018,0.1097,0.0158,0.0575,0.0009,0.1676,0.0,0.0281,0.0018,0.0145
2021-03-29,0.0011,0.0,0.0,0.0,0.0024,0.0,0.0003,0.0069,0.0133,0.3557,0.0154,0.0747,0.0013,0.0003,0.029,0.0816,0.0,0.0266,0.0138,0.0032,0.2177,0.8085,0.0654,0.0439,2.1556,0.0056,0.0037,0.0292,0.0165,0.0003,0.0024,0.0766,0.0061,0.0053,0.0165,0.0,0.0723,0.0146,0.0354,0.0335,0.0378,0.0056,0.2991,0.0,0.0157,0.0066,0.0213
2021-03-30,0.0007,0.0,0.0,0.0,0.0024,0.0,0.0017,0.0065,0.012,0.5617,0.0103,0.0754,0.0012,0.0,0.0324,0.0754,0.0,0.038,0.0125,0.0231,0.1552,0.9618,0.0074,0.0877,2.3058,0.0031,0.0041,0.0774,0.0368,0.0005,0.0038,0.1098,0.0034,0.0046,0.0086,0.0,0.0726,0.0151,0.0252,0.1091,0.0456,0.0099,0.2885,0.0,0.0461,0.0632,0.0526
2021-03-31,0.0009,0.0,0.0,0.0,0.0012,0.0,0.0002,0.0097,0.0083,0.5172,0.0281,0.0798,0.0021,0.0007,0.0158,0.0862,0.0002,0.0359,0.0127,0.0227,0.1737,0.9622,0.1272,0.0198,2.2689,0.0059,0.0541,0.0451,0.0279,0.0017,0.0024,0.0991,0.0076,0.0059,0.0175,0.0,0.1277,0.0378,0.0151,0.0803,0.039,0.0071,0.2351,0.0,0.0385,0.0366,0.0288
2021-04-01,0.0005,0.0,0.0,0.0,0.004,0.0,0.005,0.0455,0.0164,0.5152,0.008,0.0624,0.0012,0.0017,0.0169,0.1384,0.0007,0.0293,0.0094,0.0477,0.1797,1.2571,0.0609,0.0266,2.5912,0.0052,0.1064,0.0567,0.0236,0.0012,0.0057,0.0967,0.003,0.006,0.0199,0.0002,0.1352,0.0236,0.0273,0.046,0.0604,0.0052,0.2167,0.0,0.0865,0.0425,0.0244
2021-04-02,0.0015,0.0,0.0,0.0,0.0032,0.0,0.0026,0.0458,0.0141,0.99,0.0115,0.052,0.0012,0.0003,0.03,0.0979,0.0,0.0176,0.01,0.0123,0.3165,1.2512,0.0785,0.0291,2.677,0.0068,0.0062,0.0267,0.0123,0.0021,0.0035,0.0646,0.0038,0.0094,0.0191,0.0,0.1813,0.0708,0.0247,0.0382,0.057,0.0091,0.325,0.0,0.0673,0.0106,0.0335
2021-04-03,0.0013,0.0,0.0,0.0,0.0009,0.0,0.0013,0.0785,0.0112,1.325,0.0545,0.0429,0.0009,0.0,0.0335,0.094,0.0,0.0172,0.012,0.0064,0.1258,0.8602,0.0386,0.0352,2.2075,0.0047,0.0056,0.006,0.0163,0.0004,0.003,0.0365,0.0021,0.0064,0.0275,0.0,0.1927,0.2249,0.0567,0.0266,0.0313,0.0047,0.2769,0.0,0.1296,0.0086,0.0644
2021-04-04,0.0,0.0,0.0,0.0,0.0009,0.0005,0.0061,0.0128,0.0047,0.6067,0.0033,0.0222,0.0024,0.0005,0.0236,0.1044,0.0,0.0094,0.0071,0.0109,0.2367,0.8151,0.0392,0.0293,1.7166,0.0043,0.0033,0.0028,0.0085,0.0009,0.0033,0.043,0.0028,0.0043,0.0123,0.0,0.1885,0.0765,0.0383,0.0217,0.0534,0.0047,0.4456,0.0,0.0449,0.0066,0.1521
2021-04-05,0.0006,0.0,0.0,0.0,0.0022,0.0,0.0038,0.0393,0.0123,0.7636,0.011,0.0569,0.0003,0.0028,0.016,0.0792,0.0,0.0305,0.0176,0.0317,0.2947,1.0567,0.0107,0.0173,2.2605,0.0041,0.0138,0.0041,0.081,0.0028,0.0041,0.076,0.0085,0.005,0.0057,0.0,0.2145,0.0744,0.0214,0.0399,0.06,0.0069,0.3788,0.0,0.0531,0.0041,0.1165
2021-04-06,0.0,0.0,0.0,0.0,0.003,0.0,0.0035,0.0146,0.0199,0.4842,0.0297,0.1042,0.0015,0.0008,0.0174,0.1216,0.0,0.0373,0.0209,0.0919,0.0798,1.0247,0.036,0.0161,2.5605,0.0055,0.0131,0.0103,0.0214,0.0008,0.002,0.104,0.0043,0.0043,0.0063,0.0,0.1601,0.0685,0.0312,0.0692,0.0511,0.0468,0.3595,0.0,0.0823,0.0091,0.038
2021-04-07,0.0,0.0,0.0,0.0,0.006,0.0,0.0022,0.0215,0.0152,0.4764,0.0473,0.0658,0.0017,0.001,0.019,0.1418,0.0,0.0287,0.0092,0.0193,0.088,0.9688,0.0333,0.0301,2.5168,0.0036,0.2556,0.0075,0.026,0.0005,0.007,0.0728,0.0036,0.0051,0.0123,0.0,0.1644,0.0292,0.02,0.055,0.0506,0.0439,0.3356,0.0,0.0526,0.0092,0.0769
2021-04-08,0.0,0.0,0.0,0.0,0.0039,0.0,0.0022,0.0076,0.0235,0.5509,0.0125,0.0785,0.0015,0.0,0.0824,0.1868,0.0002,0.0243,0.0101,0.0145,0.1856,0.9168,0.0206,0.0505,2.2369,0.0017,0.0645,0.0047,0.0336,0.001,0.0015,0.0812,0.0078,0.0044,0.0275,0.0,0.1341,0.0294,0.0287,0.0466,0.0468,0.0709,0.3143,0.0,0.0439,0.0078,0.0378
2021-04-09,0.0003,0.0,0.0,0.0,0.0018,0.0,0.0044,0.0679,0.0208,0.6637,0.0295,0.0602,0.0064,0.0008,0.0105,0.0938,0.0,0.0277,0.0082,0.0072,0.1197,0.904,0.0141,0.0318,2.1174,0.0031,0.0712,0.0051,0.0133,0.0008,0.0015,0.0587,0.0054,0.0054,0.0154,0.0,0.1135,0.0079,0.0069,0.0587,0.03,0.0661,0.3913,0.0,0.0315,0.0049,0.043
2021-04-10,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0012,0.0761,0.0219,0.5976,0.0389,0.0664,0.0016,0.0,0.0263,0.1417,0.0,0.0271,0.0113,0.0113,0.1097,0.8805,0.0789,0.0223,1.8307,0.002,0.1178,0.0049,0.0109,0.0004,0.0008,0.0684,0.0077,0.0085,0.0344,0.0,0.1117,0.0186,0.0421,0.0401,0.064,0.0283,0.2287,0.0,0.0943,0.0194,0.0247
2021-04-11,0.0,0.0,0.0,0.0,0.0389,0.0,0.0027,0.0164,0.0106,0.3975,0.0057,0.0389,0.0013,0.0009,0.0248,0.1043,0.0,0.0181,0.0111,0.0071,0.0862,0.561,0.0137,0.0323,1.5456,0.0013,0.0473,0.0053,0.0071,0.0004,0.004,0.0517,0.0031,0.0044,0.0133,0.0,0.1287,0.0137,0.0208,0.0301,0.1989,0.004,0.5951,0.0,0.084,0.0066,0.0137
2021-04-12,0.0005,0.0,0.0,0.0,0.0066,0.0,0.0039,0.0095,0.0155,0.4851,0.0045,0.0679,0.0008,0.0008,0.0392,0.1268,0.0,0.0205,0.0124,0.0079,0.0729,0.7674,0.0666,0.041,1.9668,0.0021,0.081,0.0055,0.0276,0.0,0.0034,0.0773,0.0034,0.0037,0.0255,0.0,0.1613,0.015,0.0339,0.0752,0.0687,0.0255,0.4351,0.0,0.0447,0.0024,0.0284
2021-04-13,0.0005,0.0,0.0,0.0,0.0029,0.0,0.0061,0.0159,0.0962,0.562,0.0039,0.0812,0.0012,0.0,0.1776,0.3349,0.0,0.0378,0.0292,0.0113,0.0822,1.6763,0.0731,0.0476,3.1488,0.0081,0.024,0.0052,0.0159,0.0015,0.0054,0.1205,0.0059,0.0042,0.011,0.0,0.2363,0.015,0.0395,0.0358,0.0473,0.0616,0.3565,0.0,0.0213,0.0037,0.0358
2021-04-14,0.0017,0.0,0.0,0.0,0.0022,0.0,0.0146,0.0052,0.1002,0.8088,0.0109,0.1782,0.0044,0.0,0.3723,0.5767,0.0012,0.0511,0.0368,0.0442,0.0422,1.1378,0.0748,0.0602,2.3159,0.0126,0.0121,0.0049,0.0311,0.0089,0.0077,0.235,0.0239,0.0054,0.0114,0.0,0.1718,0.0188,0.0104,0.0452,0.0402,0.0207,0.3261,0.0,0.0276,0.0057,0.0175
2021-04-15,0.0012,0.0,0.0,0.0,0.0027,0.0002,0.0081,0.0051,0.0364,0.6393,0.0108,0.1115,0.0039,0.0002,0.359,0.7127,0.0027,0.0523,0.013,0.021,0.0545,0.9157,0.0208,0.0401,2.0766,0.0044,0.0068,0.0083,0.0291,0.0002,0.0054,0.167,0.0095,0.0037,0.0093,0.0,0.4263,0.0271,0.0132,0.0536,0.0438,0.1448,0.2433,0.0,0.0836,0.0071,0.0448
2021-04-16,0.0015,0.0,0.0,0.0,0.0023,0.0003,0.0337,0.0358,0.0235,0.5741,0.0049,0.0992,0.0036,0.0005,0.1623,0.4463,0.0005,0.0284,0.0153,0.0087,0.0711,0.8095,0.0036,0.0514,1.8933,0.0028,0.0056,0.0095,0.0368,0.0141,0.0028,0.1043,0.0051,0.0054,0.0112,0.0,0.3642,0.0202,0.0097,0.0884,0.0465,0.0274,0.2339,0.0,0.0401,0.0082,0.0373
