datetime,kavanaugh_intensity,hurricane florence_intensity,fortnite_intensity,mollie tibbetts_intensity,michael cohen_intensity,avengers 4_intensity,anthony bourdain_intensity,dez bryant_intensity,black panther_intensity,kate spade_intensity,world cup 2018_intensity,cohen_intensity,xxxtentacion_intensity,le'veon bell_intensity,government shutdown_intensity,mega millions_intensity,red dead redemption 2_intensity,meghan markle_intensity,kawhi leonard_intensity,cryptocurrency_intensity,manafort_intensity,avengers infinity war_intensity,mueller_intensity,demi lovato_intensity,dow jones_intensity,mueller investigation_intensity,ripple_intensity,tsunami_intensity,hawaii_intensity,kanye west_intensity,robert mueller_intensity,weather radar_intensity,khloe kardashian_intensity,kingdom hearts 3_intensity,lebron james_intensity,local news_intensity,shooting_intensity,lakers_intensity,stock market_intensity,markelle fultz_intensity,cleveland browns_intensity,nafta_intensity,eagles_intensity,nicki minaj_intensity,red sox_intensity,kate middleton_intensity,netflix_intensity,instagram_intensity,news today_intensity
2018-08-16,0.0862,0.0,0.0308,0.0122,0.0171,0.0114,0.0075,0.0131,0.0342,0.0059,0.0007,0.1016,0.0035,0.003,0.002,0.0027,0.0018,0.0552,0.0033,0.0753,0.2215,0.0234,0.3042,0.0203,0.1209,0.1669,0.0485,0.0194,0.22,0.0196,0.2692,0.0022,0.0177,0.0007,0.0429,0.0953,1.0901,0.1011,0.1543,0.0002,0.0231,0.0321,0.0912,0.112,0.0603,0.0067,0.1498,0.708,0.0184
2018-08-17,0.0862,0.0,0.0233,0.0041,0.0285,0.0073,0.0059,0.0287,0.0328,0.0045,0.0009,0.1227,0.0009,0.0061,0.0219,0.0039,0.0057,0.0196,0.003,0.0687,0.3136,0.0196,0.4181,0.015,0.1124,0.2192,0.0411,0.0406,0.2035,0.0248,0.3809,0.0023,0.023,0.0002,0.0215,0.0997,0.8901,0.0169,0.1401,0.0007,0.0274,0.0347,0.1426,0.0801,0.0646,0.0239,0.2149,0.58,0.0141
2018-08-18,0.0665,0.0,0.0117,0.0005,0.0529,0.0046,0.0041,0.0242,0.0185,0.0011,0.0005,0.1216,0.0049,0.0011,0.0016,0.0095,0.0005,0.0323,0.0019,0.1308,0.2926,0.0141,0.6251,0.0076,0.0217,0.3062,0.0296,0.0472,0.1919,0.0125,0.5835,0.0024,0.0171,0.0003,0.0263,0.0684,0.783,0.0133,0.0776,0.0005,0.0611,0.0157,0.1544,0.0388,0.0936,0.0079,0.1531,0.5339,0.0076
2018-08-19,0.14,0.0,0.0098,0.0015,0.0215,0.0057,0.0024,0.017,0.0271,0.0015,0.0003,0.0912,0.0045,0.0015,0.003,0.0063,0.0009,0.0331,0.0042,0.0906,0.1266,0.0113,0.5598,0.0077,0.0095,0.2109,0.0158,0.1719,0.202,0.0837,0.5139,0.0036,0.0072,0.0,0.0352,0.0831,0.6715,0.0155,0.0611,0.0006,0.0346,0.0152,0.0909,0.0307,0.0647,0.0074,0.2789,0.4987,0.0074
2018-08-20,0.1432,0.0,0.0133,0.009,0.1725,0.006,0.0985,0.0028,0.0185,0.0022,0.0047,0.2492,0.003,0.003,0.0077,0.0039,0.0019,0.0674,0.0021,0.1432,0.1792,0.0149,0.6801,0.0207,0.0987,0.282,0.0487,0.0297,0.1616,0.0676,0.5995,0.003,0.0405,0.0004,0.0245,0.1125,0.8856,0.0147,0.134,0.0007,0.0211,0.0267,0.142,0.0803,0.0664,0.0134,0.2955,0.9838,0.0181
2018-08-21,0.2014,0.0,0.0143,0.4052,0.5147,0.0088,0.1106,0.0021,0.0255,0.0076,0.0002,0.6026,0.0017,0.0017,0.0053,0.0029,0.0015,0.0405,0.0051,0.1525,0.532,0.0236,0.9523,0.0169,0.1108,0.2535,0.0228,0.051,0.348,0.0817,0.8823,0.0017,0.0179,0.0006,0.0209,0.1683,0.848,0.0179,0.1473,0.0008,0.0181,0.0255,0.1479,0.4776,0.0432,0.0076,0.1911,0.9114,0.0217
2018-08-22,0.2284,0.0,0.0162,0.7382,1.82,0.0069,0.0569,0.0052,0.0324,0.0069,0.0009,1.9964,0.0098,0.0034,0.0026,0.0057,0.0007,0.0471,0.006,0.0891,1.5539,0.0155,1.3218,0.0091,0.1474,0.5074,0.0195,0.0994,0.855,0.0938,1.1673,0.0026,0.0145,0.0002,0.0188,0.1113,0.754,0.0264,0.171,0.0005,0.0265,0.0557,0.1,0.2132,0.0824,0.0358,0.3266,0.9174,0.0519
2018-08-23,0.2099,0.0,0.0227,0.4369,1.3324,0.0027,0.0696,0.0049,0.0266,0.0097,0.0005,1.4917,0.0098,0.0034,0.0025,0.0034,0.0005,0.0477,0.0051,0.0865,0.928,0.0243,0.756,0.0185,0.1079,0.2225,0.0205,0.0368,0.9,0.0706,0.657,0.0015,0.0064,0.0008,0.0287,0.0876,0.8613,0.0188,0.1819,0.0005,0.0209,0.0414,0.1022,0.1213,0.0623,0.0112,0.3056,0.6889,0.018
2018-08-24,0.2214,0.0,0.0347,0.3371,0.971,0.0088,0.0095,0.0033,0.0402,0.013,0.0005,1.1173,0.0016,0.0041,0.0074,0.0028,0.0007,0.0194,0.0028,0.0732,0.498,0.0187,0.5518,0.0277,0.1283,0.2029,0.0245,0.0594,1.0011,0.0296,0.4554,0.0056,0.0171,0.0005,0.0603,0.0883,0.8862,0.0182,0.1826,0.0011,0.0358,0.0397,0.11,0.1454,0.0501,0.0413,0.1684,0.6717,0.0143
2018-08-25,0.0734,0.0,0.0243,0.3046,0.5814,0.0102,0.0047,0.0055,0.0522,0.003,0.0006,0.6871,0.0041,0.0028,0.0011,0.008,0.0006,0.053,0.0041,0.0905,0.3753,0.0119,0.4986,0.0044,0.0618,0.1885,0.0955,0.0411,0.9666,0.0538,0.4517,0.0036,0.0061,0.0006,0.024,0.0579,0.7241,0.0235,0.1366,0.0003,0.019,0.0613,0.1068,0.0265,0.0488,0.0422,0.1054,0.6885,0.0132
2018-08-26,0.1419,0.0,0.0162,0.1732,0.2186,0.0059,0.0115,0.0056,0.0204,0.0103,0.0003,0.3449,0.0018,0.008,0.0032,0.0068,0.0,0.0747,0.0015,0.0935,0.1528,0.0083,0.2201,0.031,0.0121,0.0867,0.044,0.0425,0.6084,0.0366,0.1667,0.0027,0.0044,0.0003,0.0142,0.0679,1.2336,0.0209,0.0859,0.0003,0.0236,0.044,0.0997,0.0345,0.0859,0.0726,0.0986,0.519,0.0071
2018-08-27,0.1237,0.0,0.0564,0.1583,0.1941,0.0054,0.0144,0.005,0.0389,0.0024,0.0002,0.3216,0.0056,0.0024,0.0022,0.003,0.0017,0.0138,0.0054,0.0987,0.1164,0.0114,0.2083,0.091,0.1117,0.1002,0.0385,0.0252,0.3576,0.0275,0.1801,0.032,0.0544,0.0007,0.0269,0.0856,1.5673,0.0131,0.1289,0.0007,0.0215,0.477,0.0869,0.026,0.0495,0.0452,0.228,0.8362,0.0136
2018-08-28,0.1233,0.0,0.0211,0.0599,0.1615,0.0071,0.0167,0.0058,0.0289,0.0015,0.0007,0.263,0.0019,0.0042,0.0074,0.0068,0.001,0.0189,0.0061,0.0827,0.1827,0.0174,0.2595,0.0135,0.0996,0.1006,0.0282,0.0284,0.3035,0.0308,0.224,0.0041,0.0107,0.0002,0.0233,0.0984,1.4309,0.012,0.1583,0.0005,0.021,0.4789,0.0798,0.0272,0.0513,0.0391,0.2617,0.649,0.0137
2018-08-29,0.2018,0.0,0.0122,0.0122,0.1293,0.0048,0.0063,0.0073,0.02,0.0062,0.0002,0.2028,0.0012,0.0102,0.0042,0.0072,0.001,0.0883,0.0022,0.0704,0.1622,0.0127,0.3522,0.0187,0.0913,0.1407,0.0272,0.0354,0.2619,0.1087,0.2984,0.0022,0.0082,0.0003,0.0361,0.1008,1.1541,0.0154,0.1118,0.0003,0.0616,0.2737,0.132,0.0282,0.0679,0.0382,0.1567,0.6511,0.0159
2018-08-30,0.2044,0.0013,0.0152,0.029,0.1044,0.0051,0.0362,0.0054,0.037,0.0044,0.0008,0.1759,0.0017,0.0029,0.0019,0.0034,0.0057,0.1293,0.0025,0.0715,0.0758,0.0242,0.3486,0.0091,0.0931,0.1273,0.05,0.0247,0.2751,0.1303,0.2638,0.0019,0.0042,0.0005,0.0296,0.0985,1.065,0.0158,0.1103,0.0002,0.0453,0.1975,0.1126,0.019,0.051,0.0059,0.1699,0.6752,0.0224
2018-08-31,0.1431,0.0037,0.0188,0.0307,0.1417,0.0092,0.0051,0.0028,0.0612,0.0152,0.0009,0.2071,0.0019,0.0016,0.0078,0.0017,0.0031,0.0682,0.0012,0.0654,0.2078,0.0204,0.5265,0.0063,0.0943,0.1034,0.0696,0.018,0.1805,0.052,0.48,0.0019,0.0094,0.0002,0.0263,0.1077,0.7701,0.0153,0.1079,0.0007,0.016,0.3391,0.1098,0.1125,0.0523,0.0131,0.2404,0.4578,0.0171
2018-09-01,0.2313,0.0019,0.0141,0.077,0.1063,0.0117,0.0019,0.0029,0.1114,0.0059,0.0003,0.1679,0.0008,0.0016,0.0203,0.0029,0.0013,0.0248,0.0045,0.0658,0.1786,0.0136,0.584,0.0019,0.0253,0.2313,0.0219,0.0157,0.2926,0.012,0.5448,0.0027,0.0024,0.0,0.0482,0.1375,0.9464,0.0181,0.0794,0.0,0.0267,0.4968,0.1357,0.0155,0.0578,0.0053,0.2324,0.3148,0.0099
2018-09-02,0.3209,0.0009,0.0086,0.3188,0.0879,0.0095,0.011,0.0033,0.0368,0.0024,0.0003,0.1744,0.0021,0.0033,0.0969,0.0018,0.0015,0.0241,0.0021,0.0683,0.1078,0.0157,0.2365,0.0131,0.0128,0.1245,0.0163,0.0223,0.2323,0.0128,0.1985,0.0042,0.0015,0.0,0.0633,0.0879,0.7582,0.0157,0.0802,0.0003,0.0392,0.1272,0.1346,0.0172,0.0517,0.003,0.2329,0.3283,0.0059
2018-09-03,0.2375,0.0171,0.0144,0.0527,0.0506,0.0081,0.0075,0.0045,0.0252,0.0012,0.0004,0.0793,0.0014,0.012,0.0342,0.0008,0.001,0.0112,0.0016,0.0545,0.0636,0.0128,0.198,0.0112,0.0323,0.1153,0.015,0.0291,0.0878,0.0323,0.1757,0.0033,0.001,0.0004,0.0472,0.0653,0.834,0.0108,0.099,0.0004,0.0222,0.1934,0.0976,0.037,0.0557,0.003,0.0876,0.4778,0.0045
2018-09-04,1.0022,0.0632,0.0196,0.0102,0.0606,0.0045,0.0153,0.0072,0.0205,0.0067,0.001,0.1057,0.0015,0.02,0.0261,0.0018,0.0022,0.0666,0.0022,0.0562,0.0408,0.0121,0.6283,0.108,0.0735,0.3142,0.0326,0.0356,0.1602,0.0534,0.5947,0.0027,0.0037,0.0007,0.1559,0.0687,0.8037,0.0118,0.1345,0.0002,0.0354,0.1481,0.1461,0.0251,0.0448,0.0546,0.1972,0.7799,0.0168
2018-09-05,1.0342,0.2936,0.0263,0.038,0.0382,0.0114,0.0563,0.0031,0.0238,0.0067,0.0011,0.1719,0.0011,0.0218,0.0304,0.0033,0.0014,0.0206,0.0022,0.0636,0.0511,0.0332,0.7735,0.0243,0.0764,0.3818,0.0376,0.0402,0.2487,0.075,0.7157,0.0031,0.0494,0.0003,0.1519,0.0879,0.865,0.019,0.1409,0.0003,0.0189,0.1435,0.1515,0.0312,0.0567,0.0047,0.2825,0.6347,0.0181
2018-09-06,0.8391,0.1466,0.0215,0.0413,0.0196,0.007,0.037,0.0085,0.0744,0.0147,0.0014,0.1637,0.0027,0.0277,0.0154,0.0022,0.0036,0.0459,0.0008,0.0722,0.0344,0.0218,0.4591,0.0027,0.0776,0.316,0.0527,0.2022,0.2839,0.0461,0.4272,0.0016,0.0567,0.0002,0.0815,0.0996,1.0196,0.0147,0.1205,0.0,0.0353,0.0947,0.1916,0.0258,0.0445,0.0068,0.24,0.5271,0.0244
2018-09-07,0.8409,0.0923,0.0222,0.0069,0.0313,0.0187,0.0428,0.0047,0.0631,0.0097,0.0002,0.0962,0.0018,0.0388,0.0176,0.005,0.0054,0.011,0.002,0.0547,0.0416,0.0167,0.6324,0.0015,0.1325,0.3425,0.0288,0.0637,0.2174,0.0793,0.5974,0.003,0.0095,0.0003,0.093,0.1311,1.1684,0.0152,0.144,0.0005,0.0319,0.0863,0.2872,0.109,0.044,0.002,0.1672,0.6658,0.0284
2018-09-08,0.4686,0.0839,0.0189,0.006,0.3096,0.0093,0.0544,0.0052,0.0168,0.037,0.0013,0.357,0.0176,0.0547,0.008,0.0016,0.0021,0.0135,0.0008,0.0562,0.0487,0.014,0.6331,0.001,0.0334,0.3632,0.0189,0.0368,0.4246,0.1686,0.6005,0.0026,0.0023,0.0005,0.0453,0.1215,1.1313,0.0153,0.079,0.0003,0.0231,0.0438,0.2158,0.3225,0.063,0.0041,0.0935,0.8352,0.008
2018-09-09,0.2839,0.3675,0.0127,0.0014,0.1655,0.0083,0.0039,0.0053,0.0152,0.0102,0.0014,0.2543,0.0011,0.0351,0.003,0.0022,0.0006,0.0227,0.0008,0.0457,0.0127,0.0133,0.3933,0.0022,0.0138,0.0944,0.0177,0.0387,0.4215,0.0415,0.3684,0.0047,0.0011,0.0,0.0241,0.1068,1.0356,0.0174,0.0847,0.0,0.0324,0.0354,0.1849,0.0852,0.0462,0.093,0.0911,0.7107,0.0058
2018-09-10,0.162,1.0012,0.0236,0.0026,0.0294,0.0173,0.0689,0.0215,0.0137,0.0292,0.0003,0.074,0.0015,0.0248,0.0094,0.0003,0.0019,0.0531,0.0015,0.0589,0.0103,0.0203,0.2038,0.0027,0.0803,0.0521,0.0328,0.0284,0.2983,0.1039,0.1825,0.0031,0.0048,0.0021,0.0436,0.1023,1.1533,0.0161,0.1283,0.0002,0.0316,0.0309,0.144,0.1252,0.0475,0.0031,0.2296,0.7943,0.0188
2018-09-11,0.1594,1.959,0.0171,0.0016,0.0423,0.0076,0.0077,0.0066,0.0145,0.0034,0.0016,0.1054,0.0008,0.0163,0.0071,0.0018,0.0011,0.0409,0.001,0.058,0.0285,0.0103,0.1392,0.0021,0.0972,0.0496,0.0377,0.0517,0.3118,0.0377,0.1083,0.0024,0.0018,0.001,0.0156,0.1122,0.849,0.015,0.1188,0.0002,0.0256,0.0443,0.0845,0.1883,0.0335,0.0039,0.1784,0.8447,0.0159
2018-09-12,0.1805,2.5404,0.0195,0.0015,0.0555,0.0025,0.013,0.008,0.0288,0.0025,0.0002,0.1444,0.0227,0.011,0.0046,0.0091,0.0017,0.0601,0.0026,0.0603,0.0441,0.017,0.1492,0.0082,0.0816,0.0502,0.0207,0.1042,0.3037,0.0546,0.1221,0.0028,0.0019,0.0003,0.021,0.1022,0.7899,0.0122,0.1108,0.0003,0.0176,0.0518,0.0963,0.0778,0.0683,0.0043,0.3356,0.5872,0.0125
2018-09-13,0.3669,2.8729,0.0119,0.0021,0.0179,0.0036,0.0086,0.0036,0.0246,0.0073,0.0005,0.0698,0.0065,0.0075,0.0819,0.0024,0.0014,0.0847,0.0016,0.0595,0.0432,0.0089,0.1725,0.0067,0.0995,0.092,0.0348,0.0925,0.3696,0.0213,0.152,0.0041,0.0027,0.0,0.023,0.1449,1.0907,0.0117,0.1417,0.0003,0.0171,0.0371,0.0838,0.1869,0.0611,0.0081,0.265,0.6541,0.0151
2018-09-14,0.2956,3.2998,0.009,0.0018,0.1022,0.0037,0.0057,0.0036,0.0174,0.0057,0.0013,0.1584,0.0037,0.0083,0.0261,0.0013,0.0005,0.02,0.0026,0.0629,0.5148,0.0073,0.5233,0.0024,0.1178,0.2691,0.052,0.0851,0.3348,0.0225,0.4712,0.0068,0.0085,0.0002,0.03,0.1182,0.906,0.0125,0.1159,0.0008,0.0332,0.0303,0.1082,0.1307,0.0562,0.0046,0.2269,0.867,0.0163
2018-09-15,0.2503,2.6607,0.0219,0.0047,0.0638,0.0052,0.0036,0.0034,0.0372,0.0021,0.0013,0.174,0.0039,0.0078,0.0057,0.0044,0.0018,0.0135,0.0049,0.0628,0.4576,0.0086,0.5084,0.0029,0.05,0.1636,0.0263,0.0354,0.3079,0.0284,0.4707,0.0042,0.0365,0.0003,0.0263,0.1276,0.8929,0.0154,0.0836,0.0008,0.031,0.0128,0.1081,0.0099,0.0565,0.0047,0.1305,0.6517,0.0112
2018-09-16,0.466,1.7831,0.0117,0.0041,0.0164,0.0038,0.0152,0.0094,0.0478,0.0038,0.0006,0.0595,0.0012,0.0076,0.017,0.0026,0.0018,0.0117,0.0047,0.0451,0.1128,0.0059,0.1779,0.0018,0.0278,0.078,0.0173,0.0278,0.1937,0.0126,0.143,0.0015,0.0103,0.0,0.0246,0.1307,0.6401,0.0196,0.0765,0.0006,0.0785,0.034,0.1395,0.0073,0.0586,0.0064,0.201,0.393,0.0076
2018-09-17,1.1372,1.2576,0.0108,0.0031,0.0122,0.0049,0.0194,0.0135,0.0227,0.0024,0.0005,0.0582,0.0026,0.0107,0.0066,0.0005,0.0044,0.0629,0.0019,0.0563,0.1058,0.0136,0.2578,0.0164,0.1164,0.1126,0.0259,0.0215,0.1832,0.0566,0.2183,0.0045,0.0052,0.0007,0.0157,0.0857,0.6617,0.0145,0.1024,0.0003,0.0656,0.0386,0.1552,0.0558,0.0395,0.0051,0.186,0.8592,0.0089
2018-09-18,1.1155,1.1748,0.027,0.0025,0.0225,0.0238,0.0325,0.0032,0.0443,0.0038,0.0006,0.1002,0.0029,0.014,0.0549,0.0033,0.0013,0.0669,0.003,0.0542,0.1526,0.1216,0.3082,0.009,0.1172,0.1527,0.0439,0.0224,0.1123,0.0534,0.2503,0.0024,0.0013,0.0033,0.0132,0.0822,0.7026,0.0114,0.1262,0.0017,0.0381,0.0343,0.089,0.0094,0.0401,0.0036,0.4928,0.6542,0.0133
2018-09-19,1.0072,1.2848,0.047,0.0711,0.035,0.0144,0.0063,0.0019,0.0543,0.0032,0.0002,0.1507,0.0179,0.0085,0.04,0.003,0.0051,0.0489,0.0081,0.0779,0.0608,0.0321,0.2146,0.0711,0.1078,0.0772,0.044,0.0192,0.1961,0.0499,0.1847,0.0022,0.0049,0.0014,0.0521,0.0731,0.9745,0.0231,0.1119,0.0013,0.0336,0.0556,0.0888,0.0128,0.0709,0.0476,0.1523,0.7866,0.0264
2018-09-20,0.9954,0.8249,0.0401,0.0507,0.0551,0.0121,0.0052,0.0017,0.0789,0.0071,0.0002,0.1525,0.0055,0.0061,0.0397,0.0046,0.0172,0.036,0.0107,0.0932,0.0515,0.0134,0.1558,0.0549,0.1465,0.062,0.0194,0.0156,0.2141,0.0475,0.1217,0.0019,0.005,0.0008,0.1037,0.1198,1.3539,0.0526,0.1788,0.0033,0.0261,0.0447,0.0959,0.0214,0.085,0.0246,0.2115,0.6773,0.0116
2018-09-21,1.3022,0.7703,0.0492,0.0313,0.2129,0.0074,0.0149,0.0017,0.072,0.0025,0.0018,0.3327,0.0023,0.01,0.0268,0.0015,0.006,0.0236,0.0082,0.0696,0.1717,0.0129,0.4486,0.007,0.1465,0.2306,0.049,0.0146,0.271,0.1314,0.4092,0.0018,0.0037,0.0003,0.0591,0.0939,1.0406,0.0351,0.1428,0.0042,0.1483,0.0648,0.0979,0.0196,0.0772,0.0194,0.207,0.7006,0.0146
2018-09-22,1.7905,0.9745,0.0198,0.0035,0.165,0.0099,0.0051,0.0008,0.0435,0.0019,0.0011,0.2461,0.0128,0.0101,0.0392,0.0035,0.0019,0.0219,0.0045,0.0475,0.0478,0.0088,0.4845,0.0304,0.0446,0.2253,0.0203,0.0165,0.2648,0.044,0.4452,0.0029,0.0571,0.0011,0.0294,0.1369,1.2927,0.0203,0.0937,0.0024,0.0328,0.0262,0.1049,0.0374,0.09,0.0064,0.1663,0.6804,0.0104
2018-09-23,1.2517,0.702,0.0112,0.002,0.0106,0.0063,0.0178,0.0006,0.0106,0.0014,0.0009,0.0629,0.0109,0.0201,0.0037,0.0032,0.0003,0.0809,0.0055,0.0603,0.0083,0.0063,0.1808,0.0026,0.0232,0.132,0.0135,0.0172,0.2457,0.1016,0.1625,0.004,0.0069,0.0009,0.0428,0.1025,0.7224,0.0238,0.0626,0.0017,0.0333,0.0164,0.1412,0.0069,0.072,0.0086,0.1223,0.63,0.006
2018-09-24,1.6848,0.6033,0.0149,0.0027,0.207,0.0079,0.0167,0.0029,0.018,0.0163,0.0005,0.2781,0.0056,0.0154,0.0535,0.0022,0.0095,0.0934,0.0162,0.0598,0.0246,0.0088,0.3999,0.0514,0.1124,0.2781,0.0284,0.0174,0.2451,0.0848,0.3586,0.0013,0.0048,0.0023,0.0357,0.0842,0.868,0.0323,0.1262,0.0007,0.0327,0.0359,0.1253,0.0093,0.0564,0.0088,0.2033,0.6599,0.0104
2018-09-25,1.7452,0.4143,0.0195,0.001,0.1029,0.0059,0.0112,0.0052,0.0109,0.0463,0.0003,0.1704,0.0041,0.0114,0.0059,0.0044,0.0047,0.0634,0.0128,0.0528,0.0148,0.0151,0.2959,0.0055,0.1065,0.1423,0.0298,0.0239,0.1655,0.0164,0.2689,0.0033,0.0062,0.0003,0.0426,0.105,0.8586,0.0498,0.1174,0.0005,0.0224,0.0498,0.0777,0.114,0.0566,0.0098,0.2382,0.8116,0.0107
2018-09-26,1.9522,0.3824,0.0441,0.0014,0.026,0.0048,0.0063,0.0014,0.0183,0.0053,0.001,0.1386,0.0008,0.0109,0.0683,0.004,0.0034,0.0316,0.0048,0.0688,0.0162,0.0079,0.1434,0.0045,0.0866,0.0784,0.0353,0.0422,0.1926,0.0252,0.1172,0.0047,0.0021,0.0011,0.0255,0.1031,0.7667,0.0202,0.1642,0.0002,0.0164,0.0646,0.0845,0.0406,0.0476,0.0111,0.1726,0.5874,0.0132
2018-09-27,3.0593,0.3491,0.0569,0.001,0.0226,0.0039,0.0047,0.0033,0.0152,0.0057,0.0005,0.1608,0.0203,0.0069,0.026,0.0032,0.005,0.0231,0.0032,0.0732,0.0362,0.0085,0.2663,0.0052,0.1079,0.142,0.0276,0.0117,0.2789,0.0395,0.2417,0.0023,0.0047,0.0007,0.0526,0.0965,0.6983,0.0173,0.1122,0.001,0.0193,0.0774,0.0978,0.0569,0.0511,0.0131,0.138,0.7621,0.0152
2018-09-28,3.4655,0.2621,0.037,0.0015,0.0106,0.0081,0.0071,0.002,0.0114,0.004,0.0013,0.0699,0.0704,0.0054,0.0458,0.003,0.0047,0.0451,0.0037,0.0532,0.0064,0.0175,0.15,0.0052,0.1074,0.0396,0.0338,0.1547,0.3851,0.121,0.0951,0.0029,0.0402,0.0017,0.0327,0.1335,0.6738,0.0234,0.249,0.0005,0.014,0.0461,0.1089,0.0953,0.0384,0.0056,0.1879,0.6822,0.0178
2018-09-29,2.1903,0.3028,0.0134,0.0008,0.0039,0.0102,0.0063,0.0045,0.0074,0.0055,0.0011,0.0342,0.0407,0.0034,0.016,0.0081,0.0024,0.0108,0.005,0.0426,0.0087,0.0092,0.1264,0.0029,0.0534,0.0447,0.0255,0.5645,0.1884,0.148,0.0699,0.0029,0.0037,0.0003,0.066,0.0652,0.8986,0.076,0.1188,0.0042,0.02,0.0786,0.1036,0.0731,0.071,0.0053,0.113,0.4867,0.0092
2018-09-30,2.0438,0.1458,0.0167,0.0032,0.0179,0.0078,0.0144,0.0063,0.0072,0.0014,0.0,0.0631,0.0084,0.0107,0.0179,0.0061,0.0023,0.0124,0.0084,0.0637,0.0179,0.0098,0.102,0.0032,0.0187,0.0141,0.0265,0.6243,0.2064,0.4355,0.0896,0.002,0.0012,0.0003,0.0349,0.0873,0.8583,0.0213,0.1876,0.0014,0.0285,0.0764,0.192,0.0164,0.0536,0.0055,0.0706,0.422,0.0052
2018-10-01,1.5612,0.1654,0.0169,0.0084,0.0125,0.0066,0.007,0.002,0.0119,0.0036,0.0002,0.0784,0.0066,0.0305,0.0068,0.0442,0.0105,0.0834,0.005,0.0597,0.0187,0.0162,0.0626,0.0021,0.2389,0.0332,0.0301,0.3908,0.2958,0.2353,0.0437,0.0012,0.0135,0.0004,0.0319,0.0594,1.0793,0.0248,0.1835,0.0012,0.0472,0.8263,0.1194,0.0722,0.0631,0.0351,0.3058,0.9005,0.0127
2018-10-02,1.6007,0.3102,0.0111,0.0045,0.0662,0.005,0.0066,0.0027,0.0096,0.004,0.0007,0.1172,0.0034,0.025,0.0326,0.0097,0.0069,0.025,0.0037,0.0526,0.0393,0.0064,0.1187,0.0401,0.13,0.0338,0.0359,0.3964,0.2315,0.1891,0.0974,0.0015,0.0316,0.0002,0.024,0.0638,0.9288,0.022,0.1755,0.0074,0.0279,0.3631,0.109,0.0497,0.0653,0.0571,0.1727,0.7385,0.0119
2018-10-03,1.6003,0.3419,0.0256,0.0005,0.0583,0.0047,0.0062,0.0053,0.0243,0.0033,0.0003,0.1297,0.0145,0.0162,0.0053,0.0123,0.0047,0.0828,0.009,0.0689,0.0351,0.0167,0.0779,0.005,0.1232,0.0173,0.0363,0.3304,0.2148,0.1421,0.052,0.003,0.0203,0.0,0.1044,0.0779,0.9212,0.0353,0.1689,0.0013,0.0321,0.2463,0.0863,0.0964,0.04,0.0122,0.227,0.8186,0.0125
2018-10-04,1.8716,0.3694,0.0281,0.008,0.0425,0.0266,0.0025,0.0044,0.0158,0.0008,0.0003,0.0844,0.0031,0.0061,0.0041,0.0084,0.0034,0.0223,0.0048,0.0616,0.0438,0.0146,0.1555,0.0141,0.1061,0.0461,0.0258,0.2249,0.1612,0.1097,0.1269,0.0021,0.0048,0.0003,0.0207,0.0918,1.379,0.0174,0.0965,0.0011,0.0181,0.0763,0.0931,0.0271,0.1199,0.0053,0.2545,0.8049,0.0144
2018-10-05,2.4206,0.335,0.0116,0.0026,0.0051,0.0688,0.0043,0.0027,0.0181,0.0031,0.0,0.0664,0.0024,0.0118,0.0031,0.0058,0.0061,0.0172,0.0024,0.0588,0.0136,0.0152,0.0792,0.0189,0.147,0.0269,0.0281,0.2495,0.1354,0.0421,0.0559,0.0014,0.0378,0.0026,0.0261,0.0678,1.2145,0.0198,0.1862,0.0043,0.0194,0.0586,0.1032,0.0501,0.1049,0.0066,0.1904,0.814,0.0167
2018-10-06,2.5486,0.1824,0.0205,0.0011,0.0208,0.027,0.0043,0.0024,0.0256,0.0049,0.0003,0.0755,0.004,0.0119,0.0008,0.0086,0.0022,0.0121,0.0062,0.0599,0.0291,0.0124,0.0971,0.0005,0.0639,0.0194,0.0197,0.1753,0.1484,0.0286,0.0712,0.0013,0.0162,0.0019,0.0111,0.065,1.1392,0.0143,0.1087,0.0062,0.0116,0.0655,0.1219,0.0113,0.1219,0.014,0.1346,0.8098,0.0094
2018-10-07,2.171,0.1628,0.0097,0.0006,0.0208,0.015,0.0083,0.0008,0.0247,0.0067,0.0,0.0804,0.0025,0.0069,0.0025,0.0161,0.0019,0.0205,0.0006,0.0616,0.0061,0.0108,0.046,0.0008,0.0225,0.0094,0.0175,0.3555,0.1708,0.1217,0.0222,0.0011,0.0011,0.0,0.0122,0.0735,0.6225,0.0114,0.0596,0.0019,0.0194,0.0474,0.1317,0.0053,0.1054,0.0078,0.2191,0.4733,0.0313
2018-10-08,1.3523,0.2076,0.0151,0.0007,0.0257,0.0073,0.0077,0.0032,0.016,0.0014,0.0005,0.0713,0.0103,0.0166,0.0109,0.0032,0.0039,0.0903,0.0046,0.0565,0.0073,0.0071,0.1595,0.0027,0.1287,0.0287,0.0164,0.1449,0.2463,0.175,0.1406,0.002,0.0248,0.0002,0.0135,0.1028,0.6108,0.011,0.1406,0.0023,0.0285,0.0611,0.1406,0.0169,0.0814,0.0062,0.2397,1.0948,0.0233
