datetime,kavanaugh_intensity,hurricane florence_intensity,fortnite_intensity,mollie tibbetts_intensity,michael cohen_intensity,avengers 4_intensity,anthony bourdain_intensity,dez bryant_intensity,black panther_intensity,kate spade_intensity,world cup 2018_intensity,cohen_intensity,xxxtentacion_intensity,le'veon bell_intensity,government shutdown_intensity,mega millions_intensity,red dead redemption 2_intensity,meghan markle_intensity,kawhi leonard_intensity,cryptocurrency_intensity,manafort_intensity,avengers infinity war_intensity,mueller_intensity,demi lovato_intensity,dow jones_intensity,mueller investigation_intensity,ripple_intensity,tsunami_intensity,hawaii_intensity,kanye west_intensity,robert mueller_intensity,weather radar_intensity,khloe kardashian_intensity,kingdom hearts 3_intensity,lebron james_intensity,local news_intensity,shooting_intensity,lakers_intensity,stock market_intensity,markelle fultz_intensity,cleveland browns_intensity,nafta_intensity,eagles_intensity,nicki minaj_intensity,red sox_intensity,kate middleton_intensity,netflix_intensity,instagram_intensity,news today_intensity
2018-06-22,0.0024,0.0006,0.0209,0.0,0.0784,0.0032,0.0851,0.0013,0.0682,0.0899,0.0145,0.2295,0.0644,0.0024,0.0139,0.0006,0.0037,0.016,0.039,0.0977,0.0433,0.0208,0.1126,0.0936,0.0931,0.015,0.0517,0.0267,0.2669,0.05,0.0875,0.0021,0.0059,0.0003,0.0612,0.2453,0.996,0.0618,0.1029,0.0093,0.011,0.0387,0.1227,0.027,0.0462,0.0072,0.2375,0.5183,0.0256
2018-06-23,0.001,0.0,0.0215,0.0,0.1356,0.0081,0.0967,0.0015,0.0351,0.0677,0.0172,0.2495,0.0694,0.001,0.0293,0.0048,0.0015,0.0197,0.0174,0.0884,0.0649,0.0346,0.2277,0.0563,0.0205,0.0487,0.0401,0.078,0.2053,0.047,0.1939,0.0018,0.0071,0.001,0.0328,0.2159,0.9349,0.0353,0.0911,0.0028,0.0199,0.0278,0.1068,0.0169,0.1078,0.0063,0.3858,0.5133,0.021
2018-06-24,0.0003,0.0,0.0071,0.0,0.0197,0.0162,0.0275,0.0026,0.0338,0.0197,0.0186,0.1426,0.0587,0.0005,0.0029,0.0016,0.0003,0.0225,0.0094,0.0933,0.0079,0.0957,0.0875,0.0084,0.0191,0.0401,0.0204,0.0729,0.2665,0.0364,0.0548,0.0026,0.017,0.0008,0.0328,0.1567,0.9805,0.0325,0.0482,0.0018,0.0029,0.0144,0.07,0.0307,0.1512,0.0176,0.1455,0.5438,0.0102
2018-06-25,0.0032,0.0,0.0176,0.0,0.1372,0.0216,0.0343,0.0028,0.1551,0.0081,0.0204,0.2752,0.1178,0.0021,0.0074,0.0007,0.0009,0.0505,0.0116,0.1043,0.0457,0.0809,0.1641,0.0162,0.118,0.0482,0.0345,0.0176,0.1514,0.0517,0.1377,0.0005,0.0058,0.0007,0.0359,0.2077,1.1135,0.0253,0.1071,0.0049,0.0065,0.0369,0.0837,0.1046,0.0603,0.022,0.3424,0.657,0.019
2018-06-26,0.0011,0.0,0.0174,0.0,0.0709,0.0121,0.0111,0.0019,0.0789,0.0055,0.0147,0.188,0.0739,0.0061,0.0208,0.0006,0.0011,0.0456,0.0172,0.0926,0.0393,0.0429,0.1326,0.029,0.1613,0.0448,0.0214,0.0422,0.4714,0.0744,0.1073,0.0023,0.0192,0.0016,0.1105,0.2236,0.8701,0.0288,0.1171,0.0032,0.0132,0.0213,0.0957,0.015,0.0604,0.0126,0.2136,0.7686,0.0161
2018-06-27,0.1742,0.0,0.0343,0.0,0.0328,0.0242,0.0119,0.0015,0.0522,0.0069,0.0234,0.1199,0.0869,0.005,0.0084,0.004,0.0002,0.0359,0.0303,0.0963,0.0913,0.0802,0.2113,0.0161,0.0758,0.1063,0.0288,0.0343,0.3264,0.1092,0.1577,0.0013,0.0295,0.0008,0.0986,0.2193,0.8404,0.0604,0.1055,0.0013,0.0098,0.0278,0.0654,0.0589,0.0416,0.01,0.2324,0.6123,0.0184
2018-06-28,0.1775,0.0,0.0368,0.0,0.0137,0.0091,0.0266,0.0038,0.0428,0.0129,0.0144,0.0973,0.143,0.0046,0.016,0.0005,0.0005,0.033,0.0527,0.0895,0.0348,0.0426,0.2859,0.0153,0.1026,0.146,0.0465,0.0328,0.2937,0.1042,0.225,0.0082,0.0108,0.0005,0.076,0.2599,1.2371,0.0794,0.0984,0.0018,0.0027,0.039,0.1086,0.0102,0.057,0.01,0.2702,0.6914,0.0193
2018-06-29,0.086,0.0,0.0188,0.0,0.0081,0.0088,0.0113,0.0044,0.0223,0.0056,0.0117,0.0771,0.034,0.0006,0.0148,0.0012,0.0004,0.0225,0.0419,0.0998,0.0404,0.0515,0.1833,0.0058,0.0971,0.0798,0.0281,0.031,0.2167,0.0471,0.1535,0.0044,0.0171,0.0006,0.099,0.3198,2.4487,0.08,0.1294,0.0017,0.0044,0.0489,0.0764,0.0331,0.1027,0.0048,0.1567,0.51,0.021
2018-06-30,0.1615,0.0,0.0403,0.0,0.0073,0.0095,0.0155,0.0033,0.0358,0.0063,0.0175,0.0388,0.036,0.002,0.0183,0.0045,0.0008,0.0223,0.0593,0.0628,0.0158,0.0591,0.1229,0.02,0.0363,0.0283,0.0668,0.0333,0.1875,0.0871,0.0929,0.0033,0.0048,0.0005,0.1159,0.2008,1.6426,0.0931,0.0553,0.002,0.0098,0.2165,0.0901,0.0568,0.0984,0.0068,0.1289,0.5329,0.0203
2018-07-01,0.0296,0.0014,0.027,0.0,0.0031,0.0099,0.0068,0.0062,0.0546,0.0054,0.0211,0.0352,0.0282,0.0011,0.0392,0.0011,0.0003,0.0203,0.0549,0.0614,0.0096,0.0701,0.0617,0.0025,0.0155,0.0118,0.0293,0.0406,0.2679,0.02,0.0361,0.0028,0.0037,0.0,0.1479,0.1724,1.03,0.1608,0.0555,0.0059,0.0042,0.1431,0.0721,0.0101,0.0783,0.013,0.0738,0.4405,0.038
2018-07-02,0.1114,0.0,0.0215,0.0,0.2466,0.0108,0.0141,0.0057,0.0358,0.0076,0.0151,0.302,0.0188,0.0018,0.0381,0.0003,0.0022,0.0193,0.0741,0.0875,0.0412,0.0445,0.2303,0.006,0.1186,0.0586,0.0623,0.0361,0.169,0.022,0.1841,0.005,0.0161,0.0003,0.423,0.176,0.9598,0.4366,0.1319,0.003,0.0089,0.1848,0.0771,0.0235,0.0749,0.004,0.1537,0.5476,0.0086
2018-07-03,0.223,0.0,0.0246,0.0,0.0778,0.028,0.0176,0.0013,0.031,0.0025,0.0127,0.1305,0.009,0.0023,0.0032,0.0009,0.0025,0.0647,0.0321,0.0744,0.026,0.0552,0.1357,0.007,0.1088,0.0617,0.0389,0.0592,0.2036,0.0441,0.1101,0.0025,0.0113,0.0004,0.2316,0.2302,1.237,0.256,0.1222,0.0023,0.0168,0.161,0.1004,0.0332,0.0599,0.0052,0.2332,0.7211,0.0118
2018-07-04,0.1305,0.0,0.0134,0.0,0.0307,0.0063,0.0049,0.0012,0.0157,0.0037,0.0092,0.0585,0.0288,0.0016,0.0014,0.0038,0.0003,0.0181,0.0148,0.0536,0.0087,0.0171,0.1232,0.0063,0.0309,0.0213,0.0112,0.0518,0.1462,0.0087,0.0808,0.001,0.0023,0.0005,0.0784,0.1986,0.7794,0.0916,0.0647,0.0012,0.0052,0.071,0.0729,0.0138,0.0524,0.0035,0.1335,0.4504,0.0082
2018-07-05,0.2226,0.0,0.0143,0.0,0.1113,0.0123,0.0098,0.002,0.0332,0.0057,0.0099,0.2059,0.0375,0.0033,0.0112,0.0014,0.0013,0.0241,0.0139,0.0688,0.017,0.0472,0.1521,0.0269,0.0845,0.02,0.02,0.0266,0.1261,0.0175,0.1151,0.0017,0.0077,0.0003,0.0479,0.2031,0.772,0.0642,0.1387,0.0011,0.0039,0.032,0.0672,0.0263,0.0502,0.005,0.2519,0.5581,0.0099
2018-07-06,0.1539,0.0,0.0271,0.0,0.0497,0.0318,0.0646,0.0016,0.0483,0.0431,0.0102,0.1207,0.0081,0.0014,0.0124,0.0005,0.0011,0.0294,0.0215,0.0819,0.0424,0.067,0.1761,0.0391,0.1199,0.0452,0.0591,0.0323,0.16,0.021,0.1449,0.0014,0.0158,0.0002,0.0461,0.2424,0.8771,0.0659,0.1318,0.0018,0.0092,0.056,0.0912,0.0235,0.0413,0.0061,0.1494,0.7297,0.011
2018-07-07,0.171,0.0,0.0335,0.0,0.0611,0.0159,0.0772,0.0025,0.0295,0.0057,0.0206,0.1107,0.003,0.0025,0.002,0.0047,0.0012,0.0208,0.0201,0.1152,0.0839,0.0645,0.2782,0.0067,0.0717,0.0804,0.029,0.0355,0.1693,0.0186,0.2268,0.0027,0.0333,0.0005,0.0591,0.2484,0.7336,0.0757,0.0566,0.0042,0.0094,0.0243,0.0973,0.0238,0.0591,0.0042,0.1648,0.512,0.0124
2018-07-08,0.2303,0.0,0.0112,0.0,0.1094,0.0112,0.0121,0.0012,0.1261,0.0045,0.0172,0.1675,0.0042,0.0054,0.0024,0.0003,0.0009,0.016,0.0103,0.0916,0.0175,0.1342,0.2086,0.0027,0.0145,0.0336,0.0218,0.0647,0.1502,0.0163,0.1521,0.003,0.0067,0.0,0.0571,0.1932,0.6926,0.0768,0.0453,0.0015,0.0112,0.0233,0.1043,0.0091,0.0831,0.0039,0.0916,0.4489,0.0118
2018-07-09,0.3956,0.0,0.0207,0.0,0.0518,0.0137,0.0132,0.0015,0.0576,0.005,0.0123,0.1656,0.0242,0.0024,0.0026,0.0022,0.0009,0.0632,0.0221,0.0698,0.0333,0.0727,0.144,0.0399,0.0864,0.0579,0.0204,0.0374,0.1688,0.061,0.1143,0.001,0.0225,0.0003,0.0423,0.2057,0.7187,0.0622,0.1447,0.0022,0.0115,0.0285,0.0797,0.0108,0.084,0.044,0.243,0.7749,0.0218
2018-07-10,1.6912,0.0,0.0219,0.0,0.0752,0.0208,0.0063,0.0029,0.0364,0.0039,0.0142,0.1681,0.0169,0.0028,0.005,0.0017,0.0007,0.0789,0.06,0.0923,0.0715,0.0544,0.3959,0.0482,0.1221,0.1068,0.0254,0.0791,0.1515,0.0303,0.3432,0.0007,0.0092,0.0,0.0776,0.2291,0.7775,0.0846,0.1114,0.0017,0.0114,0.0243,0.0863,0.0149,0.0631,0.039,0.2479,0.9364,0.0145
2018-07-11,0.6692,0.0,0.0166,0.0,0.0154,0.0079,0.0066,0.0016,0.0575,0.003,0.0175,0.1799,0.1248,0.0011,0.0018,0.0054,0.0008,0.0831,0.008,0.1076,0.071,0.0454,0.2748,0.0231,0.1133,0.1297,0.0605,0.0598,0.1392,0.0566,0.2264,0.002,0.0171,0.0002,0.0571,0.2515,1.0129,0.0585,0.1184,0.0008,0.0097,0.0298,0.0807,0.01,0.0646,0.0192,0.2508,1.0209,0.0234
2018-07-12,0.5297,0.0,0.0371,0.0,0.352,0.0074,0.0766,0.0039,0.0515,0.0069,0.0095,0.433,0.0213,0.0008,0.0213,0.0026,0.0005,0.0668,0.0269,0.0997,0.0717,0.0344,0.3728,0.0469,0.0899,0.2234,0.0269,0.0331,0.1967,0.0333,0.3318,0.0033,0.0098,0.0,0.0479,0.2682,0.8607,0.0479,0.1184,0.0013,0.0107,0.0248,0.0973,0.0192,0.0768,0.0279,0.4975,0.7485,0.0167
2018-07-13,0.2592,0.0,0.0286,0.0,0.1556,0.0061,0.0677,0.0041,0.0237,0.0046,0.0078,0.4497,0.0037,0.0019,0.0061,0.0145,0.0003,0.1071,0.0472,0.0821,0.0538,0.0294,0.7205,0.0585,0.0946,0.4104,0.0257,0.0335,0.1345,0.0283,0.5703,0.001,0.0144,0.0007,0.0465,0.244,0.7466,0.0474,0.0993,0.001,0.0102,0.1272,0.1364,0.0545,0.0996,0.0203,0.325,0.6146,0.0316
2018-07-14,0.2321,0.0,0.0194,0.0,0.0459,0.0041,0.0102,0.0043,0.0194,0.0043,0.0173,0.1738,0.0031,0.0041,0.0176,0.0104,0.001,0.0678,0.0413,0.0698,0.1299,0.0194,0.9116,0.0183,0.0163,0.3356,0.0347,0.0347,0.1274,0.0127,0.769,0.0015,0.0318,0.0,0.0324,0.1883,0.7458,0.0522,0.0387,0.001,0.0102,0.0545,0.0922,0.012,0.1119,0.0576,0.1141,0.4754,0.0268
2018-07-15,0.1902,0.0,0.0318,0.0,0.0106,0.0023,0.0057,0.003,0.0174,0.0015,0.0174,0.158,0.0011,0.0068,0.0038,0.0246,0.0,0.0644,0.0045,0.0758,0.0333,0.0242,0.5161,0.0019,0.0205,0.169,0.0269,0.1053,0.1523,0.0133,0.3907,0.0019,0.003,0.0,0.0265,0.1444,1.0018,0.0383,0.0512,0.0008,0.0125,0.0296,0.0917,0.0049,0.1273,0.0489,0.1103,0.3516,0.0231
2018-07-16,0.1838,0.0,0.013,0.0,0.0211,0.004,0.0533,0.002,0.0155,0.0033,0.0327,0.1443,0.0038,0.0181,0.0014,0.0049,0.0009,0.0459,0.0063,0.0637,0.0321,0.02,0.7856,0.0134,0.0892,0.2602,0.0462,0.1266,0.2625,0.0152,0.6302,0.0054,0.0034,0.0004,0.0256,0.0832,1.2237,0.0267,0.1513,0.0004,0.0063,0.0166,0.097,0.0108,0.0567,0.0423,0.295,0.6959,0.0211
2018-07-17,0.1548,0.0,0.0151,0.0,0.0118,0.0046,0.0614,0.0028,0.0178,0.0049,0.0077,0.2032,0.0035,0.0208,0.0014,0.0268,0.0039,0.036,0.008,0.1059,0.0644,0.0184,0.7435,0.0082,0.0796,0.1824,0.0247,0.0397,0.55,0.0258,0.6562,0.0024,0.0093,0.0039,0.0338,0.0933,1.2894,0.0384,0.152,0.002,0.0044,0.0249,0.1029,0.0069,0.0471,0.0162,0.3495,0.587,0.0241
2018-07-18,0.1797,0.0,0.0165,0.0,0.0118,0.0233,0.0476,0.0015,0.0231,0.0167,0.0075,0.1645,0.0023,0.0109,0.0314,0.0276,0.0011,0.0812,0.0571,0.0954,0.0522,0.0126,0.471,0.0075,0.0623,0.2738,0.0245,0.019,0.4057,0.0386,0.4197,0.0025,0.0034,0.0002,0.0366,0.1032,1.1931,0.0645,0.1202,0.0029,0.0074,0.0297,0.0844,0.0348,0.0433,0.009,0.327,0.7002,0.0236
2018-07-19,0.1617,0.0,0.023,0.0,0.0096,0.0215,0.0087,0.0008,0.0504,0.0181,0.0032,0.1116,0.0176,0.009,0.0034,0.0162,0.0003,0.0445,0.0357,0.0869,0.0189,0.0405,0.3984,0.0206,0.0772,0.1371,0.028,0.0142,0.4909,0.0356,0.3592,0.0019,0.004,0.0002,0.0823,0.1252,0.9526,0.0742,0.1136,0.0028,0.0085,0.0343,0.1206,0.017,0.0502,0.0091,0.3471,0.5844,0.0221
2018-07-20,0.1145,0.0,0.0583,0.0016,0.2845,0.0062,0.0086,0.0016,0.035,0.0218,0.0176,0.3696,0.0741,0.0041,0.0015,0.0342,0.0003,0.0329,0.0202,0.0705,0.0249,0.0295,0.3354,0.0073,0.0866,0.1153,0.0228,0.0223,0.3075,0.0459,0.2831,0.0037,0.006,0.0002,0.0472,0.1316,1.0445,0.0454,0.1497,0.0008,0.0094,0.0248,0.0704,0.0091,0.0482,0.0081,0.3023,0.6375,0.0202
2018-07-21,0.1982,0.0,0.0244,0.0044,0.4504,0.0077,0.0095,0.0069,0.0375,0.0357,0.0028,0.5517,0.0147,0.0028,0.0013,0.0627,0.0,0.0247,0.0139,0.0805,0.0123,0.0481,0.4594,0.0054,0.0524,0.1535,0.0167,0.0265,0.4075,0.0121,0.4136,0.0039,0.008,0.0008,0.0285,0.1026,1.3599,0.0398,0.1157,0.0003,0.0144,0.0278,0.0895,0.0057,0.0787,0.0093,0.326,0.3758,0.0136
2018-07-22,0.2626,0.0,0.0248,0.0361,0.1396,0.0054,0.0113,0.0023,0.0164,0.0048,0.0042,0.3012,0.0051,0.0082,0.002,0.013,0.0,0.0595,0.0065,0.0843,0.0412,0.0102,0.3856,0.0023,0.0217,0.1362,0.0116,0.0206,0.2756,0.0276,0.2956,0.0048,0.0037,0.0,0.033,0.0908,1.5129,0.0237,0.0601,0.0014,0.0166,0.0327,0.0857,0.0102,0.0632,0.0372,0.1447,0.4098,0.0102
2018-07-23,0.0975,0.0,0.0303,0.0441,0.1352,0.0057,0.0096,0.0034,0.0224,0.0044,0.001,0.408,0.017,0.0111,0.0022,0.0153,0.0007,0.0289,0.0074,0.091,0.1098,0.0123,0.3843,0.0032,0.076,0.0967,0.0313,0.0348,0.2078,0.0525,0.3358,0.0025,0.0042,0.0003,0.0234,0.1211,1.6845,0.0239,0.1181,0.0012,0.033,0.0481,0.079,0.0338,0.0409,0.0059,0.1729,0.6515,0.0182
2018-07-24,0.1477,0.0,0.0349,0.0532,0.1185,0.0032,0.0052,0.0035,0.0335,0.0106,0.0023,0.2912,0.0094,0.0122,0.0029,0.1043,0.0012,0.0784,0.0148,0.0988,0.1073,0.0207,0.2068,0.1391,0.0688,0.0568,0.038,0.0536,0.2695,0.0508,0.1492,0.002,0.002,0.0002,0.0247,0.1181,1.2032,0.0361,0.0875,0.0011,0.0145,0.0357,0.1145,0.0299,0.0554,0.0539,0.2062,0.6621,0.0154
2018-07-25,0.1346,0.0,0.0355,0.0498,0.4207,0.0048,0.0058,0.0132,0.0431,0.0064,0.0017,0.8009,0.0028,0.0104,0.005,0.2196,0.0009,0.0227,0.0115,0.0788,0.077,0.0143,0.2166,0.6569,0.0792,0.1099,0.0252,0.0431,0.2482,0.0185,0.1858,0.0039,0.0162,0.0005,0.0168,0.0995,1.014,0.0218,0.1086,0.0008,0.0303,0.0641,0.087,0.0089,0.0674,0.0056,0.2132,0.604,0.0233
2018-07-26,0.0949,0.0,0.0222,0.1379,0.328,0.0037,0.0047,0.0059,0.0189,0.0012,0.0011,0.5,0.0687,0.0065,0.0051,0.0379,0.0019,0.0593,0.0096,0.0821,0.0138,0.0121,0.6533,0.1872,0.0864,0.4145,0.0417,0.0475,0.2049,0.0326,0.6033,0.0034,0.0078,0.0003,0.0323,0.0889,1.0979,0.0244,0.1731,0.0006,0.0177,0.0641,0.0991,0.0088,0.0687,0.0126,0.3162,0.6078,0.0158
2018-07-27,0.1161,0.0,0.0278,0.0342,0.5472,0.0061,0.0036,0.0053,0.0202,0.0023,0.0018,0.7254,0.0107,0.0049,0.0028,0.024,0.0003,0.0628,0.0104,0.0775,0.1043,0.0163,0.5337,0.216,0.072,0.1961,0.0158,0.0464,0.4795,0.0146,0.477,0.0089,0.0051,0.0002,0.0847,0.1582,0.9366,0.0294,0.1908,0.0002,0.0174,0.0393,0.0788,0.01,0.0617,0.0051,0.2545,0.5566,0.0215
2018-07-28,0.1524,0.0,0.0333,0.0437,0.2919,0.0058,0.0026,0.0376,0.0108,0.0024,0.0024,0.4213,0.0045,0.0026,0.0079,0.0082,0.0005,0.0363,0.0069,0.059,0.0728,0.0156,0.363,0.1815,0.018,0.1019,0.0122,0.0214,0.3715,0.014,0.3313,0.0664,0.0071,0.0,0.0286,0.1006,1.3789,0.0318,0.0828,0.0008,0.0259,0.0635,0.0884,0.0064,0.0691,0.0042,0.1831,0.3186,0.0198
2018-07-29,0.1333,0.0,0.0094,0.0292,0.3046,0.0123,0.0083,0.0106,0.0263,0.0072,0.0009,0.3873,0.004,0.01,0.1273,0.0037,0.0,0.0481,0.0066,0.0864,0.0578,0.022,0.2537,0.1327,0.014,0.1073,0.0134,0.2657,0.1525,0.0363,0.2211,0.0629,0.0069,0.0011,0.0395,0.0901,1.4822,0.0186,0.0892,0.0006,0.0317,0.0309,0.0767,0.0034,0.0852,0.0037,0.2411,0.2365,0.0197
2018-07-30,0.2025,0.0,0.0188,0.0326,0.1896,0.0084,0.0033,0.0091,0.023,0.0028,0.0031,0.3267,0.012,0.0064,0.1052,0.0033,0.0014,0.0589,0.0028,0.1038,0.2528,0.0232,0.3649,0.0817,0.1011,0.1802,0.0514,0.0674,0.2248,0.0364,0.2856,0.0448,0.031,0.001,0.07,0.0805,1.6724,0.0355,0.1404,0.0007,0.011,0.0244,0.0655,0.0085,0.0558,0.0131,0.334,0.609,0.0129
2018-07-31,0.1919,0.0,0.0241,0.1122,0.1773,0.0069,0.0056,0.0057,0.0391,0.0086,0.0021,0.2692,0.0096,0.0029,0.1029,0.0027,0.0018,0.0645,0.0045,0.1197,0.4188,0.0405,0.5234,0.1363,0.0731,0.2922,0.0474,0.0456,0.3075,0.0621,0.4764,0.0035,0.0088,0.0006,0.1074,0.1246,1.4928,0.0479,0.1602,0.0005,0.012,0.0377,0.093,0.0067,0.0962,0.0062,0.2744,0.741,0.0287
2018-08-01,0.2152,0.0,0.0481,0.1346,0.1509,0.0093,0.0358,0.003,0.0276,0.0399,0.0062,0.2321,0.0051,0.0074,0.1254,0.0051,0.0006,0.0301,0.0027,0.0735,0.6262,0.0382,0.7524,0.0557,0.089,0.3091,0.0245,0.0177,0.4744,0.0366,0.688,0.0016,0.0111,0.0076,0.0651,0.1254,1.2087,0.0204,0.1517,0.0006,0.0131,0.0352,0.0646,0.0168,0.0815,0.0055,0.2977,0.8525,0.0239
2018-08-02,0.1991,0.0,0.0354,0.1677,0.1249,0.0096,0.0285,0.0063,0.0178,0.0053,0.0016,0.2159,0.0104,0.0061,0.0181,0.004,0.0013,0.0301,0.0035,0.0577,0.5559,0.024,0.6922,0.0954,0.0997,0.3273,0.0264,0.037,0.4642,0.062,0.6025,0.0175,0.0117,0.0,0.0343,0.0835,1.087,0.0192,0.138,0.0003,0.0125,0.0313,0.0954,0.0388,0.0713,0.0101,0.1976,0.6953,0.0215
2018-08-03,0.2508,0.0,0.0588,0.1358,0.0504,0.0096,0.0065,0.002,0.0133,0.0033,0.0017,0.1182,0.0048,0.0015,0.0476,0.0406,0.0061,0.027,0.0015,0.0769,0.3711,0.0338,0.5435,0.0635,0.0772,0.2109,0.023,0.0121,0.345,0.0426,0.4603,0.0023,0.0144,0.0002,0.0191,0.09,1.5627,0.0169,0.161,0.0002,0.0149,0.0401,0.0763,0.0361,0.1009,0.0086,0.155,0.5659,0.0171
2018-08-04,0.2007,0.0,0.0346,0.103,0.0276,0.0077,0.0015,0.0044,0.0147,0.0039,0.001,0.0666,0.0052,0.0015,0.054,0.0754,0.0013,0.0674,0.0028,0.0625,0.3125,0.0191,0.3133,0.0253,0.0209,0.0563,0.015,0.0163,0.2441,0.0981,0.2789,0.0031,0.0075,0.0,0.3693,0.0785,1.8473,0.1451,0.1054,0.0008,0.0238,0.038,0.0723,0.0103,0.0772,0.0106,0.1472,0.4884,0.016
2018-08-05,0.0789,0.0,0.0113,0.1084,0.1707,0.0051,0.0124,0.0054,0.1473,0.0017,0.0003,0.2084,0.0175,0.0011,0.0073,0.0265,0.0003,0.0862,0.0017,0.0465,0.2422,0.0696,0.3682,0.0406,0.0062,0.1406,0.02,0.451,0.3222,0.038,0.3155,0.002,0.0237,0.0003,0.4698,0.0668,2.0616,0.0983,0.078,0.0006,0.0127,0.0135,0.1496,0.0087,0.0603,0.0034,0.0721,0.6411,0.011
2018-08-06,0.1017,0.0,0.0166,0.1109,0.1182,0.0061,0.0178,0.0087,0.09,0.0068,0.0019,0.2244,0.0031,0.0035,0.008,0.0052,0.0016,0.0745,0.0042,0.0828,0.3927,0.0741,0.5807,0.2693,0.0841,0.266,0.0208,0.3369,0.2101,0.0208,0.5084,0.0019,0.0436,0.0002,0.1697,0.075,1.7318,0.0389,0.1336,0.0005,0.033,0.0206,0.1088,0.0059,0.1015,0.0098,0.1577,0.9093,0.0173
2018-08-07,0.1004,0.0,0.028,0.1211,0.043,0.0113,0.005,0.0089,0.0238,0.004,0.0006,0.1371,0.0031,0.0008,0.0467,0.0027,0.001,0.0417,0.0027,0.0721,0.5692,0.0346,0.5617,0.0513,0.0926,0.2703,0.0527,0.115,0.2687,0.0299,0.5274,0.0142,0.0213,0.0006,0.1971,0.092,1.5627,0.0715,0.1746,0.0023,0.0262,0.016,0.1394,0.0139,0.0582,0.0079,0.233,0.7897,0.023
2018-08-08,0.0936,0.0,0.0218,0.0608,0.0238,0.0095,0.0061,0.0057,0.0598,0.0048,0.0006,0.0975,0.0453,0.0036,0.0105,0.0031,0.0034,0.0249,0.0031,0.0663,0.5173,0.049,0.4735,0.0254,0.0784,0.1811,0.0254,0.0934,0.2017,0.0719,0.4352,0.0036,0.0254,0.0005,0.0818,0.1864,1.9023,0.0386,0.1836,0.0029,0.0359,0.0238,0.0742,0.0184,0.0721,0.0047,0.2061,0.7169,0.0291
2018-08-09,0.1154,0.0,0.0694,0.0349,0.0537,0.0064,0.0626,0.005,0.0884,0.0617,0.0008,0.1048,0.0119,0.004,0.0055,0.0029,0.0131,0.0178,0.0087,0.0642,0.2412,0.0248,0.347,0.0745,0.0763,0.1466,0.0327,0.1171,0.2588,0.0255,0.3032,0.0022,0.0164,0.0002,0.0828,0.1137,1.5146,0.0466,0.142,0.0015,0.0191,0.027,0.0694,0.0158,0.0491,0.005,0.1484,0.7232,0.0159
2018-08-10,0.1161,0.0,0.0419,0.0084,0.0852,0.0088,0.0059,0.0223,0.0375,0.0084,0.0007,0.1497,0.0047,0.0097,0.0108,0.0022,0.0049,0.0349,0.0075,0.0783,0.2869,0.0316,0.304,0.0808,0.1071,0.0679,0.0311,0.0683,0.2305,0.2477,0.2693,0.0031,0.0198,0.0004,0.0702,0.0992,1.7809,0.0253,0.1408,0.0011,0.0562,0.0235,0.2154,0.1001,0.0672,0.0054,0.1579,0.6326,0.0131
2018-08-11,0.2003,0.0,0.0235,0.0104,0.0614,0.0085,0.004,0.0099,0.0301,0.0035,0.0003,0.1107,0.0024,0.0016,0.004,0.0048,0.0024,0.0253,0.0112,0.0558,0.1435,0.0283,0.3217,0.0445,0.0192,0.0936,0.0155,0.0704,0.2123,0.1006,0.2809,0.0024,0.0397,0.0003,0.107,0.0782,1.9902,0.0421,0.0592,0.0021,0.0219,0.0365,0.128,0.0443,0.0627,0.0045,0.088,0.7541,0.0099
2018-08-12,0.0428,0.0,0.0162,0.0071,0.0148,0.0053,0.0035,0.0015,0.0233,0.0027,0.0021,0.0581,0.0027,0.0018,0.0018,0.0044,0.0032,0.0271,0.0018,0.0741,0.0454,0.0174,0.2059,0.0254,0.0124,0.0519,0.0608,0.0676,0.4021,0.0891,0.1702,0.0021,0.0224,0.0003,0.0389,0.0856,2.1065,0.0189,0.0472,0.0009,0.028,0.018,0.1449,0.0271,0.0814,0.0053,0.1118,0.3989,0.01
2018-08-13,0.0462,0.0,0.026,0.0241,0.0323,0.0093,0.0068,0.0034,0.0426,0.0029,0.0007,0.1396,0.0056,0.0041,0.002,0.0029,0.0022,0.0934,0.0074,0.0693,0.12,0.0338,0.3518,0.0907,0.076,0.1509,0.0321,0.0605,0.1365,0.125,0.3032,0.0041,0.0102,0.0002,0.0395,0.1096,1.5747,0.0226,0.1634,0.0007,0.0295,0.0248,0.0783,0.025,0.0489,0.0077,0.1284,0.8603,0.018
2018-08-14,0.0467,0.0,0.0309,0.0217,0.0678,0.0129,0.0062,0.0107,0.0383,0.0345,0.001,0.1378,0.0052,0.0017,0.0013,0.0017,0.004,0.0584,0.005,0.0761,0.2553,0.033,0.478,0.0815,0.0945,0.1171,0.035,0.0273,0.1765,0.0345,0.4435,0.0018,0.0196,0.0002,0.1683,0.1168,1.1918,0.0181,0.1149,0.0003,0.0468,0.0388,0.1014,0.0485,0.0455,0.0396,0.1685,0.7396,0.0142
2018-08-15,0.0627,0.0,0.0265,0.0202,0.0251,0.007,0.003,0.0124,0.0288,0.0077,0.0009,0.0796,0.015,0.0019,0.0047,0.0024,0.0021,0.0359,0.004,0.0683,0.2184,0.0197,0.3643,0.046,0.0918,0.137,0.0366,0.0207,0.2579,0.0199,0.2954,0.001,0.0441,0.0002,0.1506,0.0835,1.3931,0.0281,0.1166,0.0009,0.0413,0.0253,0.0957,0.0607,0.0694,0.0071,0.2135,0.7933,0.0162
