datetime,hurricane milton_intensity,jd vance_intensity,tim walz_intensity,kamala harris_intensity,vance_intensity,trump shot_intensity,olympics_intensity,diddy_intensity,milton_intensity,iphone 16_intensity,liam payne_intensity,presidential polls_intensity,election results_intensity,p diddy_intensity,sean combs_intensity,harris_intensity,bird flu_intensity,election_intensity,houthis_intensity,boeing_intensity,iran israel_intensity,hezbollah_intensity,israel iran_intensity,trump_intensity,jay z_intensity,nvidia_intensity,nvidia stock_intensity,hurricane_intensity,kate middleton_intensity,rfk jr_intensity,donald trump_intensity,lebanon_intensity,venezuela_intensity,ben affleck_intensity,intel_intensity,spacex_intensity,drake_intensity,democrats_intensity,melania trump_intensity,joe biden_intensity,syria_intensity,taylor swift travis kelce_intensity,biden_intensity
2024-10-24,0.0644,0.0831,0.2248,1.0553,0.12,0.0164,0.1018,0.0252,0.1814,0.0199,0.1013,0.0059,0.0778,0.0029,0.014,1.5376,0.024,2.1463,0.0047,0.3184,0.0111,0.1569,0.0105,1.7296,0.041,0.1165,0.0041,0.4817,0.0023,0.007,1.4732,0.2183,0.062,0.0029,0.0562,0.0503,0.0597,0.6754,0.0018,0.5051,0.0989,0.0035,0.9242
2024-10-25,0.1378,0.1679,0.2488,1.4834,0.2812,0.0028,0.0632,0.025,0.3358,0.0239,0.1423,0.0028,0.0831,0.0006,0.0142,2.1124,0.0228,3.1484,0.0108,0.2169,0.0057,0.1594,0.012,2.5154,0.0364,0.0575,0.0046,0.4639,0.0046,0.008,2.1613,0.2379,0.066,0.0034,0.0575,0.1918,0.0854,1.0457,0.0034,0.8197,0.0564,0.0051,1.3445
2024-10-26,0.0686,0.1266,0.1548,1.192,0.2065,0.0056,0.0315,0.0113,0.1621,0.0105,0.0097,0.0048,0.0911,0.0008,0.0073,1.6501,0.0056,2.3388,0.0169,0.0936,0.1629,0.3976,0.25,2.0493,0.0613,0.0427,0.0048,0.2581,0.004,0.0056,1.7711,0.4436,0.0508,0.0073,0.0339,0.1226,0.0863,0.8428,0.004,0.6541,0.2258,0.004,1.1299
2024-10-27,0.0662,0.188,0.2162,1.2475,0.2953,0.035,0.051,0.0183,0.1218,0.0137,0.0023,0.0,0.0852,0.003,0.0122,1.6388,0.0061,2.1731,0.0061,0.0769,0.1279,0.2626,0.0792,1.9394,0.0046,0.0548,0.0076,0.5541,0.0038,0.0046,1.6624,0.357,0.086,0.0038,0.0381,0.1735,0.0875,0.7368,0.003,0.6965,0.0883,0.0023,1.1387
2024-10-28,0.0336,0.182,0.262,1.4279,0.2449,0.0032,0.0523,0.1158,0.0859,0.0454,0.0363,0.0032,0.1942,0.0037,0.0603,1.8959,0.0053,2.7379,0.0149,0.0832,0.0379,0.1211,0.0656,2.3089,0.0069,0.0459,0.0016,0.484,0.0043,0.0085,1.9578,0.1691,0.0619,0.0021,0.0486,0.119,0.0864,0.9071,0.1361,0.5496,0.0774,0.0016,0.9669
2024-10-29,0.0465,0.2333,0.3051,1.5383,0.3017,0.005,0.0976,0.1279,0.1295,0.0342,0.0522,0.0006,0.1318,0.0045,0.1155,2.0441,0.0112,3.0945,0.0062,0.0578,0.0415,0.2344,0.0505,2.4776,0.0196,0.0561,0.0011,0.4195,0.0039,0.0095,2.0755,0.2754,0.0813,0.0056,0.0662,0.069,0.0415,0.9057,0.0398,0.7212,0.0723,0.0028,1.1844
2024-10-30,0.0506,0.2173,0.2587,1.5028,0.2993,0.0014,0.0926,0.0734,0.1283,0.0086,0.0542,0.0078,0.1518,0.0029,0.0335,1.9738,0.0378,3.2422,0.0029,0.0698,0.0021,0.1304,0.0078,2.4591,0.0278,0.0599,0.0,0.3413,0.0029,0.0185,2.0615,0.1774,0.0841,0.015,0.0663,0.0406,0.0378,0.9413,0.0121,0.843,0.0506,0.0007,1.2997
2024-10-31,0.0352,0.1961,0.2067,1.4105,0.2804,0.0162,0.076,0.0413,0.1335,0.0235,0.0084,0.0078,0.2235,0.0034,0.0251,1.9513,0.0614,3.2412,0.0039,0.1011,0.0168,0.1207,0.0101,2.2664,0.0084,0.0849,0.005,0.3285,0.0011,0.0235,1.8731,0.1871,0.0514,0.0346,0.0547,0.0944,0.0614,0.8424,0.0061,0.8301,0.0358,0.0106,1.2943
2024-11-01,0.0656,0.1763,0.1926,1.6001,0.2618,0.0162,0.056,0.0536,0.272,0.0343,0.0487,0.0048,0.1715,0.0048,0.0415,2.2127,0.0205,3.3958,0.0042,0.3039,0.0247,0.201,0.0168,2.631,0.0108,0.0849,0.0054,0.3683,0.0042,0.0367,2.2193,0.3015,0.1029,0.0066,0.0939,0.0975,0.1065,1.0651,0.0072,0.8684,0.0602,0.009,1.413
2024-11-02,0.0582,0.2636,0.2898,1.6933,0.3208,0.0475,0.0465,0.0368,0.1609,0.0058,0.0475,0.0097,0.2404,0.0078,0.0233,2.271,0.0087,3.7744,0.0116,0.0843,0.0204,0.2995,0.0204,2.6287,0.0213,0.0727,0.0097,0.4304,0.0029,0.0378,2.3185,0.3916,0.1008,0.0058,0.0785,0.031,0.0591,1.2319,0.0029,0.9673,0.0446,0.0078,1.3298
2024-11-03,0.0115,0.1446,0.3266,1.7126,0.2316,0.0088,0.0394,0.0061,0.057,0.0115,0.0061,0.0224,0.144,0.0007,0.0041,2.3068,0.0014,3.1434,0.0156,0.0638,0.019,0.1704,0.0204,2.4399,0.0041,0.057,0.0027,0.3619,0.0027,0.0299,2.1269,0.2105,0.0401,0.0034,0.0407,0.0285,0.0591,1.0607,0.0407,0.8583,0.0638,0.0007,1.2502
2024-11-04,0.0208,0.1215,0.2047,1.6477,0.2167,0.0038,0.041,0.041,0.0607,0.0142,0.0328,0.0109,0.2594,0.0049,0.0175,2.2217,0.0109,3.8158,0.0115,0.1729,0.0093,0.1127,0.023,2.5342,0.035,0.0892,0.0109,0.3634,0.0044,0.0399,2.1271,0.1603,0.0361,0.0843,0.0821,0.0854,0.0722,1.0217,0.0115,0.7612,0.1111,0.0016,1.1618
2024-11-05,0.0341,0.2602,0.2821,2.3523,0.357,0.0041,0.053,0.0351,0.0789,0.0117,0.0015,0.0438,0.6091,0.0025,0.0168,3.0088,0.0041,5.9774,0.0097,0.2383,0.0087,0.0881,0.0122,3.6103,0.0046,0.0769,0.0046,0.4553,0.0051,0.0346,3.1081,0.138,0.0443,0.0163,0.0825,0.1049,0.029,1.4937,0.0423,1.0573,0.0713,0.0087,1.5166
2024-11-06,0.0112,0.6325,0.2202,3.6523,0.7985,0.0131,0.0493,0.0143,0.0643,0.0106,0.0655,0.0037,1.6088,0.0006,0.005,4.51,0.0056,8.7487,0.0056,0.0549,0.0193,0.1416,0.0256,6.6134,0.0193,0.0549,0.005,0.4878,0.0692,0.0374,5.8044,0.1846,0.0686,0.0056,0.0399,0.078,0.0699,3.2044,0.1453,2.124,0.0649,0.0025,2.9037
2024-11-07,0.0342,0.2906,0.2228,1.801,0.417,0.0037,0.1062,0.0122,0.0708,0.0092,0.0885,0.0006,0.8932,0.0018,0.0043,2.3345,0.025,4.8205,0.0031,0.0604,0.0055,0.1221,0.0098,4.2991,0.0171,0.0537,0.0024,0.3834,0.0391,0.0275,3.7057,0.1868,0.0501,0.0464,0.0385,0.0531,0.0531,1.5641,0.0659,1.4084,0.0263,0.0018,2.0848
2024-11-08,0.0202,0.1439,0.0711,1.0646,0.2202,0.0064,0.0688,0.0144,0.0624,0.0058,0.2595,0.0012,0.4577,0.0012,0.0075,1.4864,0.0283,3.6104,0.0156,0.089,0.0029,0.078,0.0064,3.5456,0.0751,0.0636,0.0064,0.2994,0.1017,0.0231,2.9908,0.1358,0.1063,0.0249,0.0399,0.0798,0.1503,1.1541,0.0537,0.8421,0.0694,0.004,1.4263
2024-11-09,0.1097,0.0895,0.075,0.8546,0.1935,0.0065,0.0653,0.0274,0.1387,0.0081,0.0097,0.0,0.308,0.0016,0.0177,1.2658,0.0048,2.5091,0.0089,0.1024,0.0089,0.1484,0.004,2.5671,0.0306,0.05,0.0048,0.3523,0.0097,0.0234,2.1753,0.1887,0.0589,0.0065,0.0395,0.108,0.0605,0.8538,0.029,0.7297,0.0339,0.0016,1.2408
2024-11-10,0.1068,0.0376,0.067,0.8216,0.1347,0.003,0.0549,0.0173,0.1309,0.0083,0.0038,0.0,0.313,0.0015,0.015,1.2618,0.0414,2.2504,0.0293,0.0286,0.003,0.1791,0.003,2.3911,0.0361,0.0391,0.0045,0.3333,0.0173,0.015,2.0051,0.231,0.0308,0.0098,0.0188,0.0391,0.073,0.7983,0.0301,0.6922,0.1106,0.0008,1.258
2024-11-11,0.0267,0.159,0.0289,0.5492,0.2279,0.0017,0.0661,0.0484,0.0667,0.0111,0.1317,0.0,0.2257,0.0128,0.0389,0.8138,0.0534,2.199,0.0189,0.0745,0.005,0.1356,0.0239,2.6281,0.0233,0.0617,0.0022,0.2407,0.0133,0.0295,2.1878,0.2168,0.0545,0.0067,0.0328,0.0461,0.0434,0.7337,0.0267,0.6453,0.0756,0.0022,1.2023
2024-11-12,0.0488,0.1973,0.0403,0.5103,0.2732,0.0005,0.111,0.0294,0.1394,0.0133,0.0673,0.0005,0.3785,0.0033,0.0194,0.7859,0.0085,2.8015,0.0194,0.0659,0.0047,0.267,0.0142,3.2582,0.0659,0.0963,0.0014,0.2765,0.0085,0.0474,2.7536,0.2646,0.0896,0.0076,0.0446,0.1508,0.0598,0.8769,0.0882,0.7394,0.1119,0.0009,1.3787
2024-11-13,0.0869,0.2367,0.0344,0.5043,0.2997,0.0017,0.1184,0.0536,0.1294,0.0093,0.0035,0.0047,0.263,0.0012,0.007,0.8664,0.0169,2.8756,0.0181,0.0554,0.0157,0.2355,0.0093,3.8434,0.0099,0.0828,0.0041,0.2723,0.0157,0.0536,3.3111,0.2455,0.0595,0.0577,0.0443,0.263,0.0507,0.93,0.13,0.7749,0.0921,0.0064,1.5666
2024-11-14,0.0627,0.1738,0.0245,0.4637,0.2131,0.0011,0.1379,0.0296,0.1094,0.0074,0.0011,0.0023,0.1823,0.0011,0.0068,0.7656,0.0114,2.1044,0.0171,0.0387,0.0051,0.135,0.0154,3.0324,0.0108,0.0598,0.0017,0.282,0.0706,0.0268,2.4804,0.1869,0.1185,0.0063,0.0439,0.0866,0.0376,0.8488,0.0365,0.5173,0.0906,0.0017,1.0135
2024-11-15,0.0418,0.1027,0.0258,0.4777,0.174,0.0025,0.0836,0.0344,0.0965,0.0031,0.0037,0.0068,0.2256,0.0,0.0092,0.8066,0.0357,2.1647,0.0074,0.0523,0.0049,0.1402,0.0098,3.2948,0.016,0.0535,0.0049,0.2631,0.0639,0.1672,2.6935,0.2053,0.1334,0.0068,0.0461,0.0775,0.0732,0.854,0.0209,0.6781,0.083,0.0031,1.1528
2024-11-16,0.011,0.0662,0.0233,0.3957,0.1017,0.0,0.0245,0.076,0.0331,0.0037,0.0012,0.0,0.1887,0.0012,0.0698,0.6273,0.0331,1.7177,0.0025,0.0551,0.0037,0.1176,0.0037,2.3315,0.011,0.0429,0.0061,0.1617,0.0,0.0735,2.0141,0.1948,0.0796,0.0061,0.0343,0.0417,0.0319,0.626,0.0037,0.6138,0.0551,0.0,0.9225
2024-11-17,0.0101,0.0302,0.0151,0.371,0.0845,0.0,0.1277,0.0322,0.0382,0.005,0.001,0.0,0.0794,0.003,0.0292,0.557,0.007,1.3714,0.009,0.0563,0.001,0.2222,0.005,2.0259,0.001,0.0402,0.004,0.1729,0.001,0.0533,1.7394,0.2785,0.0654,0.004,0.0271,0.0493,0.0251,0.4193,0.009,0.6706,0.0563,0.0,1.0346
2024-11-18,0.0475,0.0326,0.0143,0.4276,0.0647,0.0011,0.0956,0.0641,0.1076,0.0057,0.0006,0.0017,0.1316,0.0017,0.0532,0.6193,0.0383,1.6238,0.0183,0.0544,0.004,0.1299,0.0086,2.3736,0.0183,0.1116,0.0063,0.2089,0.0063,0.0481,1.9329,0.2118,0.0635,0.012,0.0469,0.0664,0.1185,0.6342,0.0063,0.7132,0.0389,0.0006,1.1682
2024-11-19,0.0651,0.0677,0.0166,0.2795,0.1462,0.0,0.076,0.1047,0.1615,0.0102,0.023,0.0006,0.1296,0.0026,0.0619,0.5559,0.0153,1.8528,0.03,0.0657,0.0026,0.1596,0.0179,2.835,0.0153,0.1487,0.0115,0.284,0.007,0.0485,2.3493,0.1953,0.1104,0.0211,0.046,0.1793,0.0581,0.8023,0.007,0.6612,0.0383,0.0006,1.122
2024-11-20,0.0964,0.172,0.0257,0.2299,0.2427,0.0,0.086,0.1036,0.1829,0.0138,0.2076,0.0005,0.1159,0.0019,0.0869,0.5596,0.047,1.625,0.009,0.0385,0.0033,0.1002,0.01,2.9446,0.0247,0.1454,0.0138,0.4209,0.0057,0.0746,2.3917,0.1311,0.1691,0.0052,0.0475,0.2119,0.0352,0.7581,0.0228,0.617,0.0694,0.001,1.1329
2024-11-21,0.0256,0.1797,0.0123,0.2181,0.4111,0.001,0.0675,0.0374,0.0876,0.0074,0.0325,0.001,0.1009,0.0054,0.0162,0.4481,0.0187,1.5392,0.0044,0.029,0.0025,0.0719,0.0069,2.6883,0.0074,0.161,0.0384,0.322,0.0034,0.0478,2.1654,0.1014,0.0886,0.0064,0.0591,0.1339,0.0611,0.74,0.0015,0.5712,0.0369,0.0064,1.0758
2024-11-22,0.0229,0.1477,0.0161,0.2039,0.3994,0.0,0.0791,0.0551,0.0598,0.0068,0.0047,0.0,0.1285,0.0047,0.0276,0.4873,0.0395,1.7299,0.0088,0.0458,0.0073,0.0515,0.0042,2.7909,0.0156,0.1316,0.0109,0.219,0.0026,0.0364,2.3759,0.0947,0.0806,0.0156,0.0629,0.0863,0.1311,0.7422,0.0073,0.686,0.0421,0.0031,1.1645
2024-11-23,0.0075,0.1558,0.015,0.1803,0.2184,0.0,0.0449,0.0837,0.0476,0.0082,0.002,0.0054,0.0789,0.0007,0.0721,0.4022,0.0504,1.4161,0.0041,0.0367,0.0068,0.2368,0.0184,2.394,0.0041,0.0715,0.0068,0.2021,0.0014,0.0565,2.0368,0.2906,0.0776,0.0082,0.0429,0.0728,0.1028,0.5342,0.0082,0.4804,0.049,0.002,0.9479
2024-11-24,0.0055,0.0228,0.0064,0.1562,0.042,0.0,0.1114,0.0155,0.0621,0.0037,0.1014,0.0009,0.0447,0.0046,0.0064,0.3178,0.0155,1.2101,0.0146,0.0128,0.01,0.2986,0.0064,1.5982,0.0037,0.0731,0.0055,0.095,0.0009,0.0301,1.2795,0.3434,0.0575,0.0046,0.0365,0.0374,0.0694,0.5525,0.0027,0.4886,0.0429,0.0055,0.8566
2024-11-25,0.0111,0.0562,0.0104,0.2227,0.1221,0.0,0.077,0.043,0.0583,0.0132,0.0728,0.0042,0.102,0.0021,0.0125,0.3878,0.1068,1.3897,0.0083,0.0722,0.0069,0.2241,0.0291,1.8261,0.0222,0.0902,0.0028,0.1096,0.0035,0.0333,1.4972,0.2636,0.0819,0.0028,0.052,0.0611,0.1637,0.444,0.0021,0.5342,0.0826,0.0021,0.8485
2024-11-26,0.0236,0.0723,0.0294,0.2779,0.1484,0.0014,0.0448,0.0405,0.0703,0.0101,0.0072,0.0,0.1262,0.0024,0.0092,0.4822,0.1089,1.4445,0.0082,0.0809,0.0058,0.3608,0.0708,2.4411,0.0053,0.0824,0.0106,0.1763,0.0048,0.0212,1.9667,0.3444,0.1397,0.0019,0.0833,0.0453,0.2245,0.406,0.0169,0.6074,0.0376,0.001,1.0602
2024-11-27,0.0136,0.0558,0.0403,0.2849,0.1129,0.0023,0.0801,0.0759,0.0436,0.008,0.0037,0.0005,0.1242,0.0005,0.0272,0.5291,0.0459,1.2967,0.0094,0.0366,0.0314,0.5164,0.0797,2.4368,0.0075,0.0689,0.0052,0.1682,0.0075,0.1143,1.9926,0.5281,0.0811,0.0052,0.0375,0.0436,0.1326,0.4391,0.0037,0.717,0.0595,0.0183,1.3862
2024-11-28,0.0127,0.0155,0.016,0.1399,0.0344,0.0005,0.0391,0.1197,0.0325,0.0066,0.0009,0.0,0.0509,0.0019,0.1079,0.3275,0.0518,0.9918,0.0066,0.0339,0.0264,0.3077,0.0188,1.4649,0.008,0.0603,0.0033,0.1051,0.0057,0.0155,1.2029,0.3204,0.0419,0.008,0.0283,0.0231,0.0556,0.2196,0.0061,0.3868,0.1112,0.0033,0.8425
2024-11-29,0.0363,0.0375,0.0079,0.1578,0.0579,0.0028,0.059,0.0165,0.0556,0.0097,0.0023,0.0,0.0647,0.0045,0.0085,0.3213,0.017,0.9362,0.004,0.0199,0.0011,0.2084,0.0114,1.2604,0.0204,0.0693,0.0051,0.1289,0.0079,0.0153,1.0327,0.2299,0.0625,0.0136,0.0488,0.0148,0.0324,0.3106,0.0091,0.3344,0.1124,0.0108,0.5797
2024-11-30,0.0171,0.014,0.0132,0.2111,0.0397,0.0008,0.0545,0.0156,0.0576,0.0132,0.007,0.0008,0.1044,0.0047,0.0109,0.4518,0.0101,1.1661,0.0171,0.0631,0.0008,0.4292,0.0265,1.4948,0.0055,0.081,0.0047,0.1753,0.0031,0.0241,1.2611,0.444,0.0685,0.0086,0.0366,0.0312,0.0327,0.3575,0.0078,0.3412,0.3568,0.0249,0.5149
2024-12-01,0.0215,0.0469,0.0085,0.2051,0.0745,0.0015,0.0346,0.0108,0.0423,0.0154,0.0031,0.0,0.0883,0.0031,0.0061,0.3657,0.01,1.0018,0.1037,0.0592,0.0031,0.3081,0.0092,1.6256,0.0077,0.0883,0.0038,0.156,0.0061,0.0115,1.3767,0.3918,0.0399,0.0061,0.0684,0.0215,0.0407,0.3634,0.0031,0.4279,0.2942,0.0069,0.7775
2024-12-02,0.0403,0.018,0.0081,0.1741,0.039,0.0,0.0434,0.0118,0.1041,0.013,0.0347,0.0006,0.0787,0.0006,0.0074,0.3005,0.0099,1.0903,0.031,0.0558,0.0019,0.1543,0.0056,1.887,0.0347,0.0991,0.0062,0.1691,0.0062,0.0087,1.5351,0.2075,0.0353,0.0043,0.0985,0.0223,0.0812,0.3859,0.0012,0.9887,0.2081,0.0161,1.4781
2024-12-03,0.04,0.0515,0.0212,0.1954,0.0857,0.001,0.065,0.0149,0.0722,0.0058,0.0111,0.0005,0.0871,0.001,0.013,0.4558,0.0096,1.2457,0.0164,0.0626,0.0014,0.1848,0.0197,1.9032,0.039,0.0871,0.0029,0.1911,0.0433,0.0154,1.5465,0.2156,0.0457,0.0395,0.0982,0.0303,0.0886,0.554,0.0039,0.7648,0.1766,0.0029,1.1658
2024-12-04,0.0205,0.1708,0.1359,0.2067,0.2406,0.0,0.0918,0.0318,0.078,0.0031,0.021,0.001,0.0903,0.001,0.0231,0.4432,0.0451,1.5909,0.0036,0.1026,0.0026,0.0872,0.0046,2.7462,0.1026,0.0918,0.0046,0.1611,0.0077,0.0128,2.2911,0.12,0.0759,0.0323,0.0785,0.1513,0.1498,0.6936,0.0041,0.7357,0.1175,0.0036,1.3082
2024-12-05,0.0217,0.0755,0.084,0.1656,0.1288,0.0014,0.0934,0.0146,0.0608,0.009,0.0099,0.0,0.0623,0.0005,0.0104,0.3778,0.0222,1.2834,0.0047,0.1486,0.0024,0.091,0.0061,2.2951,0.0165,0.0882,0.0014,0.183,0.008,0.0118,1.8281,0.1014,0.0981,0.0061,0.0458,0.1212,0.0962,0.4811,0.0019,0.4971,0.141,0.0038,0.9678
2024-12-06,0.0173,0.0967,0.0293,0.1863,0.1379,0.0042,0.0651,0.0131,0.0513,0.009,0.0048,0.0,0.0776,0.0018,0.0078,0.4759,0.157,1.2144,0.0048,0.2102,0.0018,0.0985,0.0078,2.2145,0.006,0.0621,0.0042,0.1755,0.0185,0.0161,1.7894,0.1314,0.0764,0.0036,0.0531,0.1152,0.0442,0.5535,0.0179,0.7141,0.1875,0.0024,1.2371
2024-12-07,0.0157,0.0861,0.018,0.2796,0.1441,0.0,0.1754,0.0125,0.0368,0.0094,0.0039,0.0,0.0337,0.0016,0.0055,0.4871,0.0822,1.3086,0.0047,0.0924,0.0023,0.2467,0.1331,1.8607,0.0219,0.0509,0.0055,0.1245,0.0117,0.0164,1.5184,0.2819,0.0619,0.0376,0.0321,0.054,0.0728,0.4111,0.0266,0.5936,0.3688,0.0,1.029
2024-12-08,0.0086,0.0832,0.018,0.193,0.1064,0.0009,0.1038,0.0034,0.0343,0.0043,0.0026,0.0,0.0635,0.0009,0.0009,0.3697,0.018,0.8321,0.0112,0.0618,0.0197,0.7232,0.2265,1.9731,0.0051,0.0592,0.0043,0.0841,0.0112,0.0249,1.7397,0.682,0.0446,0.006,0.0206,0.0446,0.0438,0.344,0.0043,0.8287,1.225,0.0017,1.1898
2024-12-09,0.0085,0.0391,0.0839,0.3111,0.064,0.0017,0.0714,0.2697,0.0572,0.0074,0.0057,0.0,0.0584,0.0045,0.2459,0.5434,0.0436,1.1538,0.0113,0.068,0.0074,0.3037,0.0295,1.9381,0.3071,0.1247,0.0079,0.0918,0.0731,0.0278,1.6099,0.3009,0.0425,0.0567,0.0595,0.0827,0.0975,0.4063,0.0068,0.6829,0.7089,0.0017,1.0824
2024-12-10,0.0078,0.0422,0.0323,0.1803,0.0761,0.0005,0.0902,0.1871,0.0292,0.0047,0.0266,0.0,0.0547,0.0104,0.1392,0.406,0.0266,0.9956,0.0078,0.097,0.0052,0.1251,0.0198,1.8342,0.1876,0.1074,0.0078,0.1131,0.0208,0.0172,1.5027,0.1913,0.0464,0.0464,0.0646,0.0433,0.0469,0.4561,0.0063,0.5306,0.5384,0.0005,0.9919
2024-12-11,0.0106,0.104,0.037,0.1775,0.1234,0.0047,0.0835,0.1093,0.0388,0.0153,0.0476,0.0,0.0429,0.0029,0.0811,0.476,0.0388,1.1654,0.0094,0.0635,0.0065,0.0929,0.0153,1.9822,0.0952,0.0752,0.0029,0.1293,0.0323,0.01,1.5861,0.144,0.0594,0.0076,0.0523,0.0335,0.0723,0.4478,0.0159,0.5042,0.4055,0.0024,0.9779
2024-12-12,0.0152,0.0904,0.0135,0.2879,0.1223,0.0092,0.0768,0.0887,0.039,0.0162,0.0211,0.0,0.0633,0.0027,0.0666,0.4968,0.04,1.3334,0.006,0.125,0.0049,0.0866,0.0162,2.3551,0.0904,0.0812,0.0032,0.1521,0.0265,0.0092,1.8232,0.2029,0.0547,0.0054,0.0514,0.0779,0.0839,0.5774,0.1234,0.828,0.3929,0.0049,1.3329
2024-12-13,0.0052,0.052,0.0109,0.1629,0.0879,0.001,0.0645,0.0859,0.0421,0.0088,0.0021,0.0,0.0395,0.001,0.0775,0.396,0.038,0.9543,0.0047,0.0786,0.0062,0.1145,0.0062,2.0538,0.0198,0.0869,0.0036,0.1087,0.013,0.0203,1.6099,0.1904,0.0552,0.0005,0.0432,0.1093,0.0921,0.3788,0.0286,0.6639,0.3934,0.0016,1.2452
2024-12-14,0.0035,0.0739,0.0091,0.107,0.1612,0.0007,0.0598,0.1408,0.0274,0.012,0.0091,0.0,0.0204,0.0021,0.1246,0.2266,0.019,0.872,0.0035,0.0725,0.0063,0.1049,0.019,1.5237,0.0915,0.0626,0.0063,0.0978,0.0239,0.0239,1.2274,0.2773,0.0556,0.0077,0.031,0.069,0.0464,0.2505,0.0063,0.4948,0.3681,0.0021,0.9283
2024-12-15,0.0017,0.0787,0.0086,0.0864,0.1462,0.0,0.0924,0.1137,0.0197,0.0086,0.006,0.0,0.0128,0.0043,0.0795,0.2694,0.0539,0.6174,0.0026,0.0573,0.0086,0.1308,0.0034,1.4614,0.071,0.065,0.0026,0.1035,0.0043,0.0145,1.2023,0.136,0.1419,0.0137,0.0222,0.0257,0.0359,0.2488,0.0043,0.3745,0.4173,0.0,0.6926
2024-12-16,0.0059,0.0295,0.0159,0.202,0.0672,0.0006,0.0424,0.0766,0.0383,0.0135,0.023,0.0,0.0701,0.0029,0.0442,0.4176,0.03,0.9808,0.0106,0.0483,0.0024,0.0713,0.0159,1.9032,0.056,0.1172,0.0053,0.0842,0.0088,0.0236,1.5787,0.1208,0.0819,0.0029,0.03,0.0359,0.1349,0.2875,0.0065,0.7145,0.3334,0.0029,1.164
2024-12-17,0.0101,0.0355,0.0238,0.2763,0.0684,0.0015,0.0664,0.0613,0.0618,0.0106,0.0294,0.0,0.1364,0.002,0.0537,0.4643,0.0476,1.1643,0.0269,0.0694,0.0025,0.0725,0.0203,2.0838,0.0553,0.1024,0.0147,0.1328,0.0066,0.0553,1.7295,0.0841,0.0831,0.0071,0.036,0.0588,0.0745,0.4451,0.0015,0.7685,0.3107,0.0005,1.1937
2024-12-18,0.0274,0.0732,0.0249,0.1933,0.1443,0.0096,0.0528,0.0283,0.1459,0.0083,0.0037,0.0,0.0599,0.0037,0.0183,0.4157,0.1838,0.9803,0.0324,0.1214,0.0017,0.0782,0.0042,2.1726,0.0254,0.1035,0.0083,0.1734,0.0046,0.0457,1.7798,0.1488,0.0595,0.0653,0.0511,0.1393,0.0819,0.5696,0.0017,0.6028,0.2025,0.0025,1.051
2024-12-19,0.0252,0.2365,0.0309,0.1337,0.3801,0.0031,0.0739,0.0467,0.1893,0.0105,0.0042,0.0016,0.0713,0.0026,0.0341,0.42,0.1872,0.9915,0.0619,0.0697,0.0058,0.0703,0.0204,2.1502,0.0467,0.0907,0.0073,0.2527,0.0545,0.0168,1.7386,0.1321,0.0739,0.011,0.044,0.0577,0.1091,0.7173,0.0031,0.6265,0.2422,0.0084,1.0193
2024-12-20,0.0152,0.1488,0.0111,0.1582,0.2314,0.0018,0.0961,0.0504,0.1095,0.007,0.0064,0.0006,0.0709,0.0012,0.0322,0.3972,0.0615,0.9332,0.0176,0.0931,0.0023,0.0469,0.0018,2.0626,0.0281,0.0486,0.0035,0.287,0.0322,0.0164,1.6613,0.0861,0.092,0.0053,0.0381,0.0492,0.0545,0.8758,0.0018,0.6192,0.246,0.0053,1.0498
2024-12-21,0.0474,0.0875,0.0065,0.1154,0.1247,0.0,0.0847,0.0363,0.1386,0.0121,0.0047,0.0,0.0651,0.0028,0.0279,0.3535,0.0558,0.8783,0.0791,0.1163,0.0009,0.0474,0.0009,1.8049,0.014,0.0772,0.0056,0.2549,0.0047,0.0102,1.3956,0.0679,0.0428,0.0084,0.0344,0.107,0.0493,0.8318,0.0009,0.8541,0.1805,0.0028,1.2486
2024-12-22,0.0051,0.0153,0.0041,0.0888,0.0327,0.0,0.0286,0.0092,0.0357,0.0071,0.0031,0.0,0.05,0.001,0.0051,0.2317,0.0245,0.8542,0.2266,0.0888,0.001,0.0602,0.001,1.3206,0.0092,0.0694,0.0071,0.0714,0.0061,0.0092,1.0981,0.0694,0.0469,0.0133,0.0388,0.1235,0.048,0.3562,0.002,0.4174,0.1898,0.0031,0.6133
2024-12-23,0.03,0.013,0.0071,0.1225,0.0554,0.0006,0.0648,0.1425,0.0618,0.0077,0.0583,0.0012,0.0218,0.0012,0.1349,0.3369,0.0324,0.8982,0.0554,0.0536,0.0029,0.1154,0.0147,1.8847,0.0147,0.0836,0.0029,0.1755,0.0813,0.0135,1.589,0.2574,0.0707,0.0112,0.0395,0.0371,0.0936,0.4317,0.0024,0.6479,0.1531,0.0006,0.9659
2024-12-24,0.0091,0.0197,0.0121,0.2608,0.0673,0.0008,0.1368,0.0348,0.0363,0.0076,0.0023,0.0,0.0151,0.0038,0.0212,0.4868,0.0643,0.7892,0.0386,0.0763,0.0053,0.0574,0.0038,1.2797,0.0144,0.0884,0.0068,0.2275,0.0129,0.0144,1.0159,0.099,0.0537,0.0242,0.037,0.0416,0.0665,0.316,0.0008,0.4876,0.2268,0.0008,0.7695
