datetime,hurricane ian_intensity,wordle_intensity,monkeypox_intensity,ukraine news_intensity,ukraine war_intensity,zelensky_intensity,chris rock_intensity,ukraine_intensity,washington commanders_intensity,kherson_intensity,brittney griner_intensity,hurricane ian tracker_intensity,ukraine russia_intensity,russia ukraine_intensity,putin_intensity,russian economy_intensity,will smith_intensity,recession_intensity,iphone 14_intensity,world cup_intensity,amber heard_intensity,johnny depp_intensity,russia_intensity,elon musk twitter_intensity,russia news_intensity,vladimir putin_intensity,abortion_intensity,tyrann mathieu_intensity,queen elizabeth_intensity,inflation_intensity,traductor_intensity,poland_intensity,supreme court_intensity,mega millions_intensity,kanye west_intensity,powerball numbers_intensity,elon musk_intensity,phillies_intensity,lauren boebert_intensity,student loan forgiveness_intensity,antonio brown_intensity,housing market_intensity,student loans_intensity,odell beckham jr_intensity,taiwan_intensity,real madrid_intensity,north korea_intensity,tom brady_intensity
2022-04-12,0.0,0.0034,0.0,0.0043,0.2905,0.0772,0.0382,2.3869,0.0339,0.0866,0.0305,0.0,0.1888,0.5022,0.9083,0.1478,0.0621,0.272,0.0011,0.0313,0.0701,0.0854,2.0294,0.0128,0.0037,0.7206,0.2264,0.0014,0.0105,0.9981,0.0,0.3273,0.5329,0.0043,0.0641,0.0011,0.1478,0.0305,0.0066,0.008,0.0,0.0416,0.0171,0.0006,0.1162,0.0148,0.0561,0.0074
2022-04-13,0.0,0.0161,0.0003,0.0095,0.2967,0.1121,0.074,2.3281,0.0199,0.0179,0.004,0.0,0.272,0.5592,0.9611,0.0524,0.0945,0.2457,0.0003,0.0262,0.0461,0.0527,1.9878,0.0297,0.0014,0.8136,0.161,0.0026,0.0164,1.0832,0.0,0.4028,0.5021,0.0141,0.0429,0.0003,0.1936,0.0233,0.0086,0.013,0.0023,0.0593,0.021,0.002,0.1043,0.0138,0.0714,0.0089
2022-04-14,0.0,0.0089,0.0,0.01,0.2891,0.0995,0.0603,2.2609,0.0077,0.0139,0.0015,0.0,0.2313,0.4968,0.811,0.0402,0.0703,0.2215,0.0018,0.0354,0.0464,0.057,1.9859,0.0809,0.0157,0.6719,0.2729,0.0015,0.0269,0.894,0.0,0.4407,0.575,0.0071,0.1394,0.0012,0.4702,0.0349,0.0056,0.0337,0.0,0.0617,0.0476,0.0006,0.13,0.018,0.0756,0.0083
2022-04-15,0.0,0.0063,0.0,0.0977,0.1905,0.0869,0.0321,2.1558,0.0035,0.0174,0.0014,0.0,0.2533,0.5048,0.7421,0.0157,0.0621,0.1615,0.0017,0.0223,0.075,0.0991,1.9688,0.0583,0.0042,0.5708,0.142,0.0017,0.1092,0.7473,0.0,0.3252,0.6175,0.008,0.0618,0.0003,0.4787,0.0345,0.0066,0.0049,0.0021,0.0743,0.0178,0.0024,0.186,0.0147,0.1361,0.0272
2022-04-16,0.0,0.0049,0.0,0.0277,0.2443,0.1657,0.0158,2.0171,0.0045,0.2518,0.0074,0.0,0.1993,0.4852,0.6865,0.0109,0.0242,0.0747,0.001,0.0198,0.0109,0.0242,1.7119,0.0287,0.0079,0.5258,0.1301,0.0015,0.0668,0.4392,0.0,0.1998,0.4961,0.0079,0.0257,0.001,0.2048,0.141,0.003,0.0089,0.001,0.0356,0.0148,0.001,0.1138,0.0124,0.2018,0.0109
2022-04-17,0.0,0.0016,0.0,0.0054,0.2421,0.1601,0.038,1.9346,0.0016,0.0809,0.0532,0.0,0.2953,0.5873,0.887,0.0098,0.0483,0.0782,0.0005,0.0147,0.0043,0.0608,1.7012,0.0076,0.0076,0.7572,0.07,0.0005,0.1042,0.3881,0.0,0.1645,0.1998,0.0098,0.0385,0.0005,0.1607,0.0456,0.0065,0.0016,0.0005,0.0331,0.0141,0.0,0.1324,0.0239,0.2166,0.0076
2022-04-18,0.0,0.011,0.0,0.0039,0.2484,0.2883,0.0185,1.908,0.0485,0.144,0.0004,0.0,0.2267,0.4993,0.7445,0.0178,0.0342,0.1276,0.0032,0.0157,0.0118,0.0449,1.733,0.0207,0.0727,0.5919,0.1247,0.0025,0.0766,0.7252,0.0,0.2716,0.4565,0.0339,0.036,0.0089,0.3329,0.0435,0.0043,0.0043,0.0011,0.0656,0.0235,0.0014,0.1044,0.0125,0.1083,0.0335
2022-04-19,0.0,0.0124,0.0003,0.0032,0.241,0.0859,0.0263,1.8643,0.0254,0.0676,0.0174,0.0,0.354,0.4856,0.5756,0.0664,0.0481,0.1741,0.0024,0.0242,0.0814,0.0873,1.7245,0.0094,0.008,0.4641,0.0965,0.0047,0.0519,0.7426,0.0,0.2643,0.406,0.0124,0.0755,0.0021,0.2174,0.0602,0.008,0.0351,0.0,0.0602,0.0392,0.0006,0.1033,0.0245,0.0679,0.0242
2022-04-20,0.0,0.0091,0.0003,0.0034,0.2395,0.0654,0.0306,2.0412,0.0079,0.1132,0.0014,0.0,0.3207,0.4464,0.6932,0.0215,0.0529,0.1152,0.0059,0.0306,0.1653,0.1916,1.8473,0.0065,0.0034,0.5591,0.1574,0.0065,0.0742,0.8634,0.0,0.3269,0.5327,0.0065,0.0255,0.0014,0.158,0.0218,0.0059,0.0215,0.0014,0.0818,0.0535,0.0057,0.1645,0.0102,0.0343,0.0549
2022-04-21,0.0,0.0054,0.0,0.0042,0.2265,0.0848,0.0566,2.1335,0.0076,0.0518,0.0561,0.0,0.2144,0.4395,0.9931,0.0476,0.0631,0.1564,0.0025,0.0648,0.1972,0.213,1.9397,0.0051,0.0023,0.8204,0.1448,0.0023,0.1248,0.8376,0.0,0.2707,0.5325,0.0087,0.031,0.0023,0.2716,0.0231,0.0101,0.011,0.0042,0.0735,0.0459,0.002,0.1783,0.0099,0.0803,0.02
2022-04-22,0.0,0.0045,0.0,0.0102,0.2016,0.0701,0.0168,1.9821,0.0517,0.1243,0.0039,0.0,0.1971,0.4125,0.8409,0.0421,0.0286,0.1634,0.0024,0.0196,0.1712,0.1733,1.7568,0.0054,0.0027,0.7293,0.1829,0.0018,0.0779,0.7564,0.0,0.2717,0.6336,0.0039,0.0469,0.0,0.1989,0.0126,0.0075,0.0102,0.0057,0.0484,0.0322,0.0009,0.1414,0.0081,0.1008,0.0196
2022-04-23,0.0,0.0041,0.0,0.006,0.3041,0.0922,0.0518,2.1594,0.0252,0.0991,0.0014,0.0,0.288,0.5311,1.0003,0.1115,0.0972,0.105,0.0028,0.0156,0.0674,0.0853,1.7902,0.0087,0.0046,0.8183,0.1321,0.0023,0.0266,0.532,0.0,0.2169,0.4733,0.0119,0.0917,0.0014,0.1238,0.0532,0.0124,0.0087,0.0014,0.0459,0.022,0.0037,0.0587,0.0225,0.1046,0.0165
2022-04-24,0.0,0.0014,0.0005,0.0039,0.277,0.0911,0.1282,1.9767,0.0019,0.2394,0.0005,0.0,0.1474,0.5786,0.6099,0.1349,0.1325,0.0752,0.0019,0.0212,0.0463,0.0516,1.7339,0.0048,0.0034,0.4789,0.3594,0.0024,0.013,0.4702,0.0,0.4341,0.6552,0.0231,0.0087,0.0014,0.0867,0.0381,0.0043,0.0024,0.0,0.0438,0.0371,0.0005,0.0588,0.0135,0.0299,0.012
2022-04-25,0.0,0.0051,0.0,0.0041,0.2936,0.1455,0.1404,1.9499,0.008,0.0525,0.0006,0.0,0.2378,0.3687,0.6371,0.0293,0.143,0.107,0.0048,0.0204,0.1086,0.1159,1.6671,0.07,0.0239,0.5559,0.0885,0.0019,0.0369,0.6785,0.0,0.4945,0.5457,0.0111,0.0423,0.0013,0.7896,0.028,0.0051,0.0102,0.0016,0.0646,0.015,0.0016,0.1108,0.014,0.1086,0.0073
2022-04-26,0.0,0.0037,0.0,0.0037,0.2146,0.1637,0.0254,1.9537,0.1549,0.1087,0.0011,0.0,0.4225,0.4366,0.8219,0.0045,0.0453,0.1859,0.0025,0.0239,0.0794,0.0856,1.7613,0.1099,0.0062,0.7092,0.1169,0.0008,0.0499,0.7887,0.0,0.3901,0.5679,0.0079,0.0223,0.0042,1.0073,0.0248,0.0085,0.0121,0.0017,0.0611,0.0189,0.002,0.1262,0.0259,0.129,0.0107
2022-04-27,0.0,0.0041,0.0,0.0409,0.3333,0.0506,0.0091,1.9685,0.0172,0.1004,0.2611,0.0,0.3461,0.4465,0.7159,0.0282,0.0365,0.1732,0.0025,0.0288,0.0744,0.0758,2.049,0.0885,0.0066,0.5975,0.1367,0.0025,0.0965,0.8302,0.0,0.7989,0.4603,0.0105,0.0451,0.0008,0.7237,0.021,0.0147,0.0277,0.0008,0.0531,0.0409,0.0011,0.1848,0.018,0.0379,0.0113
2022-04-28,0.0,0.0053,0.0,0.0053,0.317,0.0616,0.0169,2.3034,0.0222,0.1643,0.0744,0.0,0.3614,0.4654,0.6853,0.0255,0.0197,0.3353,0.0025,0.035,0.0705,0.0822,2.0708,0.0719,0.0047,0.5609,0.1779,0.0031,0.0383,0.9936,0.0,0.6789,0.4066,0.0244,0.1329,0.008,0.4718,0.0286,0.023,0.0733,0.0014,0.093,0.0966,0.0011,0.1793,0.0105,0.0722,0.0158
2022-04-29,0.0,0.0032,0.0003,0.0032,0.2671,0.0675,0.0134,2.2026,0.0416,0.0742,0.0375,0.0,0.2569,0.4548,0.604,0.0192,0.0215,0.2214,0.002,0.0498,0.0794,0.0861,1.8741,0.0323,0.0137,0.4879,0.1894,0.0055,0.0355,1.09,0.0,0.5191,0.387,0.0099,0.0544,0.0012,0.3945,0.0262,0.0151,0.0204,0.0003,0.0698,0.0518,0.0009,0.1059,0.0096,0.0547,0.0116
2022-04-30,0.0,0.0028,0.0,0.0028,0.2015,0.0735,0.0116,1.9222,0.0388,0.1507,0.0074,0.0,0.2597,0.5329,0.5176,0.0102,0.0319,0.1086,0.0023,0.0841,0.0458,0.0647,1.7877,0.0259,0.0411,0.4053,0.1479,0.0102,0.0397,0.6983,0.0,0.3286,0.2764,0.0439,0.0638,0.0023,0.2302,0.0874,0.0111,0.0485,0.0018,0.03,0.1095,0.0028,0.0971,0.0217,0.0952,0.0157
2022-05-01,0.0,0.0043,0.0,0.0037,0.3597,0.1222,0.0149,2.2142,0.085,0.2646,0.0058,0.0,0.5664,0.7891,0.7625,0.008,0.0207,0.1318,0.0005,0.0175,0.0303,0.0329,1.9708,0.025,0.0112,0.6328,0.11,0.0159,0.0292,0.6626,0.0,0.6738,0.2354,0.0085,0.0478,0.0016,0.1807,0.0494,0.059,0.0122,0.0005,0.0478,0.0877,0.0037,0.0659,0.0154,0.034,0.0175
2022-05-02,0.0,0.0037,0.0,0.0037,0.2932,0.0911,0.0244,2.1754,0.0118,0.0889,0.0015,0.0,0.3228,0.5468,0.7142,0.0211,0.0255,0.2255,0.0011,0.0344,0.1466,0.1473,1.9225,0.0226,0.0052,0.5864,0.1392,0.0274,0.0559,0.9663,0.0,0.4809,0.6135,0.0044,0.2129,0.0,0.2573,0.0348,0.0152,0.0141,0.0007,0.0555,0.0418,0.0019,0.0944,0.0126,0.0492,0.0122
2022-05-03,0.0,0.0047,0.0,0.0025,0.2754,0.0585,0.0107,1.8964,0.0187,0.154,0.1034,0.0,0.2355,0.4493,0.6102,0.0111,0.013,0.2008,0.0016,0.0617,0.1982,0.2188,1.7108,0.0174,0.0152,0.5239,2.5929,0.012,0.031,1.0241,0.0,0.3054,2.9616,0.0051,0.0402,0.0013,0.2295,0.0168,0.0073,0.0149,0.0013,0.0509,0.0484,0.0016,0.1578,0.0174,0.1126,0.0158
2022-05-04,0.0,0.0063,0.0003,0.0022,0.2301,0.0672,0.2126,1.8394,0.0139,0.0136,0.0732,0.0,0.1768,0.45,0.5704,0.0139,0.2085,0.3416,0.0044,0.0498,0.1762,0.1927,1.667,0.0152,0.0206,0.4624,2.0967,0.0063,0.0402,1.2901,0.0,0.277,2.3483,0.0038,0.0878,0.001,0.1632,0.0475,0.007,0.0177,0.0016,0.0786,0.0406,0.0006,0.1515,0.0196,0.1756,0.0326
2022-05-05,0.0,0.0041,0.0006,0.0074,0.2328,0.0577,0.1286,1.9243,0.0094,0.1439,0.0144,0.0,0.2693,0.4516,0.5608,0.0656,0.0977,0.4183,0.0018,0.0577,0.2055,0.1854,1.7341,0.0144,0.0094,0.4357,1.3235,0.0109,0.0757,1.2319,0.0,0.3565,1.498,0.0056,0.0915,0.0018,0.2063,0.038,0.0068,0.0147,0.0012,0.0892,0.0483,0.0035,0.1151,0.0271,0.0636,0.0624
2022-05-06,0.0,0.0052,0.0003,0.0037,0.1753,0.0609,0.0593,1.9984,0.0027,0.0855,0.0344,0.0,0.1902,0.422,0.6426,0.024,0.0636,0.3961,0.0015,0.0383,0.1743,0.1716,1.6941,0.0234,0.0049,0.5568,1.1617,0.0015,0.1433,1.0068,0.0,0.3408,1.2733,0.0064,0.0292,0.0003,0.2534,0.0374,0.0052,0.0119,0.0021,0.049,0.0487,0.0009,0.129,0.0143,0.07,0.0158
2022-05-07,0.0,0.0043,0.0033,0.0038,0.1918,0.0604,0.0509,1.7509,0.0076,0.0828,0.0276,0.0,0.1885,0.4298,0.6054,0.0195,0.0533,0.1813,0.001,0.05,0.0876,0.0871,1.512,0.0128,0.0171,0.5173,1.0346,0.0,0.0414,0.6373,0.0,0.1875,1.2202,0.0062,0.0233,0.0024,0.1718,0.0385,0.0019,0.0086,0.0024,0.0395,0.0319,0.001,0.099,0.0152,0.1285,0.0105
2022-05-08,0.0,0.0021,0.0032,0.0053,0.2655,0.1189,0.0144,2.4648,0.0043,0.0229,0.0,0.0,0.3775,0.4894,1.1564,0.0698,0.0437,0.1242,0.0011,0.0176,0.0203,0.0229,1.9988,0.0096,0.0037,1.0413,1.0162,0.0016,0.0544,0.5289,0.0,0.1749,1.0796,0.0117,0.0117,0.0011,0.0821,0.0357,0.0059,0.0021,0.0021,0.0171,0.0197,0.0011,0.0901,0.0171,0.0528,0.008
2022-05-09,0.0,0.0424,0.0047,0.0032,0.3052,0.1588,0.0345,2.2419,0.007,0.0152,0.0025,0.0,0.1989,0.5161,1.0695,0.0218,0.0737,0.333,0.0019,0.0262,0.0272,0.0294,1.9996,0.0095,0.0076,0.8988,0.9143,0.0013,0.0585,0.8962,0.0,0.2944,0.9867,0.0041,0.0405,0.0,0.2498,0.0304,0.0032,0.0063,0.0006,0.0459,0.0228,0.0009,0.1063,0.0117,0.0708,0.0228
2022-05-10,0.0,0.0371,0.0006,0.0023,0.2234,0.0679,0.0235,2.015,0.007,0.0223,0.0015,0.0,0.1981,0.3374,0.6771,0.0177,0.0258,0.3789,0.0032,0.0345,0.0334,0.0302,1.6921,0.0212,0.0049,0.5303,0.9309,0.0009,0.1598,1.0748,0.0,0.2428,1.0937,0.0041,0.0467,0.0012,0.3008,0.0209,0.0049,0.0119,0.0038,0.0392,0.0267,0.0015,0.1587,0.011,0.1186,0.047
2022-05-11,0.0,0.0079,0.0003,0.002,0.1955,0.0618,0.0067,1.7873,0.0073,0.1124,0.0028,0.0,0.1624,0.4014,0.6121,0.0076,0.0191,0.2582,0.0034,0.0295,0.0155,0.0157,1.4597,0.0256,0.0059,0.5026,0.8931,0.0011,0.0396,1.2591,0.0,0.2309,1.1333,0.0101,0.0368,0.0006,0.2711,0.032,0.009,0.0121,0.0008,0.0399,0.0306,0.0014,0.1486,0.0093,0.0815,0.0688
2022-05-12,0.0,0.0025,0.0003,0.0014,0.1768,0.0314,0.0137,1.8239,0.0056,0.1361,0.0048,0.0,0.1686,0.408,0.6333,0.0401,0.0303,0.3255,0.0014,0.048,0.0194,0.0253,1.6819,0.0065,0.0042,0.4871,0.7764,0.0022,0.0241,1.1914,0.0,0.261,0.91,0.0455,0.0797,0.0006,0.1532,0.0286,0.0084,0.0056,0.0003,0.0455,0.0275,0.0022,0.1619,0.0067,0.2652,0.0253
2022-05-13,0.0,0.003,0.0003,0.0024,0.2085,0.0302,0.0682,1.6188,0.0362,0.0616,0.1086,0.0,0.108,0.3171,0.5076,0.0081,0.0939,0.2853,0.0042,0.041,0.0188,0.0215,1.4662,0.0368,0.0042,0.4343,0.65,0.006,0.0679,1.0256,0.0,0.2695,0.8869,0.0266,0.0918,0.0036,0.4546,0.0314,0.0078,0.006,0.0,0.0332,0.0263,0.0024,0.1059,0.0111,0.2399,0.0712
2022-05-14,0.0,0.0057,0.0048,0.0029,0.15,0.1319,0.1133,1.636,0.0124,0.1057,0.0362,0.0,0.1966,0.3309,0.6157,0.0095,0.1371,0.1567,0.0033,0.0429,0.0119,0.0138,1.4408,0.011,0.0043,0.4861,0.9875,0.0143,0.0467,0.7018,0.0,0.1781,1.2113,0.009,0.129,0.0029,0.2557,0.0533,0.0043,0.0024,0.0019,0.03,0.0167,0.0033,0.1067,0.0152,0.2095,0.0257
2022-05-15,0.0,0.0032,0.0027,0.0011,0.1648,0.1483,0.0122,1.8679,0.0069,0.0287,0.0048,0.0,0.1355,0.3487,0.7011,0.0069,0.0239,0.1074,0.0011,0.0314,0.0473,0.0505,1.6037,0.0186,0.0021,0.5953,0.7777,0.0032,0.0787,0.471,0.0,0.1834,0.7633,0.0058,0.0085,0.0016,0.1169,0.0441,0.0053,0.0058,0.0016,0.025,0.0133,0.0043,0.1233,0.0101,0.1706,0.0122
2022-05-16,0.0,0.0034,0.0112,0.0407,0.1493,0.0655,0.0332,1.6201,0.0068,0.0164,0.0028,0.0,0.153,0.3475,0.4562,0.0062,0.0438,0.2054,0.0028,0.0292,0.139,0.14,1.5205,0.0183,0.0031,0.3929,0.5176,0.0512,0.1145,0.7674,0.0,0.2247,0.8323,0.0043,0.1434,0.0009,0.1493,0.0422,0.0047,0.0068,0.0059,0.059,0.0267,0.0025,0.3106,0.0106,0.1378,0.0161
2022-05-17,0.0,0.0068,0.0168,0.0028,0.1378,0.0455,0.0111,1.6166,0.0014,0.0219,0.0054,0.0,0.1059,0.3251,0.4116,0.0051,0.0208,0.2343,0.006,0.0364,0.224,0.2158,1.5537,0.0142,0.0017,0.3294,0.5759,0.0009,0.0646,0.9436,0.0,0.2374,0.7284,0.0028,0.0245,0.0011,0.2388,0.0108,0.0037,0.0074,0.0063,0.0549,0.0404,0.002,0.419,0.0097,0.164,0.0794
2022-05-18,0.0,0.0051,0.0559,0.002,0.1954,0.0779,0.0236,1.8847,0.0051,0.0273,0.0554,0.0,0.194,0.4119,0.4945,0.0082,0.0408,0.2384,0.0039,0.0678,0.1577,0.1392,1.7166,0.0082,0.002,0.4091,0.576,0.0022,0.1133,1.1127,0.0,0.2294,0.8547,0.0059,0.0281,0.0017,0.1948,0.0405,0.0219,0.0048,0.0059,0.0545,0.0236,0.0014,0.2654,0.0073,0.1417,0.0264
2022-05-19,0.0,0.0026,0.2848,0.0029,0.2411,0.0559,0.0148,1.8903,0.0078,0.0692,0.0281,0.0,0.1473,0.4183,0.6817,0.0185,0.0159,0.3204,0.0012,0.0695,0.1002,0.1172,1.778,0.0032,0.0081,0.5289,0.4944,0.0006,0.0886,1.0861,0.0,0.1968,0.6794,0.0038,0.0883,0.0012,0.1746,0.0382,0.0139,0.0142,0.0023,0.0669,0.0217,0.0017,0.3184,0.0058,0.2582,0.0234
2022-05-20,0.0,0.0045,0.2778,0.0018,0.1859,0.0479,0.0126,1.6194,0.006,0.0623,0.0533,0.0,0.1242,0.3014,0.47,0.0108,0.018,0.3023,0.0048,0.0524,0.0757,0.0802,1.5209,0.0069,0.0299,0.3715,0.5445,0.0171,0.053,1.1345,0.0,0.2936,0.7289,0.0015,0.0476,0.0003,0.2661,0.0371,0.0066,0.0066,0.0015,0.0551,0.0284,0.0033,0.2287,0.0138,0.2392,0.0703
2022-05-21,0.0,0.0019,0.1676,0.0029,0.2197,0.0664,0.0057,1.5759,0.0038,0.0372,0.0053,0.0,0.2435,0.3386,0.4923,0.0186,0.0377,0.1843,0.0076,0.0525,0.0573,0.0621,1.4426,0.0076,0.1031,0.4002,0.3944,0.0501,0.0554,0.6819,0.0,0.1762,0.5683,0.0091,0.1605,0.001,0.233,0.0521,0.0096,0.0033,0.0,0.0377,0.0181,0.0005,0.2058,0.0334,0.3944,0.0602
2022-05-22,0.0,0.0032,0.2672,0.017,0.144,0.0845,0.0143,1.4843,0.0058,0.0329,0.034,0.0,0.1514,0.2911,0.6242,0.0085,0.0563,0.2003,0.0037,0.0398,0.094,0.0956,1.3515,0.0042,0.0101,0.5413,0.3724,0.0016,0.0547,0.6465,0.0,0.3745,0.382,0.0053,0.0563,0.0011,0.1052,0.0526,0.0048,0.009,0.0011,0.0436,0.0234,0.0021,0.2794,0.0372,0.2662,0.0069
2022-05-23,0.0,0.0038,0.4097,0.0337,0.2844,0.0816,0.0173,2.062,0.0161,0.0494,0.0242,0.0,0.1669,0.4182,0.6305,0.0431,0.022,0.3927,0.0038,0.04,0.194,0.1968,1.9266,0.0041,0.0164,0.518,0.3146,0.0028,0.0677,0.9507,0.0,0.2768,0.4116,0.0031,0.0359,0.0006,0.1357,0.0309,0.0022,0.0082,0.0009,0.0419,0.0183,0.0028,0.5555,0.0164,0.2211,0.0098
2022-05-24,0.0,0.0023,0.2844,0.0052,0.2597,0.1072,0.0259,1.7807,0.0222,0.1208,0.0052,0.0,0.1899,0.4744,0.6663,0.0251,0.0383,0.2856,0.0026,0.0285,0.1986,0.2101,1.6159,0.0023,0.0017,0.5432,0.6231,0.0014,0.0363,0.9297,0.0,0.2317,0.7496,0.0086,0.0337,0.0003,0.1176,0.0383,0.0032,0.0075,0.0003,0.0533,0.0245,0.0029,0.4003,0.0115,0.1012,0.011
2022-05-25,0.0,0.0028,0.1235,0.0054,0.2091,0.0507,0.0074,1.4801,0.0051,0.1111,0.0365,0.0,0.1346,0.3853,0.4088,0.0156,0.0119,0.2139,0.0037,0.087,0.1989,0.1978,1.3381,0.0034,0.0008,0.3298,0.5389,0.0037,0.1272,0.8248,0.0,0.1785,0.6488,0.0068,0.0501,0.0006,0.1031,0.0411,0.0091,0.004,0.0,0.051,0.0241,0.0003,0.1912,0.0181,0.2573,0.0085
2022-05-26,0.0,0.0027,0.1468,0.0021,0.1775,0.0446,0.0056,1.3928,0.0074,0.119,0.0139,0.0,0.1462,0.2705,0.4084,0.0535,0.0254,0.3066,0.0068,0.0567,0.1719,0.2067,1.3095,0.0089,0.0059,0.3565,0.4327,0.0027,0.0939,0.9619,0.0,0.1618,0.6996,0.0053,0.1249,0.0009,0.2011,0.0375,0.0151,0.0074,0.0009,0.0768,0.0372,0.0021,0.2085,0.0186,0.0815,0.0109
2022-05-27,0.0,0.0016,0.2799,0.0022,0.1813,0.0451,0.0047,1.2878,0.0047,0.0271,0.0075,0.0,0.1241,0.2831,0.3686,0.0131,0.0274,0.2495,0.0034,0.0432,0.2579,0.2653,1.3266,0.0075,0.0022,0.3126,0.2843,0.0012,0.0572,0.7761,0.0,0.1705,0.5104,0.0025,0.0351,0.0006,0.1148,0.0339,0.0152,0.019,0.0,0.0392,0.0305,0.0,0.1869,0.0218,0.1344,0.0068
2022-05-28,0.0,0.003,0.1087,0.0095,0.1498,0.0486,0.0025,1.3093,0.005,0.0491,0.0045,0.0,0.1568,0.2671,0.4535,0.006,0.0095,0.1168,0.0075,0.0782,0.1639,0.1669,1.2452,0.0045,0.0095,0.3898,0.225,0.001,0.0606,0.5998,0.0,0.2024,0.4094,0.006,0.0135,0.002,0.1588,0.0521,0.011,0.0095,0.0005,0.0266,0.0266,0.0005,0.1423,0.1238,0.0616,0.0115
2022-05-29,0.0,0.0028,0.0383,0.0017,0.1403,0.0817,0.0062,1.1017,0.0006,0.0744,0.0135,0.0,0.1285,0.2581,0.3894,0.0039,0.0186,0.084,0.0056,0.1014,0.04,0.0417,1.0397,0.0039,0.0406,0.3398,0.3246,0.0034,0.1409,0.4965,0.0,0.1459,0.3049,0.0096,0.0118,0.0028,0.0502,0.0704,0.0152,0.0023,0.0085,0.0293,0.0113,0.0011,0.0868,0.2384,0.0969,0.0118
2022-05-30,0.0,0.0017,0.1507,0.0028,0.1758,0.074,0.0034,1.1731,0.0034,0.1486,0.0028,0.0,0.1452,0.355,0.3592,0.0055,0.0306,0.1404,0.0079,0.0327,0.074,0.1049,1.137,0.0017,0.0028,0.3151,0.128,0.001,0.0863,0.6223,0.0,0.1424,0.194,0.0017,0.0083,0.0,0.0396,0.0657,0.0031,0.0024,0.0041,0.0296,0.0127,0.0014,0.1132,0.0478,0.0489,0.0048
2022-05-31,0.0,0.0027,0.1092,0.0033,0.1564,0.039,0.0076,1.5487,0.0067,0.0575,0.0033,0.0,0.1479,0.3415,0.5239,0.0414,0.007,0.2671,0.0039,0.0514,0.1788,0.1906,1.6234,0.0018,0.0024,0.4788,0.1733,0.0006,0.1497,0.9231,0.0,0.3793,0.3457,0.0067,0.0315,0.0033,0.0799,0.0423,0.003,0.006,0.0009,0.0614,0.0206,0.003,0.2187,0.0417,0.042,0.0354
2022-06-01,0.0,0.0017,0.1122,0.0034,0.2055,0.0475,0.0799,1.5875,0.0258,0.097,0.016,0.0,0.1168,0.304,0.4843,0.0249,0.0979,0.2436,0.004,0.0727,0.5699,0.5779,1.5322,0.0037,0.0029,0.4045,0.3189,0.0003,0.1852,0.9203,0.0,0.3203,0.5957,0.0074,0.0392,0.0009,0.1291,0.0418,0.01,0.0097,0.0006,0.0435,0.0326,0.0011,0.1838,0.0223,0.0409,0.0338
2022-06-02,0.0,0.003,0.0856,0.005,0.1942,0.0351,0.0401,1.3814,0.0151,0.072,0.0215,0.0,0.1216,0.3017,0.3731,0.0511,0.0555,0.2981,0.0035,0.1334,0.6423,0.66,1.1981,0.0012,0.0021,0.3011,0.4047,0.0003,0.4938,0.9085,0.0,0.1892,0.6063,0.0065,0.0469,0.0015,0.0909,0.0351,0.0056,0.057,0.0006,0.0525,0.1334,0.0018,0.1907,0.0124,0.0821,0.0248
2022-06-03,0.0,0.0026,0.1284,0.0023,0.2019,0.1079,0.0212,1.4292,0.007,0.1066,0.0053,0.0,0.1552,0.3303,0.5077,0.0344,0.0533,0.4286,0.0033,0.05,0.1946,0.2065,1.2823,0.002,0.0026,0.4137,0.3144,0.003,0.4928,1.0529,0.0,0.1033,0.6269,0.0063,0.0357,0.0013,0.3403,0.0606,0.0083,0.0129,0.001,0.046,0.0308,0.002,0.1016,0.0156,0.1079,0.0126
2022-06-04,0.0,0.0035,0.1133,0.003,0.1239,0.0438,0.0156,1.026,0.0035,0.1103,0.0116,0.0,0.1164,0.3173,0.3919,0.0151,0.0509,0.1113,0.003,0.1748,0.1521,0.1869,0.947,0.0025,0.0081,0.344,0.409,0.0005,0.4891,0.4911,0.0,0.1078,0.5833,0.0065,0.0292,0.001,0.1234,0.1038,0.0101,0.0025,0.001,0.0368,0.0171,0.0015,0.207,0.0267,0.068,0.0091
2022-06-05,0.0,0.0028,0.027,0.0152,0.1815,0.0455,0.0079,1.2631,0.0051,0.027,0.0523,0.0,0.2837,0.3467,0.472,0.0062,0.041,0.182,0.0045,0.2371,0.0371,0.0399,1.2226,0.0017,0.014,0.3905,0.3113,0.0006,0.6804,0.5484,0.0,0.0848,0.3989,0.0073,0.0062,0.0022,0.0989,0.0708,0.0096,0.0101,0.0006,0.0258,0.0197,0.0011,0.0972,0.0146,0.209,0.0079
2022-06-06,0.0,0.0023,0.1144,0.0248,0.1487,0.0456,0.0222,1.4572,0.006,0.0443,0.0215,0.0,0.1983,0.2836,0.4548,0.004,0.0634,0.247,0.0077,0.1238,0.0631,0.0816,1.228,0.0245,0.0158,0.394,0.2896,0.0023,0.4245,1.0105,0.0,0.1302,0.5447,0.0034,0.0144,0.0003,0.3182,0.0399,0.004,0.0077,0.001,0.0386,0.0268,0.001,0.1148,0.0168,0.1775,0.0104
